video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes
cs5LujUYbzA,🏛️ [안트로폴리스Ⅱ] '라이오스'｜𝐓𝐄𝐀𝐒𝐄𝐑 𝐓𝐑𝐀𝐈𝐋𝐄𝐑,"🏍️

저는 지금부터 여러분께
라이오스의 이야기를 들려드리고자 합니다.

𝐓𝐄𝐀𝐒𝐄𝐑 𝐓𝐑𝐀𝐈𝐋𝐄𝐑

-
[안트로폴리스Ⅱ] '라이오스'

🎟티켓 예매 개시일 안내

✔9월 23일(화) 14시 유료회원

✔9월 25일(목) 14시 일반

※ 예매처: 국립극단, NOL 티켓

-
📍공연정보

■ 공연시간: 평일 19시 30분 / 토·일 15시(화 공연 없음)

■ 소요시간: 95분(인터미션 없음 / 변경될 수 있음)

■ 관람연령: 16세 이상 관람가(2009년 12월 31일 출생자까지)

🏠 자세한 사항 홈페이지 확인

-
[안트로폴리스Ⅱ] '라이오스'

작 롤란트 쉼멜페니히｜각색·연출 김수정

출연 전혜진

2025년 11월 6일 - 11월 22일

국립극단 명동예술극장

-
#국립극단 #연극 #안트로폴리스 #라이오스 #롤란트쉼멜페니히 #명동예술극장",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,2025-09-19T05:00:41Z,38,0.63,True,6761,166,1,https://www.youtube.com/watch?v=cs5LujUYbzA,24700,811,PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,국립극단 [명동] 명동예술극장,2025-11-06,2025-11-22,,,
z8x-WKyMKxc,'1인 18역'으로 풀어낸 신화 속 서사…짧지만 강한 연극 / 연합뉴스TV (YonhapnewsTV),"[앵커]

배우 전혜진이 10년 만에 연극 무대로 돌아왔습니다.

그리스 신화 속 인물을 다룬 극에서 1인 18역으로 열연하는데요.

서울시극단은 올해 마지막 작품으로 블랙코미디 연극을 선보입니다.

이화영 기자입니다.

[기자]

[연극 [안트로폴리스 II] '라이오스' 중] ""이 나라의 통치자는 납니다. 다른 누구도 아니죠.""

왕관을 쓰고 호기롭게 외치는 인물은 '라이오스'.

그리스 신화에서 아들 오이디푸스에게 살해되는 아버지, 라이오스의 서사가 1인극으로 다뤄집니다.

독일 대표 극작가 롤란트 쉼멜페니히가 테베 왕가의 비극을 다룬 '안트로폴리스 5부작' 중 두 번째 이야기를 각색해 만든 작품입니다.

10년 만에 연극으로 돌아온 배우 전혜진이 라이오스와 그의 아내 이오카스테 등 1인 18역으로 분해 95분간 빈틈없이 무대를 채웁니다.

[김수정 / '라이오스' 각색·연출] ""매체나 많은 분들이 알고 계시는 전혜진 배우님의 기본적인 모습 외에 그 안에 굉장히 다양한 모습을 갖고 계시는 분입니다. 그래서 이 작품 보실 때 이런 모습도 있었나, 저런 모습도 가능한가…""

[연극 '트랩' 중] ""그럼 제 역할은 뭔가요? (어라 피고 자리가 비어 있네요.)""

은퇴한 판사와 검사, 변호사 그리고 사형 집행관이 본격 재판 놀이를 시작합니다.

주인공 '트랍스'는 차 사고로 우연히 찾은 시골 마을에서 얼떨결에 피고 역할을 맡아 불편한 진실과 마주하게 됩니다.

지난해 초연돼 1년 만에 돌아온 연극 '트랩'은 배우 박건형이 가세해  연륜 있는 배우들과 호흡을 맞춥니다.

90분간의 길지 않은 극이지만 가벼웠던 재판 놀이가 날카로운 질문과 함께 법정 처럼 변모하는 반전은 강한 인상을 남깁니다.

연합뉴스TV 이화영입니다.

[영상취재 장호진]

[영상편집 이채린]

[그래픽 조세희]

[화면제공 국립극단, 세종문화회관]

#연극 #라이오스 #전혜진 #트랩 #박건형

▣ 연합뉴스TV 다큐멘터리 전문 채널 '다큐디깅' 구독하기
https://www.youtube.com/@Docu-Digging

▣ 연합뉴스TV 유튜브 채널 구독
https://www.youtube.com/@yonhapnewstv23

▣ 대한민국 뉴스의 시작 연합뉴스TV / Yonhap News TV
http://www.yonhapnewstv.co.kr/",UCTHCOPwqNfZ0uiKOvFyhGwg,연합뉴스TV,2025-11-16T00:54:33Z,116,1.93,False,4263,41,1,https://www.youtube.com/watch?v=z8x-WKyMKxc,2260000,704495,PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,국립극단 [명동] 명동예술극장,2025-11-06,2025-11-22,,,
yP9b8xC2U4k,이걸 1인극으로 한다고? 전혜진의 연극 복귀작 [안트로폴리스 2] ‘라이오스’,"10년 만에 무대로 돌아온 전혜진!
그녀가 복귀작으로 선택한 작품은
오이디푸스의 아버지 라이오스를
주인공으로 한 연극 ‘라이오스’인데요.

국립극단이 선보이는 ‘안트로폴리스’ 5부작 중
두 번째 이야기인 [안트로폴리스 2] ‘라이오스’
전혜진의 연기력을 온전히 느낄 수 있는 1인극인
이 작품, 과연 어땠을까요?

📌 [안트로폴리스 2] ‘라이오스’는?
독일 출신 극작가 롤란트 쉼멜페니히의 ‘안트로폴리스’ 5부작 중 2부에 해당하는 작품으로, 기존 그리스 비극에서 조연에 그쳤던 라이오스를 서사의 중심으로 옮겨왔습니다. 그동안 거의 다뤄지지 않았던 오이디푸스의 아버지, 라이오스가 테베의 왕위에 오르기까지의 이야기를 새롭게 재구성했죠.

✅ 쉽고, 친절하게 풀어낸 그리스 신화
그리스 신화를 잘 몰라 걱정된다고요?
“어머니, 아버지가 봐도 쉽게 이해될 수 
있으면 좋겠다”는 김수정 연출의 말처럼,
작품은 신화를 아주 친절하게 풀어냅니다.

극 중 해설자로 등장하는 전혜진은
신화 속 인물들의 관계와 테베 왕국의 역사를
간결하면서도 명확하게 정리하며 관객의 이해를 돕죠.
또한 오토바이, 영상 자료 등 현대적 요소를 작품 속에
끌고 온 점도 신화의 무게감을 덜어준답니다.

✅ 이거 우리 얘기잖아! 시대를 반영한 풍자
이번 작품의 또 다른 매력은 동시대성을 반영한 연출입니다.
시대를 초월해 반복되는 욕망과 권력의 비극을
지금의 언어로 풀어내며, 날카로운 풍자를 전하죠.
손바닥에 ‘왕’이라는 글자를 새겨 넣거나,
풍수지리를 이유로 무속인의 조언에 따라 거처를 옮기고,
‘계엄령’을 언급하는 장면들은 최근 밝혀진 여러 사건들을
떠오르게 하는데요. 덕분에 고대 신화 속 이야기가
결코 우리의 시대와 동떨어진 이야기가 아니라는 걸
실감하게 되죠.

✅ 이 모든 것을 가능하게 한 전혜진의 연기
전혜진은 때로는 나레이터로서 관객을 이끌고,
때로는 극 중 인물로서 몰입감 있게 연기하며,
무려 18명의 캐릭터를 자유자재로 오갑니다.
캐릭터마다 뚜렷한 개성과 리듬을 지녀
관객은 혼란 없이 각 인물의 감정에 집중할 수 있습니다.
특히 실시간 영상을 활용해
무대 뒤편 스크린 속 자신의 모습을 마주하며
세밀한 표정을 연기하는 장면은 압권이었죠.
1인극의 물리적·감정적 한계를 뛰어넘으며
무대를 완벽히 장악하는 그녀의 폭넓은 연기 스펙트럼!
극장에서 직접 만나보세요.

11.6-11.22, 국립극단 명동예술극장

#연극 #전혜진 #라이오스",UCFHitsIuJTAw0iWk1XVd-oA,위키더뮤지컬 Wiki the Musical ,2025-11-12T13:39:04Z,44,0.73,True,11637,149,5,https://www.youtube.com/watch?v=yP9b8xC2U4k,2070,248,PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,국립극단 [명동] 명동예술극장,2025-11-06,2025-11-22,,,
AzScUCBFOjE,251107 안트로폴리스2 라이오스 (전혜진),"2025.11.07［안트로폴리스Ⅱ］ 〈라이오스〉
국립극단 명동예술극장

전혜진",UCUZUhFTsH-xtILu1lUPQ5Cg,S,2025-11-08T03:49:22Z,40,0.67,True,60,0,0,https://www.youtube.com/watch?v=AzScUCBFOjE,565,1320,PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,국립극단 [명동] 명동예술극장,2025-11-06,2025-11-22,,,
wGSvvQCmJ9Y,251112 국립극단 안트로폴리스II 라이오스 커튼콜: 전혜진,"#연극 #국립극단 #안트로폴리스 II #라이오스 #전혜진 #커튼콜

장소 #명동예술극장
카메라 #GH7
렌즈: lumix 14-45mm
자리: 2열 (실1열)",UCsd-8m61G3P5MuCo49l84TA,Da ramzii,2025-11-12T12:48:00Z,54,0.9,True,142,5,0,https://www.youtube.com/watch?v=wGSvvQCmJ9Y,1950,1175,PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,국립극단 [명동] 명동예술극장,2025-11-06,2025-11-22,,,
upxEi8w4wcg,2025년 11월 15일(토) 국립극단 ［안트로폴리스ⅠI］〈라이오스〉커튼콜,"2025년, 명동예술극장에서 배우 전혜진은 오이디푸스의 아버지 ‘라이오스’의 이야기를 시작한다. 광기와 피로 얼룩진 디오니소스와 펜테우스, 리코스와 암피온의 시대를 지나 갑자기 왕이 없어진 테베. 테베의 시민들은 유일하게 살아남은 카드모스의 후손, 버려졌던 라이오스를 데려와 왕으로 즉위시키고 이오카스테와 결혼시킨다. ‘아들이 아버지를 죽일 것’이라는 예언에도 불구하고 아이를 갖게 된 라이오스와 이오카스테는 불안에 떨기 시작하는데... ‘오이디푸스’는 왜, 비극의 주인공이 된 것일까? #국립극단 #연극 #안트로폴리스 #라이오스 #롤란트쉼멜페니히 #명동예술극장 #Anthropolis #Laios #RolandSchimmelpfennig",UCb02SxEWa0jNX6sNpMMb-wA,포춘제이 FortuneJay,2025-11-15T09:20:43Z,38,0.63,True,26,1,0,https://www.youtube.com/watch?v=upxEi8w4wcg,195,237,PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,국립극단 [명동] 명동예술극장,2025-11-06,2025-11-22,,,
qFX_JhfxSo0,"""라이오스는 말하지 않았습니다. 라이오스는 그것들은 말하지 않았습니다."" #국립극단 #안트로폴리스II #라이오스 #전혜진 #커튼콜",,UCsd-8m61G3P5MuCo49l84TA,Da ramzii,2025-11-13T00:43:52Z,51,0.85,True,2350,20,0,https://www.youtube.com/watch?v=qFX_JhfxSo0,1950,1175,PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,국립극단 [명동] 명동예술극장,2025-11-06,2025-11-22,,,
X09X5VjanZ0,#연극안트로폴리스Ⅱ #라이오스 #연극안트로폴리스Ⅱ라이오스 #안트로폴리스Ⅱ #연극라이오스 #전혜진 #국립극단명동예술극장 #국립극단 #명동예술극장,,UC6_8FcuWvXfxpH0Y9mLbQLQ,j,2025-11-18T05:39:16Z,40,0.67,True,1269,5,0,https://www.youtube.com/watch?v=X09X5VjanZ0,1390,2342,PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,국립극단 [명동] 명동예술극장,2025-11-06,2025-11-22,,,
XOq6-Yeq7XQ,"""공연 중에 왜 앙코르?""…돌발 행동 '역대급 사태' #shorts","#앙코르 #커튼콜 #토스카

더 자세한 정보 보기 
https://news.sbs.co.kr/y/?id=N1007794627
 
#SBS뉴스 #8뉴스 

▶SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube 
▶SBS 뉴스 라이브 : https://n.sbs.co.kr/youtubeLive , https://n.sbs.co.kr/live 
▶SBS 뉴스 제보하기
홈페이지: https://n.sbs.co.kr/inform 
애플리케이션: 'SBS뉴스' 앱 설치하고 제보 - https://n.sbs.co.kr/App 
카카오톡: 'SBS뉴스'와 친구 맺고 채팅 - https://pf.kakao.com/_ewsdq/chat 
페이스북: 'SBS뉴스' 메시지 전송 - https://www.facebook.com/sbs8news 
이메일: sbs8news@sbs.co.kr 
문자: #6000 
전화: 02-2113-6000 

홈페이지: https://news.sbs.co.kr/ 
페이스북: https://www.facebook.com/sbs8news 
X(구:트위터): https://www.twitter.com/sbs8news
카카오톡: https://pf.kakao.com/_ewsdq
인스타그램: https://www.instagram.com/sbsnews

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",UCkinYTS9IHqOEwR1Sze2JTw,SBS 뉴스,2024-09-09T13:45:03Z,60,1.0,True,1238082,14422,982,https://www.youtube.com/watch?v=XOq6-Yeq7XQ,5240000,344838,PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,국립극단 [명동] 명동예술극장,2025-11-06,2025-11-22,,,
Jqt_2aJOjJg,연극 안트로폴리스 2부 라이오스 전혜진 커튼콜 251110  명동예술극장,,UCTV6BtXGt4BA2uNyfGAOZEg,sunlion8,2025-11-10T22:36:53Z,49,0.82,True,91,2,0,https://www.youtube.com/watch?v=Jqt_2aJOjJg,156,691,PF274915,"국립극단, 안트로폴리스 Ⅱ: 라이오스",연극,국립극단 [명동] 명동예술극장,2025-11-06,2025-11-22,,,
