video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes,date_signal,venue_signal,hashtag_categories,is_condensed_official,explicit_title_quote_match,signal_score,suggested_status,flag_reason
lPo5oZLrxN4,포켓몬식 설명으로 애니 캐릭터 맞추기,"아니 근데 나는 1등에게 선생님이라고 불렸으니까 그걸로 만족해!

콘텐츠 준비해주신 아무탈님 같이 진행해주신
통깡이님, 왈도쿤님, 앵보님, 여까님, 이보늬님 감사합니다!

편집 : 난이
썸네일 : 우산

로제타 채널 멤버십 가입하여 혜택을 누려보세요.
https://www.youtube.com/channel/UCwFBKqPIXtloEldc4G-P_uQ/join

･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･

치지직 💚https://chzzk.naver.com/faf9cdd37e2ce5e2af6944dbf42739a9
유튜브❤️ https://youtube.com/@R.Rosetta
다시보기🧡https://youtube.com/@R.Rosetta_FULL
틱톡🩷https://www.tiktok.com/@r.rosetta
트위터🖤https://x.com/R_Rosetta_
⛪로제타 게시판 https://bbs.ruliweb.com/userboard/board/700351

･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･

#로제타 #아무탈 #왈도쿤 #여까 #이보늬 #앵보 #통깡이",UCwFBKqPIXtloEldc4G-P_uQ,R.로제타,2026-07-05T03:00:08Z,548,9.13,False,3479,186,17,https://www.youtube.com/watch?v=lPo5oZLrxN4,48500,792,PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
0ZvfGQVCDjk,[트릭컬 리바이브] 사제님의 좋은 냄새가 느껴져요 소리없는 기도자의 사정,"오랜만에 예전 수녀복으로 왔지롱

･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･

방송 일자 : 20260702
트릭컬 신규테극의 업데이트!!!와 사복스!! 와 리듬천국!!!

치지직💚 https://chzzk.naver.com/faf9cdd37e2ce5e2af6944dbf42739a9
유튜브❤️ https://www.youtube.com/@R.Rosetta
다시보기🩷 https://www.youtube.com/@R.Rosetta_FULL
틱톡🩷https://www.tiktok.com/@r.rosetta
트위터(X)🖤 https://x.com/R_Rosetta_

･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･

#로제타 #Rosetta #라이브루리 #루리웹 #버튜버",UCFD58WwX_J3D3nEfBMIdDUA,로제타 다시보기,2026-07-04T02:14:03Z,5621,93.68,False,8573,175,31,https://www.youtube.com/watch?v=0ZvfGQVCDjk,9440,1267,PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
OanjrupYLwc,[트릭컬 리바이브] 은석공!!!은 어찌되는가!!! 시즌3 챕터5 하편,"비비야!!!!!! 은석!!!!공!!!!!!!!!!

･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･

방송 일자 : 20260611
트릭컬 메인스! 업뎃!! 시즌3 챕터5 하편

치지직💚 https://chzzk.naver.com/faf9cdd37e2ce5e2af6944dbf42739a9
유튜브❤️ https://www.youtube.com/@R.Rosetta
다시보기🩷 https://www.youtube.com/@R.Rosetta_FULL
틱톡🩷https://www.tiktok.com/@r.rosetta
트위터(X)🖤 https://x.com/R_Rosetta_

･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･

#로제타 #Rosetta #라이브루리 #루리웹 #버튜버",UCFD58WwX_J3D3nEfBMIdDUA,로제타 다시보기,2026-06-12T04:55:38Z,4590,76.5,False,6951,158,34,https://www.youtube.com/watch?v=OanjrupYLwc,9440,1267,PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
9XWAPpMFbhY,로제타님의 림버스 초청강사가 됐다 ?!┃Limbus Company,"매너있는 채팅 부탁드립니다.

#림버스컴퍼니 #limbuscompany
스환 라이브 방송입니다",UC9Cb26wfJA869jlg6Bh8kWQ,스환 Ch. Project Moon,2026-05-10T09:46:02Z,19361,322.68,False,29831,301,5,https://www.youtube.com/watch?v=9XWAPpMFbhY,43700,1014,PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
k1J3sv8heIE,[R 로제타] 지뢰계 룩 해놓고 휠씬 착실한 애,"#로제타 #라이브루리 #vtuber #키리누키 #트릭컬 #Trickcal #키샤

[로제타]

치지직:https://chzzk.naver.com/faf9cdd37e2ce5e2af6944dbf42739a9

유튜브:https://www.youtube.com/@R.Rosetta

트위터:https://x.com/R_Rosetta_

원본:https://www.youtube.com/watch?v=budiNnRCwYM",UCG2G4K-z5v2FEkdDqneiIGw,아키라스,2026-06-09T11:13:26Z,28,0.47,True,2370,72,2,https://www.youtube.com/watch?v=k1J3sv8heIE,554,172,PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,,,,none,none,0,False,True,2,no_strong_signal,작품명이 따옴표/괄호로 명시적으로 인용됨
1PRg2eLFG7I,라떼아트 챔피언의 로제타 루틴 #바리스타 #라떼아트 #로제타,"라떼아트 챔피언 원웨이 엘리 이지유 바리스타의 라떼아트 로제타 그리는 꿀팁을 공개합니다 :-)

Contact:
instagram: https://www.instagram.com/ahnstar_/
email: pd@unspecialty.com
-------------------------------------------------------------------------------
COPYRIGHT ⓒ COSHARE ALL RIGHTS RESERVED.
저작자와의 협의 및 동의가 없는 영상의 사용을 금합니다.
-------------------------------------------------------------------------------",UC5Oq6jxwXcIHMAnKvOluWcg,안스타,2023-09-19T14:36:42Z,60,1.0,True,55738,903,10,https://www.youtube.com/watch?v=1PRg2eLFG7I,267000,1306,PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
jsHbdnDxlDs,왕초보 라떼아트 로제타 만들기🍃.                         #라떼아트 #로제타 #라떼 #브이로그 #카페 #라떼는말이야,,UCKHiCYNx3K8-ylF0i5rdugg,오늘의 커피,2024-03-20T08:08:18Z,30,0.5,True,5431,50,0,https://www.youtube.com/watch?v=jsHbdnDxlDs,17,25,PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,,,,none,none,0,False,False,-3,delete_candidate,무관 해시태그 발견
hfZQGBqnTPM,초보자들도 쉽게 할수 있는 라떼아트(로제타) 만들기 #홈카페#라떼아트#로제타,"'시그니처블랜딩'으로 만든 라떼아트(로제타) 만들기 입니다.

저희 헤드로스터님의 죽지 않는(?) 라떼아트 (로제타) 만들기 실력을 뽐내 보았습니다.ㅎㅎ

라떼아트 하시는 초보자님들은 꼭 참고해보세요!",UCbuPaw-kZBE0myETyXHM5lA,카페사장 박씨,2025-09-29T02:05:09Z,36,0.6,True,5192,28,2,https://www.youtube.com/watch?v=hfZQGBqnTPM,143,116,PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
8kvcpZTvn-Y,[리듬 천국 미라클 스타즈] #2 정식 출시 이후 첫 플레이!,"흐악 어려워~~!!!!

･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･

방송 일자 : 20260702
트릭컬 신규테극의 업데이트!!!와 사복스!! 와 리듬천국!!!

치지직💚 https://chzzk.naver.com/faf9cdd37e2ce5e2af6944dbf42739a9
유튜브❤️ https://www.youtube.com/@R.Rosetta
다시보기🩷 https://www.youtube.com/@R.Rosetta_FULL
틱톡🩷https://www.tiktok.com/@r.rosetta
트위터(X)🖤 https://x.com/R_Rosetta_

･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･

#로제타 #Rosetta #라이브루리 #루리웹 #버튜버",UCFD58WwX_J3D3nEfBMIdDUA,로제타 다시보기,2026-07-06T03:00:10Z,5921,98.68,False,341,25,4,https://www.youtube.com/watch?v=8kvcpZTvn-Y,9440,1267,PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
4yAGlZGskdM,[트릭컬 리바이브] 실키아 저는 한 번에 2개 뽑아요,"ㅋㅋ~

･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･

방송 일자 : 20260702
리듬 천국 미라클 스타즈!! 하다가 분에 못이기면 포코피아로 도망 예정

치지직💚 https://chzzk.naver.com/faf9cdd37e2ce5e2af6944dbf42739a9
유튜브❤️ https://www.youtube.com/@R.Rosetta
다시보기🩷 https://www.youtube.com/@R.Rosetta_FULL
틱톡🩷https://www.tiktok.com/@r.rosetta
트위터(X)🖤 https://x.com/R_Rosetta_

･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･✞･･*･･

#로제타 #Rosetta #라이브루리 #루리웹 #버튜버",UCFD58WwX_J3D3nEfBMIdDUA,로제타 다시보기,2026-07-04T22:00:18Z,2463,41.05,False,773,30,16,https://www.youtube.com/watch?v=4yAGlZGskdM,9440,1267,PF270404,로제타,연극,국립극단 [명동] 명동예술극장,2025-08-23,2025-08-31,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
