video_id,video_title,description,channel_id,channel_name,channel_subscriber_count,channel_video_count,published_at,duration_sec,video_format,view_count,like_count,comment_count,video_url,matched_perf_id,matched_title,matched_genre,season_match,substring_hit,quote_hit,venue_match,date_match
eOJyrIPVFdw,[Recap Video] SM CLASSICS LIVE 2025 with 서울시립교향악단,Recap Video] SM CLASSICS LIVE 2025 with 서울시립교향악단 지난 2월 14~15일 예술의 전당과 롯데콘서트홀에서 진행한 SM ...,UCDsha_Ik4_D4bidwJkTrWjg,SM Classics,18900,57,2025-04-18T03:00:46Z,278,general,45826,4320,43,https://www.youtube.com/watch?v=eOJyrIPVFdw,PF257789,SM CLASSICS LIVE with 서울시립교향악단 [롯데콘서트홀],서양음악(클래식),other_season,True,False,True,True
uoAPI0c5OVc,"[🧷30 Seconds to Classic] ‘When this rain stops (Orchestra Ver.)’ with 서울시립교향악단, WENDY #shorts","30 Seconds to Classic] 'When this rain stops (Orchestra Ver.)' from SM CLASSICS LIVE 2025 with 서울시립교향악단, WENDY ...",UCDsha_Ik4_D4bidwJkTrWjg,SM Classics,18900,57,2025-03-25T09:02:00Z,33,shorts,6887,419,8,https://www.youtube.com/watch?v=uoAPI0c5OVc,PF257789,SM CLASSICS LIVE with 서울시립교향악단 [롯데콘서트홀],서양음악(클래식),other_season,True,False,False,True
uyf3zOSkM5c,사자보이즈가 K-무용 만난 너낌으로 낉여왔습니다 | &#39;사자의 서&#39; 하이라이트,"케데헌 사자보이즈가 K-무용을 만나면 이런 너낌이려나? '사자의 서'다 팝   국립무용단이 낉여주는 삶과 죽음에 대한 사유, '사자의 ...",UC3lVzrafVONyPmQTAjfOFFQ,성남문화재단,11000,1075,2025-07-18T05:00:53Z,128,general,3745,47,1,https://www.youtube.com/watch?v=uyf3zOSkM5c,PF269806,"국립무용단, 사자의 서 [밀양]",무용(서양/한국무용),other_season,True,True,False,True
1pJjU8AHqIA,"National Dance Company of Korea &#39;Book of the Dead&#39;, Seoul #사자의서 #국립무용단",,UCYaQkEXsMyTxfk-O-SQAvsQ,AgnesHSK,55,91,2025-09-18T14:34:09Z,30,shorts,434,3,0,https://www.youtube.com/watch?v=1pJjU8AHqIA,PF269545,"국립무용단, 사자의 서 [서울]",무용(서양/한국무용),current_season,True,False,False,True
4K_rP6NPHj8,#사자의서 #국립극장달오름극장 #국립무용단 #사자의서커튼콜 #사자의서리뷰 #이태웅 #조용진 #송지영 #박소영,,UCPLWNT5Y1J-UjUt1lfzw8Aw,문화라면,13,45,2025-09-17T17:07:44Z,85,general,65,2,0,https://www.youtube.com/watch?v=4K_rP6NPHj8,PF269545,"국립무용단, 사자의 서 [서울]",무용(서양/한국무용),current_season,True,False,True,True
cU4nztzIIsU,국립무용단 사자의 서 커튼콜 250919  국립극장 해오름극장,,UCTV6BtXGt4BA2uNyfGAOZEg,sunlion8,158,698,2025-09-20T09:35:53Z,214,general,575,1,0,https://www.youtube.com/watch?v=cU4nztzIIsU,PF269545,"국립무용단, 사자의 서 [서울]",무용(서양/한국무용),other_season,True,False,True,True
0lxgRzwlxnQ,"[250917] 국립무용단 “사자의 서” 커튼콜 (조용진, 이태웅, 박소영, 송지영 무용수)",,UCge76V8ZsAHpTMwqXa9uB5g,딩딩,4,18,2025-09-18T03:06:59Z,169,general,118,2,0,https://www.youtube.com/watch?v=0lxgRzwlxnQ,PF269545,"국립무용단, 사자의 서 [서울]",무용(서양/한국무용),current_season,True,True,False,True
Hc1KnzQFoqo,250830 성남 사자의서 커튼콜 (조용진 무용수 focus),2025.08.30 성남아트리움 국립무용단 사자의서 커튼콜 무용수 조용진 F.,UCPJX0THyRJoY7X92flL5BRg,dosae,3380,210,2025-08-31T03:57:56Z,110,general,1426,,0,https://www.youtube.com/watch?v=Hc1KnzQFoqo,PF268355,"국립무용단, 사자의 서 [성남]",무용(서양/한국무용),other_season,True,False,True,True
wh9HFDfh_JQ,국립무용단 사자의 서 커튼콜,2024년 4월 27일 오후 4시 19분 국립극장.,UCh2rJXKdIxsCH31V_aEFxFQ,비타민,5,97,2024-04-30T15:59:10Z,143,general,2864,32,4,https://www.youtube.com/watch?v=wh9HFDfh_JQ,PF269545,"국립무용단, 사자의 서 [서울]",무용(서양/한국무용),unknown,True,False,True,False
QbbaFdZ-EmQ,[4K] 250627 라흐 헤스트 안양 커튼콜 (김이후 focus),"250627 #라흐헤스트 안양 커튼콜 #김이후 배우님 직캠입니다. [향안 역 / 최수진 배우님, 환기 역 / 박영수 배우님, 동림 역 / 김이후 ...",UC55S_iqQFo89B3OLx61mu5g,컷콜 찍는 먼지,232,989,2025-06-27T14:59:06Z,71,general,12,3,0,https://www.youtube.com/watch?v=QbbaFdZ-EmQ,PF265466,라흐 헤스트 [안양],뮤지컬,current_season,True,False,False,True
