video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes,date_signal,venue_signal,hashtag_categories,is_condensed_official,explicit_title_quote_match,signal_score,suggested_status,flag_reason
3lkXdnjEY20,2023창원특례시 신년 인사회-오연지향(五緣之響)_이매방류 오고무,"1. 공연개요
❍ 공연일시 : 2023. 1. 10(화)  15시00분     
❍ 공연장소 : 그랜드 머큐어 앰배서더 창원
2. 작품내용 : 
❍오연지향(五緣之響)_이매방류 오고무
 – 재구성 ∙ 안무 : 오상아–
가치· 비전 공유와 문화 그리고 소통
다섯 빛깔 인연을 오북의 울림으로 길어 올리니 
오연지향의 춤마디는 2023년 계묘년(癸卯年)
문화의 향기로 새로운 창원특례시의 희망을 이야기 한다.",UCd6crvtNGmXMCFAD2ACxfpA,창원시립예술단,2023-02-08T03:28:27Z,178,2.97,False,353,1,0,https://www.youtube.com/watch?v=3lkXdnjEY20,1470,174,PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
MT7GrAr7Ma4,멋진인생/안무/어울림장구  최연옥 원장님 외,,UCjaC_xOkwBKzecNKucQ55vQ,창원마산넝쿨소리밴드 예술단,2023-09-15T00:55:59Z,181,3.02,False,89,1,0,https://www.youtube.com/watch?v=MT7GrAr7Ma4,1830,2491,PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
MJvaAoKHWhw,[사상뉴스] 사상구 소년소녀합창단 가을 미니콘서트 & 나눔장터 행사,"🎵사상구 소년소녀합창단 가을 미니콘서트 & 나눔장터 행사
2022. 11. 12.(토) 10:00 ~13:00 사상구 다누림센터

지난 11월 12일 다누림센터 잔디마당에서는 사상구의 대표 문화사절단으로 활동하고 있는 사상구 소년소녀합창단의 ""가을 미니콘서트와 나눔장터"" 행사가 열렸습니다.

소년소녀합창단원 및 지도선생님, 자모회가 정성껏 준비한 이날 행사는 소년소녀합창단과 창원시립합창단원의 공연과 자모회에서 준비한 나눔장터와 먹거리 부스, 페이스페인팅과 풍선아트 등의 체험부스가 마련되어 공연을 찾은 주민들에게 풍성한 볼거리와 즐길거리를 제공하였습니다.

이 날 알뜰나눔장터와 먹거리 부스를 통해 얻은 수익금 70만원은 연말 이웃돕기 성금으로 전액 기부 될 예정입니다.",UCJpkvB0ZzjigW40Os0KlW8w,사상구TV,2022-11-16T07:45:54Z,135,2.25,False,461,30,1,https://www.youtube.com/watch?v=MJvaAoKHWhw,2510,589,PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
hOzVSNY6edk,삼다도소식'(황금심 원곡)'꽃과나비(방주연 원곡) 가수 이보화,,UCKmpgSZSrVkRckGttTx_g4A,밀라노TV,2022-07-09T16:11:52Z,316,5.27,False,321,9,5,https://www.youtube.com/watch?v=hOzVSNY6edk,7070,10396,PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
KQ81v6r5suc,♬디스코메들리♬춤추며노래합창☆찰리^허숙^임찬미^최유진^고은영^최희선^임봉☆초안산 어르신 문화센터*청춘만세☆,2019.11.6,UCNf99LJDiSgonFfkDFQO-XQ,임봉수~트로트TV♡(방황하지마)임봉,2018-11-06T19:10:49Z,234,3.9,False,215,7,1,https://www.youtube.com/watch?v=KQ81v6r5suc,18100,26708,PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,,,,mismatch,none,0,False,False,-2,delete_candidate,날짜 불일치(다른 회차 가능성)
5x_aUoo0WXU,포항문화예술단 특별공연,"사)포항문화예술협회
포항문화예술단
어버이날 효잔치
가수 김정희

#사단법인포항문화예술협회
#포항문화예술단
#어버이날 #효잔치
#김정희",UCWfz6_9rgU3oqkePRxWNsBg,포항문화예술TV,2023-05-08T13:26:27Z,330,5.5,False,761,11,0,https://www.youtube.com/watch?v=5x_aUoo0WXU,956,380,PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
L-lfVivO0vQ,김나영과 최춘식 듀오 연주회 G. Verdi. Rigolett 중 Caro Nome. 김나영,"문화공간 봄(부산대 후문 신한은행 사거리 카페봄), 문의전화 051-714-6909


소프라노 김나영

부산예고, 고신대학교 교회 음악과 및 동대학원 졸업. 오스트리아 빈국립음대 Master class Diploma. 스페인 Alicnte Festival 초청 오페라 '마적' 출연. 이태리 Milano Arsago Festival 초청연주 및 Opera in canto Diploma.
오페라 마적, 비밀결혼, 윤흥신, 로미오와 줄리엣 주역출연. 오페라 음악극 윤동주, 이화이야기 주역출연. 헨델 메시아, 모차르트 대관식미사, 브람스 도이치레퀴엠, 멘델스존 엘리야 솔리스트 협연. 우크라이나 국립 프로코피에프 필하모니 오케스트라 협연 및 진주, 창원시립국악관현악단 협연. 부산 음협주최 신인음악회 출연. MBC 목요음악회, 울산 UBC방송음악회 뒤란 출연. 동의대학교 연재교육원 외래교수역임. 현) 부산시립합창단 소프라노 수석


테너 최춘식

고신대 교회음악과 졸업. 오페라 음악극 윤동주 주역. 뮤지컬 레미제라블 주역. 오페라 모세, 사랑의 원자탄 주역. 웅상여성합창단, 영보이스 남성중창단 지휘. 부산시립합창단 테너 수석


피아노 이경미

부산예고, 중앙대학교 음악대학 피아노과. 동의대학교 대학원 졸업(반주전공). 러시아 Novosivirsk 글린카음악원 Master class. 이태리 Roma A.D.E.M 아카데미 Diploma(반주전공). 독창회, 독주회, 창작곡, 예술가곡연주, 오페라, 오라토리오 등 다수의 연주회 출연. 동의대학교 출강. 부산예술 중,고등학교 출강. 현) 보이스싱어즈 남성앙상블, 동백합창단, 에버그린코러스, 글로리콰이어, 부산 여성연합합창단, J 콰이어반주, 부산시립합창단 상임반주자.



문화공간 봄
많은 이들은 부와 물질의 풍요가 행복의 조건이라고 생각하고 매진하고 있기도 합니다.
그러나 우리 모두는 허전해진다는 느낌을 부정할 수도 없는 것 같습니다.
이제는 정신의 빈곤을 채우는 작업이 필요하다는 생각입니다.
문화공간Bomm 에서는 인문학 강좌, 청소년 고전 아카데미, 음악콘서트, 영화상영, 미술전시 등 다양한 장르의 문화활동을 통해서 지역사회에 영혼을 살찌우는 따뜻한 공간을 제공하려고 합니다. 많은 이용 바랍니다.
감사합니다.

홈페이지: http://artbomm.co.kr/
페이스북: https://www.facebook.com/busanbomm/",UCX0dXOA-bNKAbRJos-8zYzg,문화공간봄,2022-07-03T03:05:09Z,328,5.47,False,366,3,0,https://www.youtube.com/watch?v=L-lfVivO0vQ,819,893,PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
Qw3d_YKwLvI,창원시립교향악단 연주회 커튼콜,"3월19일
창원시립교향악단
제332회 정기연주회 '불멸'
커튼콜 영상
아이폰 라이브포토사진을 편집하였습니다.",UCWgFDhLtpswkfIGyq3m5xKA,불혹의펄스 / Forty's Pulses,2021-03-30T03:33:27Z,197,3.28,False,64,0,0,https://www.youtube.com/watch?v=Qw3d_YKwLvI,260,316,PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
v8jNAXQsJbM,(9) 창원: 거장의 향기 [창원시립교향악단 제325회 정기연주회 리뷰],"페르마타의 전국 교향악단 순례기, 그 아홉 번째 이야기!

2020년 6월 25일, 창원시립교향악단의 제325회 정기연주회에 다녀왔습니다! 현대음악 작곡가 사뮤엘 바버의 '현을 위한 아다지오', 플루티스트 오신정과 하피스트 오상은이 협연하는 모차르트의 '플루트와 하프를 위한 협주곡', 그리고 반년 만에 다시 만나는 베토벤의 '교향곡 제7번'. 김대진 지휘자와 창원시립교향악단의 이번 연주회는 과연 어땠을지..?

#대한민국교향악순례 #창원시립교향악단 #성산아트홀 #김대진",UCmAtLbM85p2odmXa7cLivnw,클로그,2020-06-26T04:24:38Z,925,15.42,False,385,,1,https://www.youtube.com/watch?v=v8jNAXQsJbM,108,51,PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,,,,none,match,0,False,False,2,no_strong_signal,장소 일치
0nLR7zYo0yI,힘내라 창원! 희망 클래식 Ⅰ 2부,"창원시립예술단 온라인콘서트 ‘아트온’

""창원시립교향악단 힘내라 창원! 희망클래식Ⅰ"" 2부 

코로나19 극복을 위해 창원시립교향악단이 사회적 거리두기를 실천 중이신
관객들을 위해 공연영상으로 여러분의 곁에 창원시립교향악단이 찾아갑니다.

사회자_권아름(창원시립교향악단 단원)   /   피아노(객원)  박민경

Brass Quintet with percussion 
1stTrumpet 주현 2ndTrumpet 박선종 F.Horn 유경훈 Trombone 이정은
Tuba 조진혁 percussion 박은주

Wojciech Kilar _ Exodus                    영화 “영광의 탈출”
Claude Ciari _ La Playa                      영화 “밤안개속의 데이트” 
Marc Shaiman _ I will follow him     영화 “씨스터 엑트”  
Paul Mauriat _ El Bimbo                     영화 “진주 목걸이”",UCd6crvtNGmXMCFAD2ACxfpA,창원시립예술단,2020-04-14T09:00:00Z,646,10.77,False,1389,61,2,https://www.youtube.com/watch?v=0nLR7zYo0yI,1470,174,PF278769,창원시립예술단 송년음악회,서양음악(클래식),성산아트홀 대극장,2025-12-23,2025-12-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
