video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes,date_signal,venue_signal,hashtag_categories,is_condensed_official,explicit_title_quote_match,signal_score,suggested_status,flag_reason
pvYUjcqFwJw,"뮤지컬 벤허 20170913 커튼콜_박은태, 민우혁, 안시하, 이희정, 서지영, 김성기, 이정수","박은태, 민우혁, 안시하, 이희정, 서지영, 김성기, 이정수, 선한국, 곽나윤, 이지훈
충무아트센터 대극장",UCLUkyoZqtxauyGasOvwTssg,이것저것커튼콜,2017-09-13T21:05:12Z,405,6.75,False,25797,303,7,https://www.youtube.com/watch?v=pvYUjcqFwJw,1190,1087,PF243856,BIFAN 전야제 영화음악 콘서트,서양음악(클래식),부천아트센터 콘서트홀,2024-07-03,2024-07-03,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
bjpK-LxHhAw,뮤지컬 벤허 커튼콜 박은태 ‘살아있으니까’,2023.10.14. 14:00 공연,UC5u9zdwzn9xTzDc9Fgt0okQ,커튼콜러,2023-10-14T08:23:59Z,51,0.85,True,57880,2710,22,https://www.youtube.com/watch?v=bjpK-LxHhAw,1430,404,PF243856,BIFAN 전야제 영화음악 콘서트,서양음악(클래식),부천아트센터 콘서트홀,2024-07-03,2024-07-03,,,,mismatch,none,0,False,False,-2,delete_candidate,날짜 불일치(다른 회차 가능성)
ldR1PEL-qs8,231013 뮤지컬 벤허 커튼콜 규현,,UC4TM4UYK2wTNnZvz4fbrVxg,혼자보는계정,2025-06-20T18:49:27Z,120,2.0,False,1446,8,0,https://www.youtube.com/watch?v=ldR1PEL-qs8,29,20,PF243856,BIFAN 전야제 영화음악 콘서트,서양음악(클래식),부천아트센터 콘서트홀,2024-07-03,2024-07-03,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
Ug-VCX57XJc,231011 밤 뮤지컬 벤허 커튼콜 이정화 그리운 땅,"231011 밤 뮤지컬 벤허 커튼콜

에스더 : #이정화",UCHWkVpFDlHaeVF9WE8aQa2w,플링,2023-10-12T02:42:02Z,60,1.0,True,2650,63,3,https://www.youtube.com/watch?v=Ug-VCX57XJc,235,274,PF243856,BIFAN 전야제 영화음악 콘서트,서양음악(클래식),부천아트센터 콘서트홀,2024-07-03,2024-07-03,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
a2cuYkhujYQ,아가미로 호흡하는 뮤지컬 배우 #벤허 #박민성,,UCvWNnQw2EIjEGVwEkjVtP_g,박민성 아카이브,2023-09-10T10:43:56Z,33,0.55,True,69232,2539,35,https://www.youtube.com/watch?v=a2cuYkhujYQ,754,75,PF243856,BIFAN 전야제 영화음악 콘서트,서양음악(클래식),부천아트센터 콘서트홀,2024-07-03,2024-07-03,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
o5bB-fClucI,"[4K] 231014 밤 뮤지컬 '벤허' :: 커튼콜 :: 신성록, 박민성, 최지혜 배우님 외","231014 밤
:: 뮤지컬 '벤허' 커튼콜
:: 신성록, 박민성, 최지혜, 홍경수, 한지연, 문은수, 이희정, 김대종, 조용휘 배우님 외

#벤허 #커튼콜 #박민성 #신성록 #최지혜",UCKJk3O5hU-2Vz3YNKn462RQ,백야白夜::,2023-10-14T13:57:10Z,359,5.98,False,9722,162,13,https://www.youtube.com/watch?v=o5bB-fClucI,591,121,PF243856,BIFAN 전야제 영화음악 콘서트,서양음악(클래식),부천아트센터 콘서트홀,2024-07-03,2024-07-03,,,,none,none,1,False,False,1,no_strong_signal,신호 없음
D4hK5zt_6ak,"(2019.08.16) 뮤지컬 벤허 커튼콜(카이,박민성,김지우)","뮤지컬 벤허 커튼콜
커튼콜데이(8.13 ~ 8.23)
카이,박민성,김지우",UCrtwCNdsyB-mDxcpQ0STIkA,bluechat,2019-08-16T15:27:08Z,389,6.48,False,15630,184,12,https://www.youtube.com/watch?v=D4hK5zt_6ak,1520,611,PF243856,BIFAN 전야제 영화음악 콘서트,서양음악(클래식),부천아트센터 콘서트홀,2024-07-03,2024-07-03,,,,mismatch,none,0,False,False,-2,delete_candidate,날짜 불일치(다른 회차 가능성)
VUhEKhYzEsg,F.Liszt | Piano Concerto No.2 S.125 | 리스트 | 피아노 협주곡 제2번,"✅ 연주 정보

 ▶ 연주자
     지휘 Conductor | 이택주 Lee, Taik joo
     연주 Players | KT챔버오케스트라 KT Chamber Orchestra 
     피아노 Piano | 방아람 Bang, A ram      
▶ 프로그램
      F.Liszt | Piano Concerto No.2 S.125      
     리스트 | 피아노 협주곡 제2번

✅ 구독 | 좋아요 | 알림  설정하시면 
       모든 최신 클래식 공연을 즐기실 수 있습니다!

✅ 24시간 클래식 공연 라이브
      Classic itself! ❤ ARTE TV!
      클래식 음악은 '아르떼 티비'에서!

✅ ARTE TV | SNS 채널 안내
👉 Homepage 홈페이지 (ON-AIR 방송 편성 시간표 게시)
      http://www.arte.co.kr/
👉 News & Magazine 뉴스 앤 매거진 
      http://www.artenews.co.kr/
👉 YOUTUBE 유튜브 
      https://www.youtube.com/user/TheArteTV
👉 NaverTV 네이버TV
      https://tv.naver.com/artetv
👉 Instargram 인스타그램
      https://instagram.com/ch.artetv
👉 Facebook 페이스북
      https://www.facebook.com/arte.co.kr/

✅  ARTE TV는 전국 8백만 가구를 대상으로 다양한 문화 예술 콘텐츠를 방송하고 있습니다. 많은 관심과 시청 바랍니다.

👉 TV 채널 번호  
       Sky life(Ch143)
       KT ollehTV(Ch140) 
       SK Btv(Ch234) 
       LG U+TV(Ch230)
       CJ 헬로비전(Ch180)
       D' live(Ch140)
       T broad(Ch236)
       HCN(Ch226)
       CMB(대전 59-2) 외

✅ ARTE TV는 사업, 공연, 전시, 콘텐츠, 온라인, 모바일 등 외부 단체와 다양한 형태의 제휴가 가능합니다. 연주 단체나 아티스트가 본인의 공연을 방송하시기 희망하시는 경우, 아르떼 홀에서 직접 공연하거나 외부 공연을 중계차로 녹화 또는 생중계 방송으로 제작하여 송출해드립니다.

👉 Contact us  |  출연 및 제작 제휴 문의 방법
      T : +82 2-849-3366 (Seoul, Korea) 
      E : hi@arte.co.kr",UCPglj7zGwmOlH8_31Tpgh8Q,한경arteTV,2022-02-08T04:55:27Z,1272,21.2,False,796,8,0,https://www.youtube.com/watch?v=VUhEKhYzEsg,116000,3896,PF232020,"부천필하모닉오케스트라, 홍석원과 브루크너",서양음악(클래식),부천아트센터 콘서트홀,2024-02-28,2024-02-28,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
YuE7_Vzl4LQ,"[Mission] 17. Vc. 김민재, 한예은 - 나의 갈길 다 가도록&지금까지 지내온 것","이 백성은 내가 나를 위하여 지었나니 나의 찬송을 부르게 하려 함이니라 (사 43:21)

매주 토요일 저녁 7시에 찬양이 업로드됩니다. 
👉구독과 좋아요👍는 ❤️입니다. 🥰

♪ 드로잉더뮤직 홈페이지  
    https://www.drawingthemusic.com
♪ 드로잉더뮤직 페이스북페이지 
    https://www.facebook.com/drawingthemusiccompany/


📮 연주 / 기획 / 교육 문의  010.8304.4518 
                                 drawingthemusic@naver.com

♥ 드로잉더뮤직 후원하기 
     기업은행 665-041660-04-019 드로잉더뮤직
     (후원금은 새로운 컨텐츠 개발 및 다음 영상 제작에 사용됩니다.)

Vc. 김민재 
-성정 콩쿨 초등부 1등
-SCC 챔버 소사이어티 협연
-The 6th Edition of the New York Artists International 3rd-4th Grade 부문 1st
-카네기홀 연주
-금호영재 연주
-제 2회 서울 챔버 오케스트라 콩쿨 첼로 부문 전체 1등
-야니그로 국제 콩쿨 카테고리2 1등
- 예원학교 1학년

Vc. 한예은
-한음음악콩쿨 3위
-CBS 전국 청소년 음악콩쿨 1위 없는 2위
-음악교육신문사 콩쿨 1위
-SCC 제 2회 협주곡의 밤 협연
-예원학교 1학년

Pf. 박영성
-포항예고 졸업
-한국예술종합학교 음악원 예술사 졸업
-동아음악콩쿠르 2위, 한국쇼팽콩쿠르 1위, 16th International Chopin Piano Competition in Asia Concerto Award Gold Prize, Aachen Mozart international piano competition 1위, 중앙음악콩쿠르 2위, KBS. KEPCO (구 신인음악콩쿠르) 1위, 성정음악콩쿠르 대상, TBC 음악콩쿠르 대상, 한국일보음악콩쿠르 1위
-KBS교향악단, 수원시립교향악단, 프라임필하모닉 오케스트라, KNUA 심포니오케스트라와 협연
-금호 영아티스트, 한국예술종합학교 피아노시리즈, 중남미한국문화원초청 독주회, 오사카 한국문화원초청 실내악연주, 독일 한국음악제초청 실내악연주, 라이프치히 아카데미 장학생 등으로 참가
-국민은행 장학금, 문화체육관광부 장학금 등의 장학생으로 선발
-현재 한국예술종합학교 음악원 예술전문사 독주자과정 재학중
-사사 : 김대진, 손은정, 임종필,신민자",UC7p7_3pqikBV2Z2BIr9qOtw,드뮤tv,2021-02-27T10:06:13Z,338,5.63,False,1633,34,5,https://www.youtube.com/watch?v=YuE7_Vzl4LQ,4150,408,PF263523,제58회 대구시립교향악단 청소년 협주곡의 밤: 영 아티스트 콘서트,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-05-30,2025-05-30,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
YhR7KD9tizc,2023 POWERFUL DAEGU Dongseong-ro FESTIVAL 대구시립무용단,,UCnjPZu2p7zseuvSMc4nNu0Q,Forestree,2023-05-16T13:38:51Z,171,2.85,False,313,5,0,https://www.youtube.com/watch?v=YhR7KD9tizc,115,32,PF272008,"국립현대무용단, 정글 [경주]",무용(서양/한국무용),경주예술의전당 대공연장(화랑홀),2025-10-01,2025-10-01,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
