video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes,date_signal,venue_signal,hashtag_categories,is_condensed_official,explicit_title_quote_match,signal_score,suggested_status,flag_reason
5zhugc2bHvA,[청주시립합창단] Shout Glory / Byron J. Smith,"청주시립합창단 제124회 기획 공연
'가족사랑 음악회'

▷일시 : 2022. 5. 12.(목) 저녁 7시 30분
▷장소 : 청주예술의전당 대공연장
▷출연 : 차영회 예술감독 겸 상임지휘자, 청주시립합창단
▶협연 : 색소폰_구민상, 타악_쿰바야
▶곡명 : Shout Glory / Byron J. Smith
              곡중 Solo. 알토_유정아
              
                                

#청주시립합창단 #지휘차영회 #차영회예술감독겸상임지휘자 #가족사랑음악회 #가족의달 #기획공연 #합창 #알토유정아 #색소폰 #색소폰구민상 #타악 #쿰바야 #CheongjuCityChoir #ArtisticDirector #Cha_Yeong_Hoi",UCpyaM8woA6_i9OLMFVsO-fw,청주시립예술단,2022-06-20T05:16:27Z,196,3.27,False,1666,10,,https://www.youtube.com/watch?v=5zhugc2bHvA,3090,649,PF232772,제611회 부산시립교향악단 정기연주회,서양음악(클래식),부산문화회관 대극장,2024-06-21,2024-06-21,,,,none,none,1,False,False,1,no_strong_signal,신호 없음
Okt5xV2HZs0,요즘 굉장히 핫한 우리식 디저트 개성주악 맛집 #무안 #밤편지,,UCoprivzj95UrjdJEumn1M6g,1분 광주맛집,2023-08-11T08:22:02Z,32,0.53,True,11984,120,3,https://www.youtube.com/watch?v=Okt5xV2HZs0,96500,893,PF264964,달 샤베트 [무안],뮤지컬,무안승달문화예술회관 대공연장,2025-05-22,2025-05-22,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
waKOah68ls0,오늘은 개성주악 맛집을 다녀왔어요. #kfood #떡 #브이로그꿈나무 #kdessert  #개성주악 #주악 #윤종희전통떡방 #내돈내산 #후식 #,,UCLtQplzPct1Fm3qR5nBhH8g,오키쌤_옥떡하지Korean Dessert,2023-10-10T09:59:52Z,13,0.22,True,1124,15,2,https://www.youtube.com/watch?v=waKOah68ls0,981,67,PF264964,달 샤베트 [무안],뮤지컬,무안승달문화예술회관 대공연장,2025-05-22,2025-05-22,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
OvdWxphIKhM,가로수길 삼겹살 맛집 청년도야지 방문기 / Sinsa Station Garosu-gil Meat house,"가성비가 훌륭했던 청년도야지 방문기입니다
김치와 고기의 조합이 미쳤던곳 ㅜㅜ

#가로수길 #고깃집",UC8RRG9Rg7ygJDGB4tiHBZcQ,밥스 TV : Bob's TV,2020-01-21T23:00:04Z,185,3.08,False,134,0,0,https://www.youtube.com/watch?v=OvdWxphIKhM,581,73,PF264964,달 샤베트 [무안],뮤지컬,무안승달문화예술회관 대공연장,2025-05-22,2025-05-22,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
F7YxBZhKr7E,Sing creations music on - Stephen Paulus/ 고양시립소년소녀합창단,"Sing Creations Music On - Stephen Paulus 


Goyang Civic Children's Choir


Conductor Jinsoon Im
Accompanist Hyunjung Lee",UCgVElI3szq1Jdnp7I63mO_g,Conductor IM (Jinsoon Im),2020-07-15T03:00:05Z,195,3.25,False,669,14,0,https://www.youtube.com/watch?v=F7YxBZhKr7E,268,72,PF253615,제78회 고양시립합창단 정기연주회 [고양],서양음악(클래식),고양아람누리 아람음악당,2024-12-12,2024-12-12,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
9umZni-S_VM,"절체절명의 위기 상황엔 이 클래식! , 무명 작곡가의 인생 히트곡 #shorts","클래식 최고의 플레이!
KBS교향악단 공연 최고의 순간을 채널 구독으로 매주 쇼츠로 만나보세요!

카를 오르프 / 카르미나 부라나 풀버전 듣기 https://digitalkhall.kbssymphony.org/renew/concert/video_detail.html?NO=601

#카를 #오르프 #피곤하니까 

[KBS교향악단 제702회 정기연주회]

▶ 출연 : 요엘 레비(지휘), 강혜정(소프라노), 김세일(테너), 양준모(바리톤), 고양시립합창단, 의정부시립합창단, 서울모테트합창단

▶ 일시 및 장소 : 2016년 1월 21일(목) 20:00 / 예술의전당 콘서트홀

[KBSSO The 702nd Subscription Concert]

▶ Artists : Yoel Levi(Cond), Hye-Jung Kang(Soprano), Seil Kim(Tenor), Jun-Mo Yang(Baritone), Goyang Civic Choir, Uijeongbu Civic Choir, Seoul Motet Choir

▶ Date and Venue : Jan. 21st(Thu), 2016, 20:00 / Seoul Arts Center Concert Hall",UCUqNn2bpiOC6JPhMcf6wRYw,KBS교향악단,2023-02-28T10:02:24Z,51,0.85,True,56728,1134,17,https://www.youtube.com/watch?v=9umZni-S_VM,223000,659,PF253615,제78회 고양시립합창단 정기연주회 [고양],서양음악(클래식),고양아람누리 아람음악당,2024-12-12,2024-12-12,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
6iLAjsOzMmE,#cbs콰이어#정기연습#신입단원환영회#5월1주차,,UCTh8JLjDcFm45UEaKiTZTzg,cbschoir CBS콰이어,2023-05-05T06:22:01Z,53,0.88,True,1088,29,5,https://www.youtube.com/watch?v=6iLAjsOzMmE,374,188,PF253615,제78회 고양시립합창단 정기연주회 [고양],서양음악(클래식),고양아람누리 아람음악당,2024-12-12,2024-12-12,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
3gfqMYrVgOA,2022 삼성한우리합창단 제 17회 정기연주회 Stage 2,"삼성한우리합창단 제 17회 정기 연주회
일시 : 2022년 12월 10일 토요일
장소 : 삼성전자 인재개발원 콘서트홀

지휘 : 신승용
피아노 : 김유나
일렉톤 : 한윤미
퍼커션 : 이찬희
합창 : 삼성한우리합창단

1. 희망을 만드는 사람이 되라 - 정호승 시 / 조혜영 곡
2. 등대 - 이홍섭 시 / 정남규 곡 
3. 더불어 숲 - 류형선 글,곡 / 김준범 편곡
4. 강강술래 - 박수경 편곡",UCM6_46SWb_vjR0RFojfliJQ,삼성한우리합창단,2023-03-22T15:05:14Z,1346,22.43,False,867,18,1,https://www.youtube.com/watch?v=3gfqMYrVgOA,515,100,PF253615,제78회 고양시립합창단 정기연주회 [고양],서양음악(클래식),고양아람누리 아람음악당,2024-12-12,2024-12-12,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
WBlOvXx0TRA,"방구, 상젤리제 (안성시립소년소녀합창단 지휘.장인순 반주.염진경)","2023 한국소년소녀 여름합창제
일시 : 2023녀 8월7일-9일
장소 : 설악산 미리내 내설악캠프(은하수홀)
주최 : (사)한국소년소녀합창연합회
참가 : 마포구립소년소녀합창단, 구로구립소년소녀합창단. 의정부시립소년소녀합창단, 안성시립소년소녀합창단, 인천중구립어린이합창단, 포천시립소년소녀합창단",UClwh5un2nkP1vLs6oc9u20g,사단법인 한국소년소녀합창연합회,2023-08-16T02:30:47Z,450,7.5,False,616,3,0,https://www.youtube.com/watch?v=WBlOvXx0TRA,393,246,PF253615,제78회 고양시립합창단 정기연주회 [고양],서양음악(클래식),고양아람누리 아람음악당,2024-12-12,2024-12-12,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
WghYTdde0r8,[제78회 광복절 경축식] 신세계,"#광복절경축식 #신세계 #위자드콰이어
#광복절경축식#강릉세계합창대회#위자드콰이어#어린이합창단
#성악가김동규#소프라노한아름#클라시쿠스

2023.08.15 
제78회 광복절 경축식

성악가김동규 / 소프라노 한아름 / 클라시쿠스 / 위자드콰이어

[Wizard Chiildren's Choir]
공연문의 : 010-3927-3859
인스타그램 : @wizardchoir_official
홈페이지 : www.wizardchoir.com",UCQwbliW2ZNXR76t9dDXYsgQ,어린이합창단 위자드콰이어 ,2023-08-17T23:00:16Z,221,3.68,False,425,13,2,https://www.youtube.com/watch?v=WghYTdde0r8,473,86,PF253615,제78회 고양시립합창단 정기연주회 [고양],서양음악(클래식),고양아람누리 아람음악당,2024-12-12,2024-12-12,,,,mismatch,none,0,False,False,-2,delete_candidate,날짜 불일치(다른 회차 가능성)
