video_id,comment_id,author,text,like_count,published_at
5FYIvr1Tarw,UgxYA9p0B65JJoz5eMJ4AaABAg,@장데리샤,"최고~!!
멋짐~ 우리나라 전통은 무엇하나
버릴게 없음.(음식.예의.역사.정신세계)까지저는 70년생입니다
옛것 지킵시당~^^",31,2025-06-28T23:33:07Z
5FYIvr1Tarw,UgwHv9SVAe1bZLnt3NJ4AaABAg,@기분전환-h1n,대한국인인 것이 정말로 자랑스럽다.  이 땅에 태어나서 다행이다. 정말 감사하다.,14,2025-08-27T16:07:13Z
5FYIvr1Tarw,Ugy5sSbaj8c2DqxIvat4AaABAg,@김샬롯-h4d,너무 멋있습니다. 응원합니다.,16,2025-07-28T00:00:14Z
5FYIvr1Tarw,UgwD5Fj0Wx7EikpL_Bh4AaABAg,@user-fg4bs4jr4x진영카혼,최고네요🎉🎉❤❤,3,2026-02-09T08:48:42Z
5FYIvr1Tarw,Ugy0yt4APMXws6ePT0N4AaABAg,@가을이좋아-h1n,"춤이 품격이있어 너무 멋집니다
자랑스런 대한민국",3,2026-01-23T02:27:40Z
5FYIvr1Tarw,UgzLC2EtMcqMkNOwdA94AaABAg,@박영희-o7l,치마 색깔이 너무 좋음 감색 천연색?,20,2023-08-09T21:19:08Z
5FYIvr1Tarw,UgzbayNmdCn0C3jtcS94AaABAg,@이슬짠,부산에도 내려오면 좋겠습니다,8,2024-01-14T08:49:16Z
5FYIvr1Tarw,UgyXAH5gyeWxnIe9o9l4AaABAg,@DavidLee-hy6oe,대박 멋짐,4,2026-01-22T06:04:30Z
5FYIvr1Tarw,UgxUQy0ioRO-cQxYbG54AaABAg,@조땡-w6o,어제 보구 왔는데 진짜 멋지더라구요❤,35,2023-05-27T03:19:22Z
5FYIvr1Tarw,Ugw63UJgC1-ivUWaIsp4AaABAg,@사노라면-g1q,멋찝니다~🎉🎉🎉🎉🎉,11,2023-08-15T06:50:25Z
5FYIvr1Tarw,UgwZpK5zJb6x6EH9OPN4AaABAg,@Shalalala-e7e,"너무 멋있다 
근데 안무를 칼처럼 맞게 맞추면 더 좋을 듯",6,2025-10-12T05:03:26Z
5FYIvr1Tarw,UgzM6oGCVP5c8xNYUKN4AaABAg,@jaeyafuso2933,한복의 색감이 너무 좋아요! 무용은 최고구요!,6,2025-07-10T18:18:00Z
5FYIvr1Tarw,UgzdOWzVU7woTbN9dj54AaABAg,@leekim109able,사자무 만들어서 추면 지금엔 대박을 바라볼듯~~,5,2025-09-04T00:18:33Z
5FYIvr1Tarw,UgxZOSXn979cIXESvjp4AaABAg,@체루77,문화의 발전에 기여하셨네요  앞으로 널리선양하기 바랍니다,8,2024-09-22T22:03:27Z
