video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes,date_signal,venue_signal,hashtag_categories,is_condensed_official,explicit_title_quote_match,signal_score,suggested_status,flag_reason
9-nF7piIlr0,나는야 마술사🪄,,UCADx2ekicNj4yZzapGqYigg,uchimata_sin,2023-04-18T10:13:29Z,5,0.08,True,8354,111,7,https://www.youtube.com/watch?v=9-nF7piIlr0,1610,25,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
CN-14C7ALFA,"아시테지 인 대구 - 오늘, 오늘이의 노래 | 극단 로.기. 나래 | 아동 인형극","7월 수성아트피아에 한국 최대 규모의 아동청소년을 위한 공연예술축제 아시테지가 찾아옵니다!

▶아시테지 인 대구 - 오늘, 오늘이의 노래

일시 : 7월 21일(수) 오후 2시/ 7월 22일(목) 오전 11시, 오후 2시
장소 : 수성아트피아 무학홀
티켓 : 전석 2만원
관람연령 : 4세이상 입장가능(2018년 이전 출생자부터)
문의 : 053.668.1800
공연 상세보기 : https://bit.ly/36U98PP",UCQeZ6nkZLZIGxUSe59oG86Q,수성아트피아,2021-07-19T02:59:20Z,37,0.62,True,500,4,0,https://www.youtube.com/watch?v=CN-14C7ALFA,2500,639,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
MkY_zq-u5Bo,아무리 폭우가 쏟아져도 나올 장어는 나온다!,#장어낚시 #소양강 #민물장어,UCD2LknEyjO1UzVAF3WDfj5g,피싱아카이브 Fishing Archive,2023-02-20T03:00:14Z,28,0.47,True,2576,21,6,https://www.youtube.com/watch?v=MkY_zq-u5Bo,43300,1284,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
yC6ia5eeuIE,2018 광명인형극제 하이라이트 영상,,UCiRqNhXY45xvw7lrzHw8jfA,광명시민회관,2018-10-10T06:46:15Z,305,5.08,False,123,0,0,https://www.youtube.com/watch?v=yC6ia5eeuIE,60,25,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
n6SloPqoGfY,벨리댄스 이태은,,UC9pC0m96qxrD44xq39lpkBA,Healing Music🌺💚권민지,2022-12-13T21:45:31Z,22,0.37,True,499,5,0,https://www.youtube.com/watch?v=n6SloPqoGfY,4760,835,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
WFFvlUUu8hY,배드민턴 스매시 각도보소‼️,,UCnXl1idQrA1qDTlsZPnOn0Q,마니코치TV 용마산폭격기 yongmasan bomber,2023-09-23T01:10:43Z,15,0.25,True,1635,12,0,https://www.youtube.com/watch?v=WFFvlUUu8hY,6200,1242,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,"바로 우리입니다🤣🔥

🐻 직원: 사장님ㅋㅋ 처음 개발하신 두바이 쫀득쿠키, 요즘 완전 유행인데 기분이 어때요?
🐥 사장: 진짜 좋아서 죽을 거 같아요ㅋㅋ 하루하루가 황홀해요💫
🐻 직원: 근데… 저희가 만들었는데 다른 데가 더 유명해졌잖아요ㅠ 배 안 아파요?
🐥 사장: 아니요ㅋㅋ 오히려 감사해요! 그분들 덕분에 두바이 쫀득쿠키가 전국구 됐잖아요🧡

🍪 그래도 ‘원조’는 다르죠!
지금 몬트쿠키에서 대표님 몰래 특가 이벤트 중이라니까🤫
프로필 링크 가시면 비밀 링크 올려뒀어요💌

#몬트쿠키 #두바이쫀득쿠키 #두바이모찌 #두바이디저트 #원조두바이 #쿠키맛집 #디저트맛집 #핫플디저트 #바이럴디저트 #두바이쿠키 #쫀득쿠키 #핫디저트 #비밀특가 #대표님몰래",UCAKiaMq_H1Vq8xBFYgGsj_Q,몬트쿠키 | 두바이쫀득쿠키 원조🧆,2025-10-23T13:01:58Z,32,0.53,True,9190949,70631,3307,https://www.youtube.com/watch?v=AcS7iER9qUo,17100,140,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
LLAXQnWdvqU,"“부디, 이화원을 떠나주십시오” 려운의 정체를 알게 된 인교진 #꽃선비열애사 #TheSecretRomanticGuesthouse #SBSdrama","려운(강산)의 정체를 알게 된 인교진(육육호)은 이화원을 떠나달라 부탁한다.

SBS 월화드라마 '꽃선비 열애사(The Secret Romantic Guesthouse)'
☞ 월, 화 밤 10시 본방송

#꽃선비열애사​ #려운​ #인교진

▶ Homepage : https://www.sbs.co.kr/tv/drama​
▶ Subscribe SBS Drama : https://bit.ly/2ShWout

*프로그램 다시 보기

✔ SBS홈페이지:
https://programs.sbs.co.kr/tv/youtube?co=youtube&type=tv&content_id=E465455864&yt_channel=SBSDrama
✔ WAVVE:
https://www.wavve.com/player/vod?contentid=S01_E465455864.1&utm_campaign=2023_SBS&utm_source=youtube&utm_medium=movcon&utm_contents=SBSDrama",UC6erIDuvbOaAO-OT5rB2Xew,SBS 스브스 Drama,2023-04-24T13:57:38Z,122,2.03,False,8257,103,2,https://www.youtube.com/watch?v=LLAXQnWdvqU,7030000,353328,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
6VOT5zyHhSY,‘예약 주의보’ 취향 저격 ‘오징어꽃 김밥’ @생방송 투데이 2291회 20190321,"생방송 투데이 2291회 20190321 SBS

예약해야만 맛볼 수 있는 김밥 집이 있다. 이 가게의 주력 음식인 오징어 김밥은 초고추장에 찍어 먹어야 맛이 완성된다 한다.

홈페이지 http://program.sbs.co.kr/builder/programMainList.do?pgm_id=00000338038",UCYZv9v_bwfMGc64gLRe34OA,SBS STORY,2019-03-21T11:35:04Z,132,2.2,False,1273,8,1,https://www.youtube.com/watch?v=6VOT5zyHhSY,1880000,93558,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
7nsyketQZEA,230527 연극 세일즈맨의 죽음 (밤) 커튼콜,CAST: 박근형 예수정 성태준 김동완 신현종 김보현 박민관 김유진 이찬렬 박승재 우가은 이예원,UCqy6_BSHPbSWtdGLdS0mNRA,와이,2023-06-02T13:12:28Z,129,2.15,False,84,1,0,https://www.youtube.com/watch?v=7nsyketQZEA,40,106,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
XPcLKTgNHbg,한영자막｜ 2023고양국제꽃박람회 기록 영상(하이라이트 ver),"#홍보영상 #고양국제꽃박람회 #2023고양국제꽃박람회
🌹 2023고양국제꽃박람회 기록 영상 🌹
2023고양국제꽃박람회
International Horticulture Goyang Korea 2023
생활속의 꽃｜Flower in the Life
2023. 4. 27. (목) ~ 5.8. (월) 일산호수공원
-----------------------------------------------------------------------------------------
야외화훼정원
Flower gardens

100,000㎡의 야외공원에 조성되는 22개의 테마정원
22 themed gardens in a 100,000㎡ outdoor park

화훼산업전시
Flower industry exhibition

25개국 100여 개의 전문기업, 기관, 단체가 참여하는 화훼산업전시
Involving more than 100 professional companies, institutions, 
and organizations from 25 countries

고양국제꽃포럼
Goyang International Flower Forum

해외 전문가를 통한 해외 화훼 정보 교류, 트렌드 주도
Exchange plant information with overseas experts, drive trends

고양국제꽃어워드
Goyang International Flower Award

분야별 경진대회, 꽃 문화 이벤트와 꽃어워드쇼
Category competitions and floral events, including a flower award show

고양 플라워 마켓
Goyang Flower Market

화훼특판장, 이색 소품점, 농·특산물 판매장
flower specialty store, exotic small goods store, agricultural and specialty product store

특별한 공연과 다채로운 이벤트
Special performances and colorful events

인디밴드, 팝페라, 재즈밴드, 마술, 디즈니 OST 콘서트
Indie band, pop opera, yodeling, street jazz band, magic, Disney OST concert

화훼산업 트랜드, 화훼비즈니스를 한 눈에
Floral industry trends, flower business at a glance

다채로운 꽃들의 향연, 문화예술축제가 어우러진
With a feast of colorful flowers and a culture and art festival

축제형 박람회
A festival style fair

2023 고양국제꽃박람회
2023 International Horticulture Goyang Korea

#고양국제꽃박람회 #2023고양국제꽃박람회 #홍보영상  
-----------------------------------------------------------------------------------------",UCEwRIJ_uCOocaOPifmQFzvg,(재)고양국제박람회재단,2023-09-18T01:19:16Z,211,3.52,False,277,3,1,https://www.youtube.com/watch?v=XPcLKTgNHbg,1620,314,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
y5Vy8XQhpWg,"20151120위대한캣츠비 커튼콜_정동화,문성일,유주혜,선우,이병준,김송이","첫공 콜백으로 받은 티켓을 지인한테 주고 받은 커튼콜 영상

by M",UCc3JQT02n83GylbetxSKDBA,Aㅔ이,2015-11-21T12:02:08Z,97,1.62,False,104,1,0,https://www.youtube.com/watch?v=y5Vy8XQhpWg,316,377,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
-A0HgY9ypsw,"국내 최초의 시립인형극단 ""춘천인형극단""과 함께한 [하얀산]_커튼콜 영상 / puppet theater making film","춘천은 예전부터 인형, 마임, 음악 등 다양한 문화예술이 존재하는 곳입니다.
국내 최초로 시립인형극단이 창단되어 더 활발하게 활동을 하고 있습니다.

특히, 춘천은 문화예술도시로 선정되어 앞으로 더 많은 활동을 기대하고 있습니다.
물론... 저도 계속 함께 하고 싶어요. 제발요... 🙏🏼🙄

춘천시립인형극단 창단작 [하얀산]

Sunopsis 
샴쌍둥이로 태어난 소년과 소녀
영원히 붙어살고 싶은 소녀, 겉판
혼자가 되고 싶은, 비밀을 갖고 싶은 소년, 속판
겉판과 속판의 부모는 술주정뱅이에 노름꾼이다.

겉판과 속판은 모든 것을 뚝 떼어내는 
신기한 바람이 부는
""하얀산""으로 떠나는데

출연진 
연출 - 조현산
조연출 - 신상용
극작 - 경민선
미술 - 류지연
음악 - 김현보
조명 - 김건영
의상 - 조경희
드로잉 - 허숙경
무대 감독 - 강노을
서커스지도 - 안재근

배우 - 김수민, 이다정, 황석용, 정성진, 안재민, 김신실",UCle3nx6mSEjXRbA2ms97vAA,JMin Artist 광대 안재민,2022-01-06T07:12:06Z,106,1.77,False,93,5,0,https://www.youtube.com/watch?v=-A0HgY9ypsw,85,56,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
xb_5kT67X1Q,"연극 '섬마을 우리들' 커튼콜 (2016.10.29, pm 7:00)","제작 : 극단 '웃어'

공연장 : 대학로 예술극장 3관

출연 :  순희(엄마)-임소형, 꽃님-정선희, 미모-안혜경, 정은-양권석, 일성-김찬형, 대중-허동원, 차정-박지선, 관순-김시우, 정일-이시준


촬영 장비 : Panasonic Lumix DMC-GF8 & Lumx G Vario F3.5-5.6/12-32mm",UCFR_pNaB0pHQrXN-yDQJRMg,누노씨,2016-10-29T14:54:25Z,131,2.18,False,668,9,0,https://www.youtube.com/watch?v=xb_5kT67X1Q,399,1022,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,mismatch,none,0,False,False,-2,delete_candidate,날짜 불일치(다른 회차 가능성)
kaQ75A2-Syk,"140821 래빗홀 커튼콜 - 강애심, 이항나, 송영근, 전수아, 이기현","CAST : 강애심, 이항나, 송영근, 전수아, 이기현",UClUGEsWUx4HKCN2mUtS8VfA,Park cheetah,2014-08-21T16:22:11Z,91,1.52,False,515,1,0,https://www.youtube.com/watch?v=kaQ75A2-Syk,1900,807,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
76csgM6LTw0,2015 감성연극 춘천거기_주미 인터뷰 영상(최미령&류혜린),"2015  연극 춘천거기  세진의 친구이자 풋풋한 사랑을 하고 있는 
 주미役 최미령,류혜린 배우 
 사랑스러운 캐릭터 주미보러 공연장에 꼭 와주세요~!",UCCVIrn6pg1U8hgqp6E5zArA,COMPANY GRIDA,2015-07-22T05:48:37Z,33,0.55,True,3058,17,0,https://www.youtube.com/watch?v=76csgM6LTw0,40,72,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
NIlgpCDhf5M,171008 뮤지컬 '배쓰맨' 밤공 커튼콜 (지철배우 세로 ver)02,"배우 김지철, 서승원, 최석진, 김상협, 최미소
☆화면 밖 나감주의, 전체화면클릭해서 보기☆",UCl73kvRGhxxlXVQWOwMcmQA,point sun,2017-10-09T04:15:58Z,88,1.47,False,29,0,,https://www.youtube.com/watch?v=NIlgpCDhf5M,162,862,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
k7sGXyEv--8,"[공읽남] ""슬픈 사랑이여 안녕""…안녕, 여름","우리는 얼마나 진실한 사랑을 하고있는 걸까요. 행여 지루해져 버린 사랑과 이별을 준비하고 있진 않나요. 
오늘 공연 읽어주는 남자가 소개할 작품은 애틋한 사랑 이야기를 그린 연극 '안녕, 여름'입니다.
연극 '안녕, 여름'에서는 엄청난 비밀이 숨겨져 있는데요. 사랑하는 모든 이를 위한 감성 연극 '안녕, 여름'에서 확인해보시기 바랍니다.",UCHzW_7Mf8G0JxP4b0LoAd7A,K-Culture NOW by 연합뉴스,2016-09-22T09:43:51Z,251,4.18,False,2013,23,0,https://www.youtube.com/watch?v=k7sGXyEv--8,1010000,16526,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
rcJHVCiwnHc,대중문화예술여행 - [서툰 사람들],"▶대중문화예술여행
▶서툰 사람들",UCLP27CBCpaADHyUjHT2fYYg,권태욱,2015-02-22T17:56:19Z,878,14.63,False,472,4,1,https://www.youtube.com/watch?v=rcJHVCiwnHc,6,55,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
5IPX0QE9fkg,연극 '서툰살인' opening & curtain-call 창원 만수아트홀,,UCWyNXT8psJHEndHCvGFdAaA,E.S.P,2019-06-26T00:00:53Z,199,3.32,False,561,2,1,https://www.youtube.com/watch?v=5IPX0QE9fkg,6060,409,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
U2hxUVGuNOc,20200816 알앤디웍스 두번째 콘서트 커튼콜_'록키호러쇼-I'm going home',"20200816 알앤디웍스 두번째 콘서트
- 광림아트센터 BBHC홀
- 송용진, 지혜근, 조형균, 양지원, 최서연, 송유택, 장지후, 임준혁, 이예은, 여은, 이승현, 최민우",UCmP9h2T1L9WbE9TOktdUAHg,봄_,2020-08-20T11:37:39Z,173,2.88,False,184,3,0,https://www.youtube.com/watch?v=U2hxUVGuNOc,10,41,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
nRPW5ekbmwo,"국내 최초의 시립인형극단 ""춘천인형극단""과 함께한 [하얀산]_메이킹영상 / puppet theater making film","춘천은 예전부터 인형, 마임, 음악 등 다양한 문화예술이 존재하는 곳입니다.
국내 최초로 시립인형극단이 창단되어 더 활발하게 활동을 하고 있습니다.

특히, 춘천은 문화예술도시로 선정되어 앞으로 더 많은 활동을 기대하고 있습니다.
물론... 저도 계속 함께 하고 싶어요. 제발요... 🙏🏼🙄

춘천시립인형극단 창단작 [하얀산]

Sunopsis 
샴쌍둥이로 태어난 소년과 소녀
영원히 붙어살고 싶은 소녀, 겉판
혼자가 되고 싶은, 비밀을 갖고 싶은 소년, 속판
겉판과 속판의 부모는 술주정뱅이에 노름꾼이다.

겉판과 속판은 모든 것을 뚝 떼어내는 
신기한 바람이 부는
""하얀산""으로 떠나는데

출연진 
연출 - 조현산
조연출 - 신상용
극작 - 경민선
미술 - 류지연
음악 - 김현보
조명 - 김건영
의상 - 조경희
드로잉 - 허숙경
무대 감독 - 강노을
서커스지도 - 안재근

배우 - 김수민, 이다정, 황석용, 정성진, 안재민, 김신실",UCle3nx6mSEjXRbA2ms97vAA,JMin Artist 광대 안재민,2022-01-06T06:55:08Z,429,7.15,False,159,5,0,https://www.youtube.com/watch?v=nRPW5ekbmwo,85,56,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
P27s9MMt8MM,"2015감성연극 춘천거기_ 오주은,문용현 부부 소감","지난 8월30일 '춘천거기'를 찾아 주신 문용현&오주은 부부! 
쉬었다 가는 것처럼 너무 재밌게 공연 관람 소감을 남겨 주셨는데요. 

엄지 손가락을 올려 추천하는 '춘천거기' 궁금하지 않으신가요?",UCCVIrn6pg1U8hgqp6E5zArA,COMPANY GRIDA,2015-09-23T08:06:23Z,43,0.72,True,1101,5,1,https://www.youtube.com/watch?v=P27s9MMt8MM,40,72,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
PAWWLT-pikI,춘천 여행은 이 영상 하나로 끝내세요,#춘천맛집 #춘천여행 #춘천가볼만한곳,UC4vXwlrvjcAjVDp14irCuTg,맛관부,2025-07-09T23:20:01Z,54,0.9,True,598046,6257,271,https://www.youtube.com/watch?v=PAWWLT-pikI,29000,749,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
kk3rgtmAE1o,2016.11.12 부활 김동명 (비밀),"춘천신드롬&부활
춘천문화예술회관",UCaAgSxQ--ys08D9XqwKpDvA,Rush,2016-11-12T17:10:53Z,276,4.6,False,7522,77,19,https://www.youtube.com/watch?v=kk3rgtmAE1o,248,11,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,match,0,False,False,2,no_strong_signal,장소 일치
OGWuw3QSwrw,"무용과 관현악 들, 풀잎, 바람꽃. (나나니)","The PyeongChang 2018 Olympic & Paralympic Winter Games
G-1000 Special Concert
강원도립예술단 2018평창동계올림픽 G-1000 스페셜콘서트

2015년 5월 14일(목)
평창문화예술회관

지휘/ 정기훈 상임지휘자
안무/ 김영주 상임안무자

출연/ 김수희, 남상일, 팀퍼니스트, 속초시립풍물단

프로그램
1. 신내림
2. 들, 풀잎, 바람꽃 (춤을위한나나니)
   안무/ 김영주  무용/ 강원도립무용단 노래/ 김은정 이소연
3. 애모, 남행열차
   노래/ 김수희
4. 퍼니스트 쇼
   퍼포먼스/ 팀퍼니스트
5. 아리랑연곡, 민요연곡
   노래/ 남상일
6. 신모듬
   사물놀이/ 속초시립풍물단",UCmGmVqzV2LpZQJutkjrDeyw,권용석,2015-07-21T01:11:43Z,775,12.92,False,607,3,0,https://www.youtube.com/watch?v=OGWuw3QSwrw,1670,156,PF260159,꽃의 비밀 [춘천],연극,춘천문화예술회관 공연장,2025-07-25,2025-07-26,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
