video_id,video_title,description,channel_id,channel_name,channel_subscriber_count,channel_video_count,published_at,duration_sec,video_format,view_count,like_count,comment_count,video_url,matched_perf_id,matched_title,matched_genre,season_match,substring_hit,quote_hit,venue_match,date_match
zO4BX-KTvTo,연극 ’스카팽‘ | 하이라이트,"언제나 우리를 멋지게 도와줄 사나이, 스카팽! #국립극단_유일무이_코미디_레퍼토리_   #스카팽의_사심_가득한_계략_   - 상세 ...",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,24700,811,2024-04-19T02:00:31Z,29,shorts,5401,75,7,https://www.youtube.com/watch?v=zO4BX-KTvTo,PF237184,"국립극단, 스카팽 [서울]",연극,current_season,True,True,True,True
Rw8nEzOswNg,내가 만약 바퀴벌레가 된다면 어떡할 거야❓ | &#39;스카팽&#39;,화제의 그 질문(소리주의) 내가 만약 바퀴벌레가 된다면 어떡할 거야❓ 다 되는 #온라인극장_유니버스 - 국립극단 온라인 극장 ...,UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,24700,811,2023-04-19T02:00:58Z,10,shorts,4149,37,1,https://www.youtube.com/watch?v=Rw8nEzOswNg,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,False,True,False
eWn9pvyfNlo,2021 상반기 명장면전🏆 연극 &#39;스카팽&#39;(온라인 극장),2021 국립극단 상반기 명장면전 연극 #스카팽 (온라인 극장) ✓이 연극 내가 PICK했던 1분은?   #Shorts #국립극단 #2021 ...,UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,24700,811,2021-07-19T02:00:04Z,56,shorts,19710,412,5,https://www.youtube.com/watch?v=eWn9pvyfNlo,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,False,True,False
93XV-s7BcpE,190916 국립극단 연극 스카팽 커튼콜,,UCqF2lQpm2TfAvuNuA6fpIUw,Spotlight on you!,388,145,2019-09-16T13:16:36Z,253,general,2898,22,1,https://www.youtube.com/watch?v=93XV-s7BcpE,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,False,True,False
y3DUYMVMwiE,하하하 in 명동예술극장 #🤣  | 연극 &#39;스카팽&#39;,하하하 in 명동예술극장 #담당자_팽며들었어요_여러분도_어서오세요 #핸드폰_화면에_비친_웃는_나의_얼굴_수치플 거짓말 ...,UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,24700,811,2024-04-01T02:00:32Z,31,shorts,5067,185,7,https://www.youtube.com/watch?v=y3DUYMVMwiE,PF237184,"국립극단, 스카팽 [서울]",연극,other_season,True,False,False,True
GnzfFZkvcZ4,20240525 국립극단 연극 - 스카팽 - 커튼콜,스카팽 _ 이중현 몰리에르 _ 성원 실베스트르 _ 박경주 옥따브 _ 이호철 이아상뜨 _ 이다혜 레앙드르 _ 안창현 제르비네뜨 _ 정다연 ...,UCBVaFuvbLQQFxjTp9yetL6g,King_Z,27100,190,2024-06-12T13:47:41Z,336,general,383,3,0,https://www.youtube.com/watch?v=GnzfFZkvcZ4,PF240530,"국립극단, 스카팽 [하남]",연극,other_season,True,False,False,True
vNeKTOdNJoQ,[연극 스카팽] 관람 리뷰(명동예술극장 - 국립극단) - 심심한 이과장 공연보며 놀다,채널 구독하기 : https://bit.ly/2qxLQNR 오랜만에 본 연극 스카팽(원작 - 몰리에르 '스카펭의 간계')을 보고 리뷰를 만들어봤습니다.,UCW0u2jXwjTzii4qIO6aGxsg,심이장,3360,60,2019-09-11T23:04:59Z,459,general,868,26,2,https://www.youtube.com/watch?v=vNeKTOdNJoQ,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,False,True,False
w27rnzkn6-o,190908 국립극단 연극 스카팽 커튼콜&amp;예술가와의 대화,"명동예술극장 연출 임도완, 배우 이중현(스카팽 役), 배우 성원(몰리에르 役), 배우 박경주(실베스트르 役)",UCz6VBAuR16XLG32KnKYBpAA,깅스 Gings,14,1,2019-09-08T13:50:47Z,263,general,1190,15,6,https://www.youtube.com/watch?v=w27rnzkn6-o,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,False,True,False
OLq8iYscqYk,명동예술극장 화재로 연극 &#39;스카팽&#39; 조기 종연 / YTN,그젯밤 명동예술극장에서 화재가 발생해 국립극단은 현재 공연 중인 연극 '스카팽'을 조기 종연한다고 밝혔습니다. 국립극단은 이번 ...,UChlgI3UHCOnwUGzWzbJ3H5w, YTN,5370000,968049,2020-10-28T23:37:20Z,32,shorts,857,2,1,https://www.youtube.com/watch?v=OLq8iYscqYk,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,True,True,False
AWXjQ9rhdyQ,스카팽커튼콜 영상,스카팽 #국립극단연극 #연극추천.,UCXzqf39MNQ-4ZPvCgLrniAQ,choi세피,14,48,2019-09-12T00:27:38Z,45,shorts,192,3,1,https://www.youtube.com/watch?v=AWXjQ9rhdyQ,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,False,True,False
DbMI2ZCXRjE,PLAY 연극 스카팽 커튼콜 - 국립극단/성원/이중현/김한/양서빈/이호철/임준식/강해진/박가령/이수미/박경주,커튼콜 촬영 가능 2019/9/18 K-PLAY 연극 스카팽 커튼콜 국립극단 성원/이중현/김한/양서빈/이호철/임준식/강해진/박가령/이수미/ ...,UC6_8FcuWvXfxpH0Y9mLbQLQ,j,1400,2370,2019-10-24T06:11:19Z,260,general,284,0,,https://www.youtube.com/watch?v=DbMI2ZCXRjE,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,False,True,False
P8vTbnj-SsE,20221224 국립극단 스카팽 커튼콜 | Merry christmas♥️🎄💚,"""여러분이 찾아주시는 한 우린 무대에서 영원할 겁니다."" #국립극단 #스카팽 #연극.",UCntXn3VOlCBeSu_nhO0PIpQ,황덕별HDB,2560,696,2022-12-24T13:40:37Z,316,general,207,13,7,https://www.youtube.com/watch?v=P8vTbnj-SsE,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,False,True,False
zVxA31PrWmE,연극 「스카팽」 22.11.30 커튼콜,국립극단 #연극 #스카팽 (3연) 커튼콜 #LesFourberiesdeScapin 2022.11.30 Wed. 19:30 #이중현 스카팽 #성원 몰리에르 #박경주 ...,UC4_1aZEL_Sh0kjI0GxP3aYA,itsmedodossi K,27,226,2022-11-30T14:45:41Z,276,general,1972,21,1,https://www.youtube.com/watch?v=zVxA31PrWmE,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,True,True,False
lVbbZ1jA90U,PLAY 연극 스카팽 커튼콜 - 국립극단/성원/이중현/문예주/권은혜/박경주/이호철/김명기/윤세인/이유진/홍승균,커튼콜 촬영 가능 2020/10/18 K-PLAY 연극 스카팽 커튼콜 국립극단 몰리에르 작품 성원/이중현/문예주/권은혜/박경주/이호철/김명기/ ...,UC6_8FcuWvXfxpH0Y9mLbQLQ,j,1400,2370,2020-10-18T16:17:23Z,301,general,579,3,0,https://www.youtube.com/watch?v=lVbbZ1jA90U,PF237184,"국립극단, 스카팽 [서울]",연극,unknown,True,False,True,False
WIwG8Cdifdw,240712 당진 국립합창단 &#39;전쟁 그리고 평화&#39; 커튼콜 | 당진 문예의 전당 대공연장,이동규 #포르테나.,UC1E2L0Cf3gvxD3VjXZlsZQw,스머프,660,197,2024-07-13T01:08:17Z,31,shorts,4520,209,5,https://www.youtube.com/watch?v=WIwG8Cdifdw,PF243364,"국립합창단, 전쟁 그리고 평화 [당진]",서양음악(클래식),other_season,True,False,True,True
vFpIAoOXr7c,2025년 하반기 &#39;돈키호테&#39; 전국 투어 일정,2025년 하반기 '돈키호테' 전국 투어 일정입니다 9.25 대구어울아트센터 10.15 세종예술의전당 10.25 성남아트센터 오페라하우스 ...,UCLxjTVR9JZx3TmNmxcn8xzw,M Ballet,127,69,2025-09-07T14:03:44Z,50,shorts,133,8,0,https://www.youtube.com/watch?v=vFpIAoOXr7c,PF272417,돈키호테 [대구],무용(서양/한국무용),other_season,True,True,False,True
YZ9k4hTPrYs,251023 #무명호걸 태안 #조성필 덕만,,UCL3Jgns7qOppTzr7EPHVGGQ,Marshy_mellow  ,142,410,2025-10-23T15:52:21Z,33,shorts,100,,0,https://www.youtube.com/watch?v=YZ9k4hTPrYs,PF276019,무명호걸 [태안],뮤지컬,other_season,True,False,False,True
mYvdqFN7xU4,251018 무명호걸 태안 토크 콘서트 서승원 배우님 Focus,mc&가토 : 서승원 덕만 : 조성필 화영 : 정아인 지부 : 김재만 이츠키 : 김의환 태안중앙로광장.,UCYtzCDSIPJnyvQtbcMGJc_g,부엉이,104,3,2025-10-19T08:40:52Z,3181,general,41,1,2,https://www.youtube.com/watch?v=mYvdqFN7xU4,PF276019,무명호걸 [태안],뮤지컬,other_season,True,False,False,True
3dHodq2k2FE,20251023 무명호걸 태안 커튼콜 (서승원 포커스),cast : 조성필 김재만 정아인 서승원 김의환.,UCp-F2ClCvtYOBhb7jKizkUg,고냉이,30,77,2025-10-24T11:31:23Z,234,general,44,4,0,https://www.youtube.com/watch?v=3dHodq2k2FE,PF276019,무명호걸 [태안],뮤지컬,other_season,True,False,False,True
sCYsz5na00g,251018 무명호걸 태안 토크콘서트(갈라콘) | M1. 무명호걸 | #조성필 F.,Cast: 조성필 서승원 정아인 김의환 김재만.,UCl134AXww2QR80jCUp_0JzQ,Hoiit CAM,48,412,2025-10-25T17:12:07Z,260,general,33,0,0,https://www.youtube.com/watch?v=sCYsz5na00g,PF276019,무명호걸 [태안],뮤지컬,other_season,True,False,False,True
1wwaSYhNz0I,20251018 무명호걸 태안 토크콘서트 &quot;답서&quot; (서승원 포커스),cast : 조성필 김재만 정아인 서승원 김의환.,UCp-F2ClCvtYOBhb7jKizkUg,고냉이,30,77,2025-10-19T14:24:47Z,265,general,61,2,0,https://www.youtube.com/watch?v=1wwaSYhNz0I,PF276019,무명호걸 [태안],뮤지컬,other_season,True,False,False,True
_rqjHGhAMl0,251018 무명호걸 태안 토크콘서트(갈라콘) | M5. 시공초월 | #조성필 F.,Cast: 조성필 정아인 김재만.,UCl134AXww2QR80jCUp_0JzQ,Hoiit CAM,48,412,2025-10-25T17:36:53Z,232,general,32,0,0,https://www.youtube.com/watch?v=_rqjHGhAMl0,PF276019,무명호걸 [태안],뮤지컬,other_season,True,False,False,True
tfQQ2TdOkvY,251023 무명호걸 태안 커튼콜 | #조성필 cut,,UCl134AXww2QR80jCUp_0JzQ,Hoiit CAM,48,412,2025-10-25T17:04:21Z,105,general,34,0,0,https://www.youtube.com/watch?v=tfQQ2TdOkvY,PF276019,무명호걸 [태안],뮤지컬,other_season,True,False,False,True
