video_id,video_title,description,channel_id,channel_name,channel_subscriber_count,channel_video_count,published_at,duration_sec,video_format,view_count,like_count,comment_count,video_url,matched_perf_id,matched_title,matched_genre,season_match,substring_hit,quote_hit,venue_match,date_match
nxjU_UwwNco,광주시립발레단 초청공연 「해설이 있는 발레」,광주시립발레단 초청공연 「해설이 있는 발레」 출연진 : 광주시립발레단 일시 : 2025. 7. 18.(금) 19:30 / 7. 19.(토) 15:00 장소 ...,UCnb1hspgY_g90R3QwkpMHzw,광주북구문화아트인홈,394,308,2025-09-23T07:11:26Z,318,general,199,2,0,https://www.youtube.com/watch?v=nxjU_UwwNco,PF268334,"광주시립발레단 초청공연, 해설이 있는 발레",무용(서양/한국무용),other_season,True,True,False,True
1Bh-3DucF1w,[광주상설공연] 해설이 있는 발레(4월 13일),광주예술의전당 #광주상설공연 #광주공연 #gac #광주시립발레단 #발레 00:08 곱사등이 망아지 중 '프레스코' / 박경애 이희지 정하은 ...,UC02x5SS_0-45ZZ13ROGsdtQ,광주예술의전당 Gwangju Arts Center,4420,787,2024-04-24T03:00:01Z,1782,general,1497,15,0,https://www.youtube.com/watch?v=1Bh-3DucF1w,PF243885,"광주시립발레단 초청공연, 해설이 있는 발레",무용(서양/한국무용),other_season,True,False,False,True
Xqg9dwWXb5s,해설이 있는 발레 여행 &#39;토슈즈와 발레리노&#39; 1,광주북구문화센터.,UCnb1hspgY_g90R3QwkpMHzw,광주북구문화아트인홈,394,308,2021-10-18T07:53:32Z,688,general,67,1,0,https://www.youtube.com/watch?v=Xqg9dwWXb5s,PF243885,"광주시립발레단 초청공연, 해설이 있는 발레",무용(서양/한국무용),unknown,True,False,True,False
kCZo8bNxRYc,해설이 있는 발레 여행 &#39;토슈즈와 발레리노&#39; 3,광주북구문화센터.,UCnb1hspgY_g90R3QwkpMHzw,광주북구문화아트인홈,394,308,2021-10-18T07:55:01Z,316,general,91,1,0,https://www.youtube.com/watch?v=kCZo8bNxRYc,PF243885,"광주시립발레단 초청공연, 해설이 있는 발레",무용(서양/한국무용),unknown,True,False,True,False
VINhh4MOW7g,&quot;천국에서 기다려줘. 지상에서 우린 다시 만날 수 없으니까&quot; | 오페라 &#39;죽음의 도시&#39; Korngold &#39;O Freund...&#39; Ten. Roberto Sacca’,오페라 '죽음의 도시' 하이라이트 ② ❝ 삶과 죽음의 세계는 갈라져 있어. 냉혹한 철칙이지. 저 환한 천국에서 나를 기다려줘. 지상에는 ...,UC6KCcAMTxQrBPS7d9Q1hyug,국립오페라단 Korea National Opera,7650,355,2024-05-28T02:14:53Z,307,general,6430,147,35,https://www.youtube.com/watch?v=VINhh4MOW7g,PF235657,"국립오페라단, 죽음의 도시",서양음악(클래식),other_season,True,False,False,True
SeiOEwqdPBc,[1분클래식X국립오페라단] 코른골트 - 오페라 &#39;죽음의 도시&#39; :: 공연소개,"현실과 꿈, 경계선에 선 한 편의 영화 같은 오페라 섬세하게 설계한 코른골트의 오케스트레이션 2024년 5월 23일 - 5월 26일 예술의 ...",UC7uey_77yDDqulCtoNSvRxw,1분클래식,218000,245,2024-05-16T12:57:08Z,60,shorts,14358,365,2,https://www.youtube.com/watch?v=SeiOEwqdPBc,PF235657,"국립오페라단, 죽음의 도시",서양음악(클래식),other_season,True,False,False,True
SOQTseFJfU0,"&quot;내 갈망, 내 떨칠 수 없는 생각이 나를 다시 꿈꾸게 하네&quot; | 오페라 &#39;죽음의 도시&#39; Korngold Mein Sehnen, Mein Wähnen  Bar. 양준모","오페라 '죽음의 도시' 하이라이트 ① Mein Sehnen, Mein Wähnen 나의 갈망이여, 나의 망상이여 ❝ 내 갈망, 내 떨칠 ...",UC6KCcAMTxQrBPS7d9Q1hyug,국립오페라단 Korea National Opera,7650,355,2024-05-27T05:27:06Z,230,general,5105,110,11,https://www.youtube.com/watch?v=SOQTseFJfU0,PF235657,"국립오페라단, 죽음의 도시",서양음악(클래식),other_season,True,True,False,True
A-_hUxbaRTk,[스팟] 국립오페라단 오페라 &#39;죽음의 도시&#39; 2024,"Die tote Stadt #죽음의도시 ❝ 파울, 그녀와 똑같이 생긴 여인을 봤어. ❞ 어느 날 죽은 아내가 찾아왔다. 현실과 꿈 ...",UC6KCcAMTxQrBPS7d9Q1hyug,국립오페라단 Korea National Opera,7650,355,2024-04-13T08:12:12Z,31,shorts,64305,726,0,https://www.youtube.com/watch?v=A-_hUxbaRTk,PF235657,"국립오페라단, 죽음의 도시",서양음악(클래식),other_season,True,False,False,True
b11i0QAzwYw,국립오페라단X대구오페라유스콰이어 죽음의 도시,,UCy_UsCwHEqflGh72B_cKR3g,DOYC대구오페라유스콰이어,118,72,2025-10-19T08:56:52Z,125,general,199,9,2,https://www.youtube.com/watch?v=b11i0QAzwYw,PF268738,"국립오페라단, 죽음의 도시 [창원]",서양음악(클래식),other_season,True,False,False,True
HPOn65-PTuA,국립오페라단 죽음의도시 back stage #김순희 #메조소프라노김순희 #dietotestadt #Lucienne,,UCSUAWg8VoPa8DwwRei6ZjyA,메조소프라노 김순희 M.Sop. Soon Hee Kim ,652,73,2024-06-22T05:13:55Z,7,shorts,1330,,5,https://www.youtube.com/watch?v=HPOn65-PTuA,PF235657,"국립오페라단, 죽음의 도시",서양음악(클래식),other_season,True,False,False,True
