video_id,comment_id,author,text,like_count,published_at
nzmZCG_LyxI,UgzQqeD7j_N6BT5MuoJ4AaABAg,@clausesanta5042,"0:15 원작대로면 ""약한 자여, 그대의 이름은 여자""라고 나왔겠지만, 여성 비하의 의미가 다분한 구시대적 표현이기에 바뀐 듯. 게다가 이번 공연은 아예 주인공 햄릿을 왕자가 아닌 공주로 설정했으니...",11,2024-06-28T01:57:00Z
nzmZCG_LyxI,Ugy06pJSh07oGkzyEVZ4AaABAg,@강주경-s5m,"7월 26일 공연을 봤습니다
기립 박수를 치고 싶었으나 
대관절 내몸이 얼어붙어 쓸모를
잃어 버렸습니다. 배우.무대.관객 단연 최고 였습니다",5,2024-08-05T11:03:36Z
nzmZCG_LyxI,UgyjXh_WLzG2dyKCq0V4AaABAg,@lsdnankjeg,"벌써 거의 매진이지만 후진 자리라도 가서 보셔요
이 극의 단점: 이거 보면 다른 햄릿공연 성에 안 찹니다..
이거 각색 연출하신 분들 제발 다른 고전도 리메이크해서 시리즈내주세요🙏",6,2024-07-04T21:26:59Z
nzmZCG_LyxI,UgxliC4Geegh_zwYrDN4AaABAg,@졸려-m7f,목소리 너무 좋으시다 다들...,0,2025-01-14T04:47:52Z
nzmZCG_LyxI,UgzE30rFRAumR4I3YUp4AaABAg,@zzolla844,1:31,5,2024-07-01T23:57:49Z
nzmZCG_LyxI,Ugx6FxsRkKK46oOwaJ54AaABAg,@지존협객,제 생일인 막공날 보러갑니다🥹 너무 기대돼요🙆🏻‍♀️,0,2024-07-26T14:22:28Z
nzmZCG_LyxI,Ugzqg9QfWGUNDjzwKG14AaABAg,@hiimseo-on,미쳤자,0,2024-06-21T16:58:30Z
nzmZCG_LyxI,UgyTwgQxtHl0DNEIR-B4AaABAg,@자비에놀란,사람 미치게 하네요 ㅜㅡㅜ 예매 겨우 했는데 막공날 에너지 기대하고 있겠습니다,0,2024-06-14T15:28:33Z
nzmZCG_LyxI,UgwLZt9SafuFutXlXTt4AaABAg,@새벽달-k3z,세종서 오늘 봅니다. 기대가 크네요.,0,2024-08-09T08:50:58Z
nzmZCG_LyxI,UgykZCjQcPLUsbdX4vF4AaABAg,@nanunyajuun,햄릿 온라인 극장에서도 볼수 있나요…???🥹🥹🥹,2,2024-06-20T20:40:30Z
nzmZCG_LyxI,UgwPztL2IcneLLGhbyl4AaABAg,@MachrieMoor,하...,0,2024-06-15T06:05:47Z
nzmZCG_LyxI,UgwWR2mKQtcv5wpoXXd4AaABAg,@ULTRA-Choi,얼음공장하던 주제에 회장됐네... 오징어회 안 먹고 다금바리 먹을 듯!,0,2025-04-06T04:50:38Z
bklZ-4VNLok,UgyDiTHtHh4Nv8F6P8p4AaABAg,@rkdvlftjrWkd,진짜 이 이상으로 계속 접신해나간 대단한 배우님.. 강필석님..,211,2024-09-15T01:06:03Z
bklZ-4VNLok,UgxaITiJf1RzUYFeJdp4AaABAg,@libre_muse,진짜살살해주세요 이거 오피석에서 봤다가 기절하는줄,63,2025-05-23T06:34:38Z
bklZ-4VNLok,UgwS58P2kVNbniDqu5Z4AaABAg,@mjlee4051,믿고 보는 배우 강필석~,144,2024-08-06T06:32:10Z
bklZ-4VNLok,Ugyid2QMLytc_9ZfgGl4AaABAg,@dgdgjuo,와 발성 지리네,30,2025-04-23T17:05:52Z
bklZ-4VNLok,UgwhSGHs6ztM2S17xp54AaABAg,@유령-l1y,진짜 잘한다 ㅠㅠ,80,2024-06-26T15:45:28Z
bklZ-4VNLok,UgyGM_w2cp0xAXNWOUF4AaABAg,@shb6761,이걸 직접 보고 입이 떡 벌어졌었지..,8,2025-06-03T10:21:55Z
bklZ-4VNLok,UgyXSToBPl-PHyP_c_Z4AaABAg,@proyo_1,역시 강필석 배우님.. ㄷㄷ,55,2024-10-04T11:25:58Z
bklZ-4VNLok,Ugz2xyozk5b6FduQvv14AaABAg,@like-kang,필석햄릿 영상 더 올려주세요😍😍,30,2024-06-14T03:56:10Z
bklZ-4VNLok,UgwU1K_Qd4j5nHiMdMp4AaABAg,@노는게제일좋아-d5y,아.. 킹정....,18,2024-08-27T13:43:39Z
bklZ-4VNLok,Ugy4cshSsH-B0fAZTtp4AaABAg,@시안-s2z,역시 필석이형...,6,2025-05-29T09:13:16Z
bklZ-4VNLok,UgxSmX_g9W2v4LXH5at4AaABAg,@연이는이뻐요,에너지가 굉장하네요👍,20,2024-09-08T14:34:46Z
bklZ-4VNLok,UgzayNO2QYGnOWjrvxl4AaABAg,@kookhwa-o1s9m,진정한 연극배우~♡😮😊,5,2025-07-09T06:11:56Z
bklZ-4VNLok,Ugy7mgJBNB4-2ZdAvSZ4AaABAg,@밀크티-q6h,와ᆢ몰입됏어요ᆢ영상을뚫고나온다ᆢ기운이,4,2025-07-07T14:54:35Z
bklZ-4VNLok,Ugwagxixu1IxbDiHPpZ4AaABAg,@limyeong689,잘하신다,12,2024-11-29T09:18:34Z
bklZ-4VNLok,UgwjKzP48DOmSuW2xox4AaABAg,@Leejeeyoung35,연기너무잘해,2,2025-07-13T08:07:43Z
bklZ-4VNLok,UgwhDoonoFGFtXoc2yV4AaABAg,@Rinpndip,지독하게 잘한다,0,2026-01-05T01:14:20Z
bklZ-4VNLok,UgzUcPCKqX9aNKWAOut4AaABAg,@Ouuuuii,1:25,3,2025-01-23T10:14:28Z
bklZ-4VNLok,Ugzw2ypJt3P7H2W9ph54AaABAg,@남부계-o1x,이거 독백제목 뭥임?,0,2026-04-04T04:23:32Z
bklZ-4VNLok,UgwMwNF7jTnBnLnI9gV4AaABAg,@이시형-1216,😮,3,2025-05-05T16:10:21Z
bklZ-4VNLok,Ugy0Y7_-aIIkz1PFKKR4AaABAg,@user-access-forbidden,이거 클로디어스!! 이 반역자! 담에 뭐라 한건지 아시는분,2,2025-06-12T03:38:26Z
KJSB68w8nak,UgwRoChvBbtgNTl26lh4AaABAg,@YSCh01-xj8vz,오 너무 멋지심,1,2025-09-24T11:36:17Z
qUxn4Bizj6s,Ugz_H0ZsNRKcbCYtS4Z4AaABAg,@songsong2sarang,이봉련배우님 진짜 연기잘함..드라마에서 조연인데도 독보적이고 아우라가있으심..우리나라 연기파배우 탑파이브에 든다고생각함,7,2022-11-11T00:38:12Z
qUxn4Bizj6s,UgwJktDbDjNEK8-ZU3t4AaABAg,@jjj_ha,이걸 이제야 알게 되다니 이걸 놓치다니 내인생 최대의 실수다........ㅜㅠㅠㅜㅜㅜㅜㅜㅜㅜ,8,2021-05-29T04:10:05Z
qUxn4Bizj6s,UgzKj838ohRCyNbfJ-B4AaABAg,@유자유자-d1h,아아악 아악 감사합니다ㅠㅠㅠㅠㅠㅠㅠㅠㅠ영영 못 보는 줄 알았어요...나중에 무대에서도 볼 수 있기를 바라고 있습니다...!,14,2021-02-15T06:05:44Z
qUxn4Bizj6s,Ugzxgb-OR-xGJCK5asp4AaABAg,@everythings1519,이봉련 배우님 수상 축하드립니다!!!!,7,2021-05-15T08:37:09Z
qUxn4Bizj6s,UgxzHvDukx1aRkuHh5p4AaABAg,@its.yhvibe,"이봉련 배우님 팬이에요,, 연극도 드라마도 다 너무너무 잘봤어요 스위트홈까지,, 요근래 런온까지
무대에서의 에너지와 또 달라서 새로웠어요
하 너무 팬이에요 진짜😖💖",10,2021-02-16T05:16:18Z
qUxn4Bizj6s,UgwHAR8vnzqhXBVsj4B4AaABAg,@minc7271,너무너무 기대됩니다 🙊,6,2021-02-16T00:05:17Z
qUxn4Bizj6s,Ugxdh2o9J7lr0_BN1l54AaABAg,@seech7477,온라인으로나마 접할 수 있게 돼서 다행이네요...정말 꼭 무대에서 보고 싶었는데..,7,2021-02-15T14:28:19Z
qUxn4Bizj6s,UgxTJb9xKpeAs2REpMp4AaABAg,@warmter,이봉련 연기 보고 싶어요...겨울에 햄릿이 오면 좋겠어요...차가운 공기 속 햄릿의 공허...벌써 짜릿혀,3,2021-10-03T18:21:25Z
