video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes
tUqkYlIh1rw,[국립극단 온라인 극장] '햄릿'  | LAST CHANCE,"👑 #햄릿

'34초의 압도적인 긴장감'
온라인 극장 '햄릿' 홍보영상 대공개!

위대한 시대? 
위험한 시대를 마주한
햄릿 공주의 운명은?👑

🎞12월 31일까지 국립극단 온라인 극장에서

#올해_놓치면_후회하는일
#온라인_극장_햄릿을_보지_않은_것

-
국립극단 온라인 극장
🔗on.ntck.or.kr

#국립극단 #온라인극장 #국립극단온라인극장 #연극 #온라인공연",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,2023-11-29T02:00:30Z,35,0.58,True,1445,13,0,https://www.youtube.com/watch?v=tUqkYlIh1rw,24700,811,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
NGI811ky7u4,[대사 좀 맞춰줄래?] 연극 '햄릿' 배우 김수현 편,"🎥 #대사좀맞춰줄래 #대좀맞

연극 '햄릿'｜배우 #김수현 (클로디어스役) 편
오늘은 여러분이 상대 배우 #햄릿 이 되어 대사를 맞춰보세요! 💬

""햄릿, 무엇을 보고 있는 거야?""

#2024년_국립극단_햄릿_잊지않으셨죠_❔
#온라인극장에_모셔왔습니다_🫥

-
여전히 햄릿앓이 중이신 사람을 위한 TIP 🤍

온라인 극장 '햄릿' 𝙘𝙤𝙢𝙞𝙣𝙜 𝙨𝙤𝙤𝙣

➊ '햄릿' 국립극단 온라인 극장에서 【곧】 관람 가능!

➋ 영상옵션
▪️기본
▪️배리어프리-수어통역
▪️배리어프리-음성해설

-
국립극단 온라인 극장
🔗on.ntck.or.kr

#국립극단 #온라인극장 #국립극단온라인극장 #온라인공연
#연극 #햄릿 #이봉련 #배우 #연극배우 #희곡 #연기 #연기연습",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,2025-03-11T05:00:39Z,249,4.15,False,10745,88,5,https://www.youtube.com/watch?v=NGI811ky7u4,24700,811,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
Nq-X9qB8fC4,👑 연극 ‘햄릿’ | 티저 영상,"👑

내 연극은 아직 끝나지 않았어!
나는 다시 무대에 오른다.

𝐓𝐄𝐀𝐒𝐄𝐑 𝐓𝐑𝐀𝐈𝐋𝐄𝐑

-
'햄릿'

🎟 티켓 예매 개시일 안내

✔ 6월 5일(수) 14시 유료회원

✔ 6월 7일(금) 14시 일반

※ 예매처: 국립극단, 인터파크

-
📍공연정보

■ 공연시간: 평일 19시 30분 / 토·일 15시 (화 공연 없음)
* 7월 15일(월) 공연 없음

■ 소요시간: 135분 (인터미션 없음 / 변경될 수 있음)

■ 관람연령 : 13세 이상 관람가 (2011년 12월 31일 출생자까지)

🏠 자세한 사항 홈페이지 확인

-
'햄릿'

원작 윌리엄 셰익스피어 | 각색 정진새 | 윤색·연출 부새롬

출연 김별 김수현 김용준 김유민 김정화 노기용
류원준 성여진 신정원 안창현 이봉련 이승헌 허이레

2024년 7월 5일 - 7월 29일

국립극단 명동예술극장
-
#국립극단 #연극 #햄릿 #명동예술극장",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,2024-05-31T04:00:16Z,23,0.38,True,27968,479,6,https://www.youtube.com/watch?v=Nq-X9qB8fC4,24700,811,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
Uhz7Zbt_GAM,[국립극단 온라인 극장] 연극 '햄릿' 미리보기 - 단일시점(카메라 1대 고정),"[국립극단 온라인 극장] 연극 '햄릿' 미리보기 - 단일시점(카메라 1대 고정)

■ 공연소개

“착한 공주는 할 수 있는 게 없지만, 악한 공주는 뭐든지 할 수 있지.”

'조씨고아, 복수의 씨앗'에 이어 관객이 뽑은 [국립극단에서 가장 보고 싶은 연극]에 선정된 '햄릿'이 온라인 극장에 오른다. 배우라면 누구나 꿈꾸는 ‘햄릿’은 천의 얼굴을 가진 배우 이봉련이 맡아 복수의 칼을 겨눈다. 은밀하고도 과감하게 드러내는 광기는 무대를 압도하며 객석을 휘젓고, 진실을 파헤치려는 자와 묻어두려는 자가 살기 위해 선택할 수밖에 없었던 운명은 끝없이 추락한다. ‘사느냐, 죽느냐’ 휘몰아치는 폭풍우가 지나가고 참혹한 현실을 마주하는 순간, 당신은 긴 꿈에서 깨어나게 될 것이다. 

_
[국립극단 온라인 극장] 연극 '햄릿'
2/25(목) 19:30 다중시점
2/26(금) 19:30 단일시점(카메라 1대 고정)
2/27(토) 15:00 다중시점
2/27(토) 19:30 단일시점(카메라 1대 고정)
* 전 회차 국문자막이 제공됩니다.  

✔️예약 및 후원하기 http://www.ntck.or.kr/ko/performance/info/257006
 
#연극 #온라인극장 #햄릿 #국립극단",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,2021-02-15T06:04:29Z,183,3.05,False,5663,77,3,https://www.youtube.com/watch?v=Uhz7Zbt_GAM,24700,811,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
vrC6IX_ei14,햄릿,#연극음악#햄릿#Hamlet,UC8Z00z8OUdY7VWQBK551XbQ,Lee,2021-09-28T04:41:56Z,211,3.52,False,167580,5998,65,https://www.youtube.com/watch?v=vrC6IX_ei14,285,27,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
yMSsSm4aao4,비혼 장려(?) 연극 햄릿│#연극 #햄릿,,UCpqoyoSrB7rFOjdBZdr3h7A,SEENSEE COMPANY,2024-06-07T01:55:53Z,28,0.47,True,16277,342,5,https://www.youtube.com/watch?v=yMSsSm4aao4,31200,1121,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
4eCEffde5GM,"💀연극 [햄릿] │ 햄릿의 독백 │ ‘안녕, 안녕. 나를 잊지 마라’ │ 강필석","1막 4장 中

이제 나는 모두 잊겠다. 
나의 꿈, 나의 모든 희망, 정념과 사색들, 
지금까지의 모든 기억들을, 그 모든 잡동사니들을, 
내 머릿속에서, 나의 마음속에서, 깨끗이 지우겠다. 

내 속에 울리는 말은 단 하나.
‘안녕, 안녕. 나를 잊지 마라.’

햄릿 役 강필석",UCpqoyoSrB7rFOjdBZdr3h7A,SEENSEE COMPANY,2024-07-31T07:00:02Z,161,2.68,False,9019,242,5,https://www.youtube.com/watch?v=4eCEffde5GM,31200,1121,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
XekP76BbxYI,2021 상반기 명장면전🏆 연극 '햄릿'(온라인 극장),"🏆 2021 국립극단 상반기 명장면전 🏆
연극 #햄릿 (온라인 극장)

✔이 연극 내가 PICK했던 1분은?🤗

#Shorts #국립극단 #2021 #상반기 #명장면 #연극
#NationalTheaterCompanyofKorea​ #NTCK",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,2021-07-20T02:00:14Z,59,0.98,True,37788,888,11,https://www.youtube.com/watch?v=XekP76BbxYI,24700,811,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
dw4JfCH-UnQ,20240729 국립극단 햄릿 총막 커튼콜,,UCAjOT26tKNiMCjnZXmsBRtw,rrrrr,2026-02-28T20:05:33Z,99,1.65,False,9,0,,https://www.youtube.com/watch?v=dw4JfCH-UnQ,75,801,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
4PxnA_VFP1w,나는 다시 무대에 오른다. | 온라인 극장 상영회 '햄릿' 티저,"👑
2023년, 온라인 극장 '햄릿'이 명동예술극장 무대에 오르다.

“내 연극은 아직 끝나지 않았어. 나는 다시 무대에 오른다.”

-
📽
온라인 극장 상영회 '햄릿'

작 윌리엄 셰익스피어 번역 이태주 각색 정진새 윤색·연출 부새롬

출연 이봉련 강현우 김보나 김예림 김용준 노기용 박소연 박용우 성여진 송석근 신정원 유원준 이상홍

2023년 7월 29일 토요일 14시, 19시 / 7월 30일 일요일 14시, 18시

국립극단 명동예술극장",UC-2Nn7WrZJkx1m-g_Y0Gf2Q,국립극단,2023-07-04T05:01:38Z,11,0.18,True,2137,21,1,https://www.youtube.com/watch?v=4PxnA_VFP1w,24700,811,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
yKQ2Dk357PY,베네딕트 컴버배치 햄릿 3막4장,"베네딕트 컴버배치의 햄릿 3막4장 어머니와의 갈등을 표현하는 영상입니다.
www.ray-art.co.kr",UCM-r4vZII7ExEOk4OvAr9Mg,김포연기학원 레이아트,2018-11-28T05:18:30Z,533,8.88,False,104351,2206,52,https://www.youtube.com/watch?v=yKQ2Dk357PY,331,94,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
liEosVVQuEw,무대 오르는 '공주' 햄릿…시대 발맞춘 파격 해석 / EBS뉴스 2024. 07. 09,"https://home.ebs.co.kr/ebsnews/menu2/newsVodView/noon/60497066/H?eduNewsYn=#none 

[EBS 뉴스12]
'사느냐, 죽느냐'라는 대사로 유명한 셰익스피어의 비극, 햄릿의 주인공이 여자로 바뀌어 돌아왔습니다.

국립극단에서 막을 올린 새 연극인데요.

시대의 변화에 맞춰, 원작을 새롭게 해석하겠다는 시도입니다.

황대훈 기자입니다.

[리포트]

고뇌로 가득 찬 주인공, 햄릿이 여성의 몸으로 무대에 올랐습니다.

왕자였던 신분도 공주로 바뀌었고, 연인인 오필리어 등 햄릿을 둘러싼 여러 인물들도 성별이 바뀌었습니다.

햄릿 역을 여성이 맡는 경우는 해외에서도 종종 있었지만, 아예 작품 속의 성별까지 여성으로 바뀐 경우는 드문 사례입니다.

원작의 대사에서 여성혐오적인 내용도 시대에 맞춰 각색했습니다.

인터뷰: 부새롬 연출 / 연극 '햄릿'
""아무래도 그 시대에 아주 오래전에 쓰여진 작품이니까요. 여성을 향한 여러 가지 혐오적인 거 폄하적인 이런 부분들을 좀 덜어내고 싶었어요. 그런 생각을 하면서 이제 햄릿의 성별을 한번 바꿔보면 어떨까….""

새로운 햄릿 역은 그동안 브라운관과 스크린을 오가며 다양한 작품으로 관객들을 만난 이봉련 배우가 맡았습니다.

이 배우는 이미 지난 2021년, 햄릿 역으로 백상예술대상 연극 부문 연기상을 수상했습니다.

인터뷰: 이봉련 배우 / 연극 '햄릿' 햄릿 役
""햄릿을 이래야 하고 햄릿은 어때야 한다라는 거에 대한, 그리고 연극 속에 주인공의 자리가 어때야 된다는 편견 속에서 저도 계속해서 그것을 깨나가는 작업을….""

연극 햄릿이 제작된 건 지난 2020년이지만, 코로나 사태로 온라인에서만 공연돼, 무대에 오르는 건 이번이 처음입니다.

새로운 햄릿은 어떤 왕이 될 것인가.

원작에 빠져 있는 질문에 답하는 과정에서, 고전은 2024년 대한민국 관객들이 더 깊게 공감할 수 있는 이야기로 되살아납니다.

인터뷰: 정진새 각색 / 연극 '햄릿'
""권력을 잡고 싶어 하는 이유, 왜 내가 이 나라를 대표해야 되는 가라는 어떤 정확한 명분과 이유를 갖고 있는 그런 어떤 정의로움이나 진실함 같은 게 햄릿의 몸부림 안에 담겨 있기 때문에 그것에 좀 공명하지 않나….""

제작진은 대본을 각색하면서 성별에 관계 없이 누가 햄릿을 맡아도 상관없도록 노력했습니다.

인터뷰: 이봉련 배우 / 연극 '햄릿' 햄릿 役
""준비하는 배우조차도 어떤 편견에 계속해서 둘러싸여 살아가고 있었는데 그 누구여도 상관없는 햄릿을 할 수 있는 시대가 지금이니 그것을 즐겨주십사 하는 바람으로….""

연극 햄릿은 이달 말까지 서울공연을 마친 뒤, 지방 공연을 이어갑니다.

EBS 뉴스 황대훈입니다.",UCN3RfsR18gsH8PLI6R6PYSQ,EBS뉴스,2024-07-09T03:25:57Z,173,2.88,False,415,3,0,https://www.youtube.com/watch?v=liEosVVQuEw,59800,12960,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
ZmESUVJ1YQM,말로 노인 공격하는 햄릿│#연극 #햄릿,,UCpqoyoSrB7rFOjdBZdr3h7A,SEENSEE COMPANY,2024-06-07T01:55:13Z,49,0.82,True,12894,234,2,https://www.youtube.com/watch?v=ZmESUVJ1YQM,31200,1121,PF242516,"국립극단, 햄릿",연극,국립극단 [명동] 명동예술극장,2024-07-05,2024-07-29,,,
