video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes,date_signal,venue_signal,hashtag_categories,is_condensed_official,explicit_title_quote_match,signal_score,suggested_status,flag_reason
CScWK1Y8feU,천가초등학교 은행나무오케스트라 부산시립청소년교향악단,천가초등학교 은행나무오케스트라 부산시립청소년관혁악단,UCeySqDu5BowY_RD5sVYIYug,부산시립예술단TV,2019-07-27T01:05:26Z,30,0.5,True,147,2,0,https://www.youtube.com/watch?v=CScWK1Y8feU,2640,553,PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
U38NMAPtgoc,강미루 클라리넷 독주회 [몽상블 기획연주 독주회 시리즈] 2023 / 09 / 17 Sun pm 05,"강미루 클라리넷 독주회 [몽상블 기획연주 독주회 시리즈]  
2023 / 09 / 17 Sun pm 05
몽상소 [도서출판 저녁달]

Clarinet  강미루
Piano      정태민

PROGRAM

C.Nielsen
Clarinet Concerto, op.57 중 카덴차

I.Stravinsky
3 Pieces for Solo Clarinet, K033

W.A.Mozart
Clarinet Concerto, K.622
 1. Allegro
 2. Adagio
 3. Rondo. Allegro

INTERMISSION

W.Lutoslawski
Dance Preludes for Clarinet and Piano
 1. Allegro molto
 2. Andantino
 3. Allegro giocoso
 4. Andante
 5. Allegro molto

R.Schumann
3 Romances, op.94
 1. Nicht schnell
 2. Einfach, innig
 3. Nicht schnell

D.Lovreglio
Fantasia da Concerto su motaiva de ""La Traviata"" di G.Verdi



Clarinetist  강미루

서울대학교 음악대학 졸업
한국예술종합학교 전문사 졸업

이화경향콩쿨 1위
부산 mbc 음악콩쿨 2위
음악춘추콩쿨 1위
코리아헤럴드 콩쿨 2위
야마하 음악장학생 선발대회 우승
야마하 초청 독주회 외 다수 독주회
금호 영체임버 에트왈 우드윈드 퀸탯 리사이틀
원코리아 유스오케스트라 단원역임 
현) 몽상블 리더


Pianist 정태민

서울대학교 음악대학 기악과(트럼펫) 졸업 
경희대학교 음악대학 (피아노) 석사 졸업
서울시립교향악단 객원단원 역임(2017 오디션)
국립심포니, 부천시향, 원주시향, 디토오케스트라 등 객원연주
서울대학교 현대음악 시리즈 Studio 2021 연주
한양대 관악콩쿠르, 음악교육신문사 콩쿠르, CBS콩쿠르 등 입상
예술의전당, 금호아트홀 독주회 및 독창회 반주
제주국제관악콩쿠르, 오사카국제콩쿠르 등 국내외 콩쿠르 반주
스페이스 미조 뮤직 음악감독 역임
현)실내악 연주자 및 전문반주자로 활동중",UCaZxqyoSf8tQ66gkidk3h-Q,몽상소 / 도서출판 저녁달,2023-09-24T06:53:29Z,4847,80.78,False,1004,20,2,https://www.youtube.com/watch?v=U38NMAPtgoc,189,70,PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
bwZfYV-ceFE,"W. A. Mozart-Clarinet Concerto in A major, K.622 - 2nd mov.","♥(사)아르스챔버오케스트라 제19회 연주회(2019년)♥
.아르스&스토리플룻팝스오케스트라의 소외계층청소년을위한연주회
.2019.09.21(토) 17:00 창원시마산3.15아트센터 소극장
.주최 : (사)아르스챔버오케스트라
            스토리플룻팝스오케스트라
.후원 : 한일기업(합)
.지휘 : 배문한
.클라리넷 : 조상규, 현용택",UCRWDafmV4DseVad3XRrsxPw,"Changwon, Korea아르스 챔버 오케스트라",2019-09-25T03:00:14Z,448,7.47,False,179,6,0,https://www.youtube.com/watch?v=bwZfYV-ceFE,92,74,PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,,,,mismatch,none,0,False,False,-2,delete_candidate,날짜 불일치(다른 회차 가능성)
_oIGy7OierA,"W.A.Mozart - Quintett in A fur Klarinette Kv 581 - IV. Allegretto - 클라리넷 주동우, 뉴코리아스트링콰르텟","뉴 코리아 스트링 콰르텟 제3회 정기연주회
The 3rd New korea String Quartet Concert

2017. 02. 26(일) 오후 2:00 예술의전당 IBK챔버홀
주  최 : 뉴 코리아 필하모닉 오케스트라
주  관 : WCN
입장권 : R석 40,000원 / S석 30,000원
문  의 : 더블유씨엔코리아(주) 02-2183-1292 www.wocu.net
예매처 : SAC티켓 02-580-1300


# 뉴 코리아 스트링 콰르텟 (뉴코콸텟)
뉴 코리아 스트링 콰르텟(뉴코콸텟)은 사단법인 뉴 코리아 필하모닉 오케스트라의 산하단체로 뉴 코리아 필의 존재 목적과 같이 글로벌 시대의 새 지평을 여는 주역이 되기를 희망하며 창단하였습니다.
지역의 소외된 곳을 방문하면서 음악에 내재된 깊은 위안과 즐거운 선물을 선사하며 예술의 존귀함과 고양된 가치 전달에 주력하고 한류창작콘텐츠를 개발해 예술과 창조 경제의 신화를 만들어 가는데 앞장 설 것입니다. 정통 클래식과 창작음악의 다양한 레퍼토리를 가지고 관객과 소통하여 관객과 함께 만드는 음악, 마음의 문을 여는 음악, 모두가 함께 이야기하는 음악으로 만들어 가고자 합니다.
(사)뉴 코리아 필하모닉 오케스트라 이사장으로 이종구 박사(심장내과 전문의), 후원회장으로 우창록 대표변호사(법무법인 율촌)가 맡고 있습니다.


# 출연진
단장 · 예술감독 / 송재용
· 독일 베를린 국립음대 졸업
· 일본 도쿄 에꼬르마홀 및 5회 독주회
· 독일 슈투트가르트 페가수스 현악4중주단 협연
· 부천심포니오케스트라 상임지휘자 역임
· 뉴 코리아 필하모닉 오케스트라와 200여회 연주

클라리넷 주동우
· 서울예술고등학교 졸업
· 한국예술종합학교 졸업 Konzertexamen 졸업
· 베를린 예술대학 Diplom 및 Konzertexamen 졸업
· Osnabrück 오케스트라 단원역임
· Eberswalde 오케스트라 수석역임
· 현) 심포니송 수습수석

바이올린 이진성
· 연세대학교 음악대학 졸업
· 독일 드레스덴 음악대학 Master, Meisterklaase 졸업
· Yehudi Menuhin재단 초청연주
· Gladbeck 독일음악포럼 초청연주
· 청주시립교향악단 협연
· 현) (사)뉴코리아필하모닉오케스트라 악장, 뉴코리아 스트링 콰르텟 멤버

바이올린 김민규
· 예술의전당 영재아카데미 졸업
· 베를린 국립음대 한스아이슬러 Diplom 졸업
· 드레스덴 국립음대 Master 졸업
· 드레스덴 뮤직슐레 강사역임
· 서울음악학회 ‘어울림2’ 공연 유럽투어 연주 및 해설
   (Regensburg, Salzburg, Frankfurt)
· 서울대학교 병원 함춘 후원회 ‘착한 음악회’ 음악감독
· JCC 콘서트홀 클래식음반 제작프로젝트 선발 아티스트 
· 현) 돔 앙상블, Artists society ‘The Nomads’ 멤버, 뉴코리아 스트링 콰르텟 멤버
     칸타레 앙상블 리더, 서해대학교 출강

비올라 김지연
· 선화예중 및 선화예고 졸업
· 서울대학교 음악대학 재학 중 도독
· 독일 베를린 예술대학 Diplom 졸업
· 독일 드레스덴 음대 Konzertexamen 졸업
· 한양대 콩쿨 1등, 음악저널 콩쿨 2등, 세계일보 콩쿨 3등
· 드레스덴 실내악콩쿨 Quintett 1등
· Berlin Philharmonie Foyer 실내악 연주
· 베를린 한국 대사관 초청 Duo Recital
· 현) 뉴코리아 스트링 콰르텟 멤버, 파시오네 피아노 콰르텟 멤버
     선화예중 · 선화예고 출강

첼로 김영지
· 예원학교 및 서울예고 졸업
· 서울대학교 음악대학 재학 중 도미
· 미국 이스트만 음악대학 학사과정 졸업
· 독일 에센 폴크방 음악대학 디플롬 및 최고연주자과정 졸업
· Asti 국제 음악 콩쿨, Citta di Barletta 국제 음악 콩쿨 1등
· 베니스 국제 음악 콩쿨 Musica Insieme 3등
· Don Vincenzo Vitti 국제 음악 콩쿨 트리오부문 1등
· 독일 Yehudi Menuhin 장학재단 아티스트 장학금 수혜
· 성신여자대학교, 단국대학교 강사 역임
· 청주시립교향악단 부수석 역임
· 현) 코레일심포니오케스트라 수석 및 코치, 계원예고, 인천예고, 부산예고 출강
     뉴코리아 스트링 콰르텟, We Soloists 앙상블, 파시오네 피아노 콸텟, 에센시아 피아노 트리오
     첼로 앙상블 연 멤버

# 프로그램
· W.A Mozart  /   Quintett in A für Klarinette, zwei Vn, Va und Vc Kv. 581        Cla. 주동우
· L.v. Beethoven   /    String Quartet Op.59 No.1 Razumovsky",UC1sNn7Rcm3Q0c4U22beeKDw,WCN KOREA,2017-06-05T09:11:42Z,491,8.18,False,214,0,0,https://www.youtube.com/watch?v=_oIGy7OierA,620,242,PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
m-GASxat-lQ,마술피리 in concert - Marsch der Priester(W. A. Mozart) - 코리안피스오케스트라 / 지휘_박인욱,"그랜드오페라단 창단 21주년 기념
모차르트 최후의 대작 오페라 '마술피리' in concert
2017년 9월 23일 오후 5:00
한전아트센터
주최 : 그랜드 오페라단_단장 : 안지환
주관 : 예인예술기획

그랜드오페라단이 창단 21주년을 기념하여 오는 9월 23일 토요일 오후 5시에 한전아트센터에서 ‘마술피리 in Concert’ 공연을 선보인다.
공연은 모차르트 전문 지휘자 박인욱 교수와 국내 정상급 오페라 주역 가수를 초청해 음악 중심의 연주회 형식으로 진행된다. 이번 공연에는 코리안피스 오케스트라와 메트 오페라합창단이 협연한다.
오페라 ‘마술피리’는 볼프강 아마데우스 모차르트가 작곡한 오페라 가운데 4대 걸작 중 하나다. ‘마술피리’는 시공과 세대를 초월한 특유의 감성과 유쾌함이 담겨있다. 특히 초고음역의 콜로라투라 소프라노만이 소화할 수 있는 밤의 여왕의 아리아 ‘지옥의 복수심이 내 마음에 불타오르네’는 영화 ‘아마데우스’의 삽입곡으로도 유명하다. 이번 공연은 노래는 독일어로 부르고 한글 자막이 제공된다.
‘마술피리’의 또 다른 매력은 동화 같은 줄거리다. 기원전 1000년경의 고대 이집트의 이시스와 오시리스의 신전 부근에서 이집트의 왕자 타미노는 뱀에게 쫓기다가 밤의 여왕의 시녀들에게 구출된다. 밤의 여왕은 딸의 초상화를 보여주며 자라스트로에게 빼앗긴 딸을 구출해 달라고 부탁한다. 타미노는 초상화를 보고 첫눈에 잠의 여왕인 파미나를 사랑하게 된다. 타미노는 밤의 여왕이 건네주는 마술피리를 들고 새잡이 파파게노와 함께 진실한 사랑을 찾아 떠난다.
이번 공연에는 소프라노 박현주가 파미나 역으로 출연한다. 파파게노 배역은 바리톤 공병우가 맡는다. 타미노 배역은 테너 김동원이, 밤의 여왕 배역은 소프라노 김성혜가 맡는다. 이와 함께  베이스 김대엽, 테너 김동섭, 소프라노 윤현정, 소프라노 이세진, 소프라노 이현수, 메조소프라노 김향은 등이 출연한다.

연주곡목

1막_ Erster Aufzug

Ouverture 서곡
 -코리안피스오케스트라 / 지휘_박인욱

Introduktion 도입부
 -코리안피스오케스트라 / 지휘_박인욱

Zu Hilfe! Zu Hilfe! 날 도와줘! 날 살려줘!
Ten. 김동원 / 타미노, Sop. 이세진 / 레이디 1,Sop. 이현수 / 레이디 2,Sop. 김향은 / 레이디 3

Der Vogelfanger bin ich ja 나는 즐거운 새잡이
Bar. 공병우 / 파파게노

Dies Bildnis ist bezaubernd schon 얼마나 아름다운 모습인가
Ten. 김동원 / 타미노

O zittre nicht, mein lieber Sohn 두려워마라, 젊은이여
Sop. 김성혜 / 밤의 여왕

Hm! hm! hm! 흠! 흠! 흠!
Ten. 김동원 / 타미노, Bar. 공병우 / 파파게노, Sop. 이세진 / 레이디 1,Sop. 이현수 / 레이디 2,Sop. 김향은 / 레이디 3

Du feines Taubchen, nur herein! 꼼짝 말고 날 따라와!
Sop. 박현주 / 파미나, Bar. 공병우 / 파파게노, Ten. 송원석 / 모노스타토스

Bei Mannern, welche Liebe fuhlen 사랑을 느끼는 남자들은
Sop. 박현주 / 파미나, Bar. 공병우 / 파파게노

Wie stark ist nicht dein Zauberton! 이 마술 피리의 힘은 대단하지 않은가!
Ten. 김동원 / 타미노

Schnelle Fusse, rascher Mut 달려가자, 용기를 가지고
Sop. 박현주 / 파미나, Bar. 공병우 / 파파게노, Ten. 송원석 / 모노스타토스

Wenn Tugend und Gerechtigkeit 지혜와 덕망 있는 위대한 자들이
메트오페라합창단

Intermission

2막_ Zweiter Aufzug

Marsch der Priester 승려들의 행진
코리안피스오케스트라 / 지휘_박인욱

O Isis und Osiris 오! 이지스 신, 오지리스 신
Bass 김대엽 / 자라스트로

Alles fuhlt der Liebe Freuden 누구나 사랑의 기쁨을 알고 있지
Ten. 송원석 / 모노스타토스

Der Holle Rache kocht in meinem Herzen 지옥의 복수심이 내 마음속에 끓어오르고
Sop. 김성혜 / 밤의 여왕

In diesen heil'gen Hallen 성스러운 이 성에 악한 자 없어라
Bass 김대엽 / 자라스트로

Soll ich dich, Tuerer! nicht mehr sehn? 사랑하는 이여, 영원한 이별이런가?
Bass 김대엽 / 자라스트로, Ten. 김동원 / 타미노, Sop. 박현주 / 파미나

Ach, ich fuhl's, es ist verschwunden 나는 느끼네, 행복이 영원히 사라졌음을
Sop. 박현주 / 파미나

O Isis und Osiris 오! 이지스 신, 오지리스신
메트오페라합창단

Ein Madchen oder Weibchen 귀여운 나의 참새는
Bar. 공병우 / 파파게노

Tamino mein! O welch ein Gluck 타미노! 당신은 나의 행복
Ten. 김동원 / 타미노, Sop. 박현주 / 파미나

Triumph, Triumph, du edles Parr! 기뻐하라, 승리의 영광을
메트오페라합창단

Pa-pa-pa-pa, Pa-pa-pa-pa 파, 파, 파, 파...
Bar. 공병우 / 파파게노, Sop. 윤현정 / 파파게나

Nur stille, stille, stille! 모두들 조용, 조용히!
Sop. 김성혜 / 밤의 여왕, Ten. 송원석 / 모노스타토스, Sop. 이세진 / 레이디 1,Sop. 이현수 / 레이디 2,Sop. 김향은 / 레이디 3

Die Strahlen der Sonne 밤은 물러가고 찬란한 태양의 빛이
Bass 김대엽, 메트오페라합창단

Heil sei euch Geweihten 성스러운 승리
메트오페라합창단, 출연진 모두


영상 촬영.편집제작 / 김문기-김문기의 포토랜드-
http://blog.daum.net/photokin
phone 010-5273-2309",UC9mTG7yvizKx21dB8unxzNQ,김문기의 포토랜드 Kim Moon-gi's Photoland,2017-10-10T05:00:48Z,134,2.23,False,588,6,0,https://www.youtube.com/watch?v=m-GASxat-lQ,15600,10645,PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
07aOdFo-NsE,W.A.Mozart k.622 2mov - Adagio 클라리넷   이형민,서울대교구 방화3동성당,UCUwBG9weFZqzZje_ZMZGLPg,이호중TV(시스띠나),2021-07-03T05:29:09Z,353,5.88,False,240,12,0,https://www.youtube.com/watch?v=07aOdFo-NsE,2680,1735,PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
WdjTu_b-HhM,강릉시립합창단 제102회 정기연주회 'MUSIC in CINEMAⅡ' - Lacrimosa(영화 아마데우스),"2020.11.13
강릉시립합창단 제102회 정기연주회 'MUSIC in CINEMA Ⅱ' 
The 102th Concert By Gangneung Civic Chorale

Lacrimosa (영화 아마데우스)

Wolfgang A. Mozart 곡

Copyrightⓒ2021 Gangneung-si. 
CopyrightⓒGangneung Civic Chorale 

Allrights reserved.

녹화 및 영상제작 - 내담프로덕션 (051-622-5165)


#강릉시립합창단  #강릉시립교향악단  #강릉국제영화제 #영화음악 #Lacrimosa  #아마데우스  #Wolfgang A #Mozart #합창  #음악  #클래식  #성악  #명곡  #공연  #무대  #강릉아트센터  #MUSICinCINEMAⅡ",UCGf4BYxKsyObbl74s_-tpFw,강릉시립합창단,2021-03-18T06:15:44Z,196,3.27,False,556,3,0,https://www.youtube.com/watch?v=WdjTu_b-HhM,497,84,PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,,,,mismatch,none,2,False,False,0,no_strong_signal,날짜 불일치(다른 회차 가능성); 해시태그 2개 카테고리 일치
ir0ndsESaGA,박성민 지휘자  (Daniel Park) 2017 월드브리지 투어 Schumann no.1,"월드브리지+ Crimea Phliharmony 러시아 투어 시리즈  no. 2
Sevastopol, Russia 11.5.2017 
국립 크리미아 필하모닉 제840회 정기 콘서트",UCaVcPzA43bqKQq3_z9N-uGQ,WolrdBridge Philharmonic Orchestra,2017-11-21T04:53:03Z,1172,19.53,False,206,1,0,https://www.youtube.com/watch?v=ir0ndsESaGA,34,26,PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
S4B0uMDwCdc,"Die Zauberflöte Overture K 620, W A Mozart","Kosin Medical Nursing Orchestra 고신의대 간호대 관현악단
the 26th Regular Concert 제 26회 정기 연주회
2023.08.13(Sun)
영화의전당 하늘연극장",UCNOmZDObAfLinT9q9IK4Aaw,고신의대간호대관현악단 KMNO,2023-09-11T13:07:49Z,448,7.47,False,583,16,1,https://www.youtube.com/watch?v=S4B0uMDwCdc,865,183,PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,,,,mismatch,none,0,False,False,-2,delete_candidate,날짜 불일치(다른 회차 가능성)
yZORJACJ2T8,모차르트 오보에 협주곡 C장조 1악장 (피델리스 제10회 정기연주회),"오보에 협주곡 C 장조 KV 314 1악장 Allegro aperto ----모차르트
Oboe Concerto in C major ---- W. A. Mozart

▶ 피델리스 청소년 오케스트라 제10회 정기연주회 
  - 연주일시 : 2019년 3월 2일 오후 5시 
  - 연주장소 : 고양 아람누리 아람음악당 

▶ 지휘 : 김근도

▶ 협연 : 이민서 (오보에) 

▶ 연주 : 피델리스 청소년 오케스트라 
 - 1Vn.  강채연, 김나연, 김예나, 박예슬, 이재빈, 조한비, 조한율, 채승효, 최현우, 최현진
 - 2Vn.  김채연, 노화영, 송소윤, 윤서연, 이서현, 이승연, 이은수, 이혜민, 조서윤
 - Va. 안시후, 이세미
 - Vc. 김나은, 김세영, 송윤석, 신서연, 이지안, 조완주, 홍연조
 - Fl. 김예린, 윤난경, 윤지원, 이다연
 - Cl. 김도연, 심희정, 유병현, 임채연, 최현국
 - Ob. 김은채, 김지아
 - Per.  김세찬, 조수안

▶ 악장  김나연

▶ 지도강사
 - 1Vn. 김성경   2Vn. 이경자   Va. 서인원   Vc. 김우진   
 - Fl. 김효경   Cl. 이성희   Ob. 최윤영   Per. 김건민",UCvWAw933U6ypBh7n1Ji5UuA,피델리스청소년오케스트라,2019-03-24T12:04:52Z,526,8.77,False,958,8,0,https://www.youtube.com/watch?v=yZORJACJ2T8,80,9,PF268158,제622회 부산시립교향악단 정기연주회 [부산],서양음악(클래식),부산콘서트홀 콘서트홀,2025-07-10,2025-07-10,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
