video_id,video_title,description,channel_id,channel_name,channel_subscriber_count,channel_video_count,published_at,duration_sec,video_format,view_count,like_count,comment_count,video_url,matched_perf_id,matched_title,matched_genre,season_match,substring_hit,quote_hit,venue_match,date_match
Jw0ziIX60LA,"260319 국립발레단 백조의 호수 커튼콜 (한나래, 양준영, 곽동현)",국립발레단 백조의 호수 2026.03.19 (목) 19:30 부산시민회관 대극장 오데트&오딜: 한나래 지그프리트: 양준영 로트바르트: 곽동현 ...,UC_7C1WTy87_x0RBe7TTp5UQ,mings_,497,123,2026-03-23T00:23:00Z,208,general,720,9,0,https://www.youtube.com/watch?v=Jw0ziIX60LA,PF232367,"국립발레단, 백조의 호수 [부산]",무용(서양/한국무용),unknown,True,False,True,False
6P7deqaBgVU,국립발레단 &#39;백조의 호수&#39; 5년 만에 부산 공연 #shorts,knn뉴스 #국립발레단 #백조의호수 ▷ 전화 부산 051-850-9000 경남 055-283-0505 ▷ 이메일 jebo@knn.co.kr ▷ knn 홈페이지/앱 ...,UC1ifSsWUG241rRfK0ezYCgA,KNN NEWS,1260000,194279,2024-03-13T01:14:54Z,30,shorts,1268,16,1,https://www.youtube.com/watch?v=6P7deqaBgVU,PF232367,"국립발레단, 백조의 호수 [부산]",무용(서양/한국무용),other_season,True,False,False,True
AQMRfIC9hyw,국립발레단 &#39;백조의 호수&#39; 5년 만에 부산 공연 / KNN,knn뉴스 #국립발레단 #백조의호수 ▷ 전화 부산 051-850-9000 경남 055-283-0505 ▷ 이메일 jebo@knn.co.kr ▷ knn 홈페이지/앱 ...,UC1ifSsWUG241rRfK0ezYCgA,KNN NEWS,1260000,194279,2024-03-13T01:11:51Z,30,shorts,239,1,2,https://www.youtube.com/watch?v=AQMRfIC9hyw,PF232367,"국립발레단, 백조의 호수 [부산]",무용(서양/한국무용),other_season,True,False,False,True
SZ_xszr8bEw,"20240316토, 국립발레단-백조의호수(커튼콜)","20240316토, 국립발레단-백조의호수(커튼콜), 부산시민회관대극장 #국립발레단 #KOREAN_NATIONAL_BALLET ...",UCtZTc6WLhqjTb9weLa1W4xQ,작은차이 도담정원,117,100,2024-05-07T19:45:00Z,216,general,189,6,0,https://www.youtube.com/watch?v=SZ_xszr8bEw,PF234442,"국립발레단, 백조의 호수 [구미]",무용(서양/한국무용),other_season,True,False,False,True
yYEknkHzIco,"260320 국립발레단 백조의 호수 커튼콜 (박슬기, 허서명, 곽동현)",국립발레단 백조의 호수 2026.03.20 (금) 19:30 부산시민회관 대극장 오데트&오딜: 박슬기 지그프리트: 허서명 로트바르트: 곽동현.,UC_7C1WTy87_x0RBe7TTp5UQ,mings_,497,123,2026-03-23T00:26:11Z,232,general,536,1,1,https://www.youtube.com/watch?v=yYEknkHzIco,PF232367,"국립발레단, 백조의 호수 [부산]",무용(서양/한국무용),unknown,True,False,True,False
kpa3zv8Txck,국립발레단 백조의 호수 #백조의호수 #국립발레단 #부산문화회관 #부산시민회관 #차이콥스키 #클래식발레 #발레공연 #3월공연 #부산공연 #유리그리고로비치 #오데트 #오딜 #지그프리트,"차이콥스키의 웅장한 선율과 국립발레단의 압도적인 테크닉이 만났습니다! 2026년 3월, 부산시민회관에서 펼쳐지는 클래식 발레 ...",UC7oz5tfsYtmvvlFXu7YEI_g,N코어,796,586,2026-03-05T03:21:07Z,45,shorts,1217,12,0,https://www.youtube.com/watch?v=kpa3zv8Txck,PF232367,"국립발레단, 백조의 호수 [부산]",무용(서양/한국무용),unknown,True,False,True,False
Fk2RV5Yl4Jk,국립현대무용단 정글 티저영상,17명의 무용수가 보여주는 정글 같은 삶 국립현대무용단 '정글' 2024.3.29.금.19:30 안동문화예술의전당 웅부홀.,UC6BTl-LJJzaPeb4EKOQ4mcQ,안동문화예술의전당,1110,354,2024-03-12T02:53:49Z,73,general,1283,7,0,https://www.youtube.com/watch?v=Fk2RV5Yl4Jk,PF235795,"국립현대무용단, 정글 [안동]",무용(서양/한국무용),other_season,False,True,True,True
4LGMeseQ3ww,굿스테이지 2024년 5월호 이 공연을 말한다 - 국립현대무용단 &#39;정글&#39;,"굿스테이지 2024년 5월호 이 공연을 말한다 - 국립현대무용단 '정글' 국립현대무용단(단장 겸 예술감독 김성용)은 4월 11~14일, ...",UC4Hnz2V8XMMUVH3erc98RrQ,goodstage,2320,643,2024-05-07T02:35:15Z,806,general,144,3,0,https://www.youtube.com/watch?v=4LGMeseQ3ww,PF235597,"국립현대무용단, 정글",무용(서양/한국무용),other_season,False,True,False,True
IXINv4UxpbE,"야, 나도 빨아줘",근데 으른양이 귀엽긴해 편집자 : 메로나 #로제타 #뽀뽀 #루리웹 #라이브루리 로제타 치지직 채널 ...,UCwFBKqPIXtloEldc4G-P_uQ,R.로제타,48500,793,2025-06-21T03:00:32Z,24,shorts,23749,536,54,https://www.youtube.com/watch?v=IXINv4UxpbE,PF270404,로제타,연극,other_season,True,False,False,True
rMFPeYO6S7k,[R.로제타] 으른양 성대모사하는 로제타 #Rosetta_Clip,원출처 : https://www.youtube.com/watch?v=_tCPrICsFSg&t=6729s 원제 : 로제타 데뷔 700일!!! 댓글이랑 게시글!! 읽어야징 일시 ...,UCzjUGnbykgp2yc-XQfPFeDQ,사마_근근,1850,466,2025-09-01T17:43:18Z,41,shorts,1739,37,3,https://www.youtube.com/watch?v=rMFPeYO6S7k,PF270404,로제타,연극,other_season,True,False,False,True
