week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
2003-05-11,50,13957866.0,"""Master Harold""...and the Boys",Royale Theatre,148824.0,544547.0,39.08,76.25,3808,1078,0.4416,0,8
2003-05-18,51,15765758.0,"""Master Harold""...and the Boys",Royale Theatre,191588.0,544547.0,37.03,76.25,5174,1078,0.6,0,8
2003-05-25,52,15157592.0,"""Master Harold""...and the Boys",Royale Theatre,181536.0,544547.0,40.77,76.25,4453,1078,0.5163,0,8
2003-06-01,1,13420512.0,"""Master Harold""...and the Boys",Royale Theatre,166124.0,544547.0,40.4,76.25,4112,1078,0.4768,1,7
2003-06-08,2,13869119.0,"""Master Harold""...and the Boys",Royale Theatre,233096.0,544547.0,41.56,76.25,5609,1078,0.6504,8,0
2003-06-15,3,14452496.0,"""Master Harold""...and the Boys",Royale Theatre,247213.0,544547.0,40.81,76.25,6057,1078,0.7023,8,0
2003-06-22,4,14502518.0,"""Master Harold""...and the Boys",Royale Theatre,272079.0,544547.0,40.34,76.25,6744,1078,0.782,8,0
2003-06-29,5,14758698.0,"""Master Harold""...and the Boys",Royale Theatre,279417.0,544547.0,41.42,76.25,6746,1078,0.7822,8,0
2003-07-06,6,12839131.0,"""Master Harold""...and the Boys",Royale Theatre,247423.0,544547.0,40.82,76.25,6061,1078,0.7028,8,0
2003-07-13,7,13268814.0,"""Master Harold""...and the Boys",Royale Theatre,308995.0,544547.0,43.47,76.25,7108,1078,0.8242,8,0
2004-10-24,21,12484083.0,"'night, Mother",Royale Theatre,125452.0,322158.0,53.57,86.25,2342,1078,0.5431,0,4
2004-10-31,22,11102212.0,"'night, Mother",Royale Theatre,174099.0,644317.0,47.1,86.25,3696,1078,0.4286,0,8
2004-11-07,23,11861307.0,"'night, Mother",Royale Theatre,178061.0,563777.0,48.89,86.25,3642,1078,0.4826,0,7
2004-11-14,24,14360883.0,"'night, Mother",Royale Theatre,218636.0,644317.0,50.41,86.25,4337,1078,0.5029,1,7
2004-11-21,25,13888888.0,"'night, Mother",Royale Theatre,192759.0,644317.0,54.28,86.25,3551,1078,0.4118,8,0
2004-11-28,26,17365001.0,"'night, Mother",Royale Theatre,153438.0,644317.0,56.16,86.25,2732,1078,0.3168,8,0
2004-12-05,27,15696860.0,"'night, Mother",Royale Theatre,185345.0,644317.0,55.96,86.25,3312,1078,0.384,8,0
2004-12-12,28,16751477.0,"'night, Mother",Royale Theatre,180563.0,644317.0,55.15,86.25,3274,1078,0.3796,8,0
2004-12-19,29,15944243.0,"'night, Mother",Royale Theatre,160261.0,644317.0,51.63,86.25,3104,1078,0.3599,8,0
2004-12-26,30,15929896.0,"'night, Mother",Royale Theatre,90995.0,644317.0,52.09,86.25,1747,1078,0.2026,8,0
2005-01-02,31,22069511.0,"'night, Mother",Royale Theatre,185950.0,644317.0,52.16,86.25,3565,1078,0.4134,8,0
2005-01-09,32,14224487.0,"'night, Mother",Royale Theatre,165921.0,644317.0,52.24,86.25,3176,1078,0.3683,8,0
2007-04-15,46,22462312.0,110 in the Shade,Studio 54,197785.0,376025.0,51.82,111.25,3817,996,0.7665,0,5
2007-04-22,47,21398055.0,110 in the Shade,Studio 54,262544.0,526435.0,49.8,111.25,5272,996,0.7562,0,7
2007-04-29,48,20538553.0,110 in the Shade,Studio 54,302978.0,601640.0,46.92,111.25,6458,996,0.8105,0,8
2007-05-06,49,19548479.0,110 in the Shade,Studio 54,203869.0,376025.0,49.3,111.25,4135,996,0.8303,0,5
2007-05-13,50,20063200.0,110 in the Shade,Studio 54,297228.0,601640.0,50.27,111.25,5913,996,0.7421,6,2
2007-05-20,51,20736200.0,110 in the Shade,Studio 54,349113.0,601640.0,51.58,111.25,6768,996,0.8494,8,0
2007-05-27,52,20922895.0,110 in the Shade,Studio 54,351224.0,601640.0,51.27,111.25,6850,996,0.8597,8,0
2007-06-03,1,18685896.0,110 in the Shade,Studio 54,344604.0,601640.0,49.12,111.25,7016,996,0.8805,8,0
2007-06-10,2,20419515.0,110 in the Shade,Studio 54,361440.0,601640.0,50.36,111.25,7177,996,0.9007,8,0
2007-06-17,3,20065645.0,110 in the Shade,Studio 54,361312.0,601640.0,49.97,111.25,7231,996,0.9075,8,0
2007-06-24,4,20428070.0,110 in the Shade,Studio 54,349945.0,601640.0,51.43,111.25,6804,996,0.8539,8,0
2007-07-01,5,19662122.0,110 in the Shade,Studio 54,352681.0,601640.0,50.59,111.25,6972,996,0.875,8,0
2007-07-08,6,18547129.0,110 in the Shade,Studio 54,338931.0,601640.0,50.55,111.25,6705,996,0.8415,8,0
2007-07-15,7,18420633.0,110 in the Shade,Studio 54,410515.0,601640.0,55.47,111.25,7400,996,0.9287,8,0
2007-07-22,8,18697151.0,110 in the Shade,Studio 54,323984.0,601640.0,50.91,111.25,6364,996,0.7987,8,0
2007-07-29,9,19838012.0,110 in the Shade,Studio 54,361161.0,601640.0,50.53,111.25,7148,996,0.8971,8,0
2008-09-21,17,15646164.0,13,Bernard B. Jacobs Theatre,203326.0,795772.0,49.53,198.5,4105,1042,0.4924,0,8
2008-09-28,18,15558404.0,13,Bernard B. Jacobs Theatre,169415.0,795772.0,48.07,198.5,3524,1042,0.4227,0,8
2008-10-05,19,16587237.0,13,Bernard B. Jacobs Theatre,125793.0,696301.0,48.61,198.5,2588,1042,0.3548,1,6
2008-10-12,20,18558742.0,13,Bernard B. Jacobs Theatre,271915.0,696301.0,59.19,198.5,4594,1042,0.5511,8,0
2008-10-19,21,17964427.0,13,Bernard B. Jacobs Theatre,228202.0,795772.0,52.86,198.5,4317,1042,0.5179,8,0
2008-10-26,22,17209276.0,13,Bernard B. Jacobs Theatre,224799.0,795772.0,55.18,198.5,4074,1042,0.4887,8,0
2008-11-02,23,15656658.0,13,Bernard B. Jacobs Theatre,198610.0,795772.0,52.22,198.5,3803,1042,0.4562,8,0
2008-11-09,24,17125792.0,13,Bernard B. Jacobs Theatre,290271.0,795772.0,57.87,198.5,5016,1042,0.6017,8,0
2008-11-16,25,16629335.0,13,Bernard B. Jacobs Theatre,206743.0,795772.0,57.86,198.5,3573,1042,0.4286,8,0
2008-11-23,26,16602724.0,13,Bernard B. Jacobs Theatre,224957.0,795772.0,58.84,198.5,3823,1042,0.4586,8,0
2008-11-30,27,22329016.0,13,Bernard B. Jacobs Theatre,376634.0,795772.0,75.71,198.5,4975,1042,0.5968,8,0
2008-12-07,28,20328651.0,13,Bernard B. Jacobs Theatre,254539.0,795772.0,58.39,198.5,4359,1042,0.5229,8,0
2008-12-14,29,19744753.0,13,Bernard B. Jacobs Theatre,268319.0,795772.0,58.12,198.5,4617,1042,0.5539,8,0
2008-12-21,30,19700245.0,13,Bernard B. Jacobs Theatre,262235.0,795772.0,61.26,198.5,4281,1042,0.5136,8,0
2008-12-28,31,25307612.0,13,Bernard B. Jacobs Theatre,474956.0,741573.0,74.87,198.5,6344,1042,0.8698,7,0
2009-01-04,32,25690836.0,13,Bernard B. Jacobs Theatre,655655.0,976733.0,73.55,198.5,8914,1042,0.9505,9,0
1997-07-20,7,9449380.0,1776,Gershwin Theatre,150045.0,227045.0,43.64,65.0,3438,499,0.9843,0,7
1997-07-27,8,9834085.0,1776,Gershwin Theatre,174787.0,259480.0,43.85,65.0,3986,499,0.9985,0,8
1997-08-03,9,9289595.0,1776,Gershwin Theatre,171818.0,259480.0,43.04,65.0,3992,499,1.0,0,8
1997-08-10,10,9523596.0,1776,Gershwin Theatre,162952.0,259480.0,41.48,65.0,3928,499,0.984,0,8
1997-08-17,11,9690945.0,1776,Gershwin Theatre,150195.0,259480.0,43.12,65.0,3483,499,0.8725,5,3
1997-08-24,12,9402211.0,1776,Gershwin Theatre,169771.0,279440.0,42.89,65.0,3958,499,0.9915,8,0
1997-08-31,13,9422926.0,1776,Gershwin Theatre,188482.0,279440.0,47.21,65.0,3992,499,1.0,8,0
1997-09-07,14,6868119.0,1776,Gershwin Theatre,169175.0,279440.0,42.77,65.0,3955,499,0.9907,8,0
1997-09-14,15,7661776.0,1776,Gershwin Theatre,170616.0,279440.0,42.74,65.0,3992,499,1.0,8,0
1997-09-21,16,8111399.0,1776,Gershwin Theatre,164297.0,279440.0,41.9,70.0,3921,499,0.9822,8,0
1997-09-28,17,8391224.0,1776,Gershwin Theatre,181907.0,279440.0,47.13,70.0,3860,499,0.9669,8,0
1997-10-05,18,8443229.0,1776,Gershwin Theatre,190666.0,279440.0,50.2,70.0,3798,499,0.9514,8,0
1997-10-12,19,9554829.0,1776,Gershwin Theatre,190793.0,279440.0,48.39,70.0,3943,499,0.9877,8,0
1997-10-19,20,10541144.0,1776,Gershwin Theatre,186468.0,279440.0,47.8,70.0,3901,499,0.9772,8,0
1997-10-26,21,10298932.0,1776,Gershwin Theatre,201666.0,279440.0,51.91,70.0,3885,499,0.9732,8,0
1997-11-02,22,9878869.0,1776,Gershwin Theatre,213452.0,279440.0,54.69,70.0,3903,499,0.9777,8,0
1997-11-09,23,10358916.0,1776,Gershwin Theatre,216314.0,279440.0,55.51,70.0,3897,499,0.9762,8,0
1997-11-16,24,10331822.0,1776,Gershwin Theatre,215808.0,279440.0,54.61,70.0,3952,499,0.99,8,0
1997-12-07,27,12097716.0,1776,Gershwin Theatre,363216.0,869277.0,32.01,75.0,11346,1899,0.7468,8,0
1997-12-14,28,11970948.0,1776,Gershwin Theatre,362391.0,869277.0,30.65,75.0,11824,1899,0.7783,8,0
1997-12-21,29,11001435.0,1776,Gershwin Theatre,381399.0,869277.0,30.0,75.0,12713,1899,0.8368,8,0
1997-12-28,30,14720405.0,1776,Gershwin Theatre,587629.0,869277.0,51.57,75.0,11394,1899,0.75,8,0
1998-01-04,31,15776122.0,1776,Gershwin Theatre,537899.0,869277.0,48.95,75.0,10988,1899,0.7233,8,0
1998-01-11,32,10698707.0,1776,Gershwin Theatre,366108.0,869277.0,32.82,75.0,11154,1899,0.7342,8,0
1998-01-18,33,10981641.0,1776,Gershwin Theatre,421761.0,869277.0,31.41,75.0,13428,1899,0.8839,8,0
1998-01-25,34,10512418.0,1776,Gershwin Theatre,350242.0,869277.0,33.94,75.0,10319,1899,0.6792,8,0
1998-02-01,35,9635755.0,1776,Gershwin Theatre,375979.0,869277.0,34.86,75.0,10784,1899,0.7098,8,0
1998-02-08,36,9453410.0,1776,Gershwin Theatre,282785.0,869277.0,35.42,75.0,7983,1899,0.5255,8,0
1998-02-15,37,11349164.0,1776,Gershwin Theatre,492734.0,869277.0,40.93,75.0,12037,1899,0.7923,8,0
1998-02-22,38,11801864.0,1776,Gershwin Theatre,415343.0,869277.0,40.65,75.0,10217,1899,0.6725,8,0
1998-03-01,39,10449493.0,1776,Gershwin Theatre,346793.0,869277.0,36.76,75.0,9433,1899,0.6209,8,0
1998-03-08,40,10691521.0,1776,Gershwin Theatre,361043.0,869277.0,39.15,75.0,9221,1899,0.607,8,0
1998-03-15,41,11074724.0,1776,Gershwin Theatre,377388.0,869277.0,37.18,75.0,10149,1899,0.668,8,0
1998-03-22,42,11797569.0,1776,Gershwin Theatre,416406.0,869277.0,39.89,75.0,10438,1899,0.6871,8,0
1998-03-29,43,12209894.0,1776,Gershwin Theatre,391505.0,869277.0,39.26,75.0,9972,1899,0.6564,8,0
1998-04-05,44,11329636.0,1776,Gershwin Theatre,308216.0,869277.0,35.35,75.0,8720,1899,0.574,8,0
1998-04-12,45,12264568.0,1776,Gershwin Theatre,305656.0,869277.0,37.09,75.0,8240,1899,0.5424,8,0
1998-04-19,46,14165712.0,1776,Gershwin Theatre,427784.0,869277.0,39.82,75.0,10742,1899,0.7071,8,0
1998-04-26,47,12863105.0,1776,Gershwin Theatre,352927.0,869277.0,37.46,75.0,9422,1899,0.6202,8,0
1998-05-03,48,12492746.0,1776,Gershwin Theatre,341207.0,869277.0,38.39,75.0,8887,1899,0.585,8,0
1998-05-10,49,11986747.0,1776,Gershwin Theatre,272014.0,869277.0,35.91,75.0,7575,1899,0.4986,8,0
1998-05-17,50,12143933.0,1776,Gershwin Theatre,287177.0,869277.0,33.2,75.0,8651,1899,0.5694,8,0
1998-05-24,51,12471275.0,1776,Gershwin Theatre,314051.0,869277.0,33.78,75.0,9298,1899,0.612,8,0
1998-05-31,52,10827895.0,1776,Gershwin Theatre,236009.0,869277.0,28.82,75.0,8189,1899,0.539,8,0
1998-06-07,1,11397854.0,1776,Gershwin Theatre,284019.0,869277.0,30.93,75.0,9183,1899,0.6045,8,0
1998-06-14,2,12379782.0,1776,Gershwin Theatre,438896.0,869277.0,32.29,75.0,13592,1899,0.8947,8,0
2017-05-21,52,34503594.63,1984,Hudson Theatre,212625.54,444580.0,62.94,249.0,3378,970,0.8706,0,4
2017-05-28,1,34203175.62,1984,Hudson Theatre,298437.82,664746.0,58.76,249.0,5079,970,0.748,0,7
2017-06-04,2,32793984.32,1984,Hudson Theatre,282052.58,774829.0,53.93,249.0,5230,970,0.674,0,8
2017-06-11,3,34128419.59,1984,Hudson Theatre,288446.08,774829.0,51.93,249.0,5554,970,0.7157,0,8
2017-06-18,4,34505435.31,1984,Hudson Theatre,301461.08,774829.0,50.09,249.0,6018,970,0.7755,0,8
2017-06-25,5,35273881.85,1984,Hudson Theatre,337503.32,774829.0,50.1,249.0,6737,970,0.8682,5,3
2017-07-02,6,31965811.52,1984,Hudson Theatre,421364.08,774829.0,63.68,249.0,6617,970,0.8527,8,0
2017-07-09,7,29082683.33,1984,Hudson Theatre,369888.08,774829.0,63.09,249.0,5863,970,0.7555,8,0
2017-07-16,8,31922259.32,1984,Hudson Theatre,382754.58,774829.0,65.64,249.0,5831,970,0.7514,8,0
2017-07-23,9,31395963.12,1984,Hudson Theatre,396758.08,774829.0,67.16,249.0,5908,970,0.7613,8,0
2017-07-30,10,31904722.8,1984,Hudson Theatre,381259.08,774829.0,65.98,249.0,5778,970,0.7446,8,0
2017-08-06,11,31424598.87,1984,Hudson Theatre,340888.58,774829.0,64.54,249.0,5282,970,0.6807,8,0
2017-08-13,12,30312333.55,1984,Hudson Theatre,335041.08,774829.0,62.84,249.0,5332,970,0.6871,8,0
2017-08-20,13,28674785.82,1984,Hudson Theatre,281481.08,774829.0,60.02,249.0,4690,970,0.6044,8,0
2017-08-27,14,26578502.98,1984,Hudson Theatre,267344.08,774829.0,59.53,249.0,4491,970,0.5787,8,0
2017-09-03,15,27899472.03,1984,Hudson Theatre,291069.08,774829.0,62.31,249.0,4671,970,0.6019,8,0
2017-09-10,16,23606589.82,1984,Hudson Theatre,292803.08,774829.0,65.98,249.0,4438,970,0.5719,8,0
2017-09-17,17,26613186.99,1984,Hudson Theatre,313796.58,774829.0,63.78,249.0,4920,970,0.634,8,0
2017-09-24,18,23991938.61,1984,Hudson Theatre,271920.08,774829.0,61.56,249.0,4417,970,0.5692,8,0
2017-10-01,19,23206323.74,1984,Hudson Theatre,302268.08,774829.0,60.31,249.0,5012,970,0.6459,8,0
2017-10-08,20,30239538.42,1984,Hudson Theatre,490658.08,774829.0,70.23,249.0,6986,970,0.9003,8,0
1992-11-15,24,6150625.0,3 from Brooklyn,Helen Hayes Theatre,26419.0,,19.72,,1340,550,0.4873,0,5
1992-11-22,25,5956981.0,3 from Brooklyn,Helen Hayes Theatre,43184.0,,21.52,,2007,550,0.4561,5,3
1992-11-29,26,6848660.0,3 from Brooklyn,Helen Hayes Theatre,34647.0,,16.55,,2093,550,0.4757,8,0
1992-12-06,27,6544685.0,3 from Brooklyn,Helen Hayes Theatre,49464.0,,23.68,,2089,550,0.4748,8,0
1992-12-13,28,6302547.0,3 from Brooklyn,Helen Hayes Theatre,22657.0,,18.27,,1240,550,0.2818,8,0
1992-12-20,29,5917458.0,3 from Brooklyn,Helen Hayes Theatre,16347.0,,27.2,,601,550,0.1366,8,0
1992-12-27,30,6921665.0,3 from Brooklyn,Helen Hayes Theatre,21363.0,,30.92,,691,550,0.157,8,0
2009-02-15,38,14354031.0,33 Variations,Eugene O'Neill Theatre,246337.0,745826.0,59.3,115.0,4154,1059,0.5604,0,7
2009-02-22,39,15054535.0,33 Variations,Eugene O'Neill Theatre,257720.0,852372.0,58.76,115.0,4386,1059,0.5177,0,8
2009-03-01,40,13630245.0,33 Variations,Eugene O'Neill Theatre,255692.0,852372.0,53.94,350.0,4740,1059,0.5595,0,8
2009-03-08,41,14270631.0,33 Variations,Eugene O'Neill Theatre,269780.0,855684.0,54.38,350.0,4961,1063,0.5834,0,8
2009-03-15,42,16136907.0,33 Variations,Eugene O'Neill Theatre,317866.0,855684.0,62.1,350.0,5119,1063,0.602,8,0
2009-03-22,43,17391272.0,33 Variations,Eugene O'Neill Theatre,367554.0,855684.0,69.06,350.0,5322,1063,0.6258,8,0
2009-03-29,44,17119943.0,33 Variations,Eugene O'Neill Theatre,304731.0,855684.0,61.07,350.0,4990,1063,0.5868,8,0
2009-04-05,45,16940158.0,33 Variations,Eugene O'Neill Theatre,303803.0,855684.0,61.4,350.0,4948,1063,0.5818,8,0
2009-04-12,46,21432403.0,33 Variations,Eugene O'Neill Theatre,325279.0,855684.0,61.83,350.0,5261,1063,0.6187,8,0
2009-04-19,47,21303553.0,33 Variations,Eugene O'Neill Theatre,301812.0,855684.0,66.99,350.0,4505,1063,0.5298,8,0
2009-04-26,48,19223495.0,33 Variations,Eugene O'Neill Theatre,291195.0,855684.0,64.34,350.0,4526,1063,0.5322,8,0
2009-05-03,49,18101242.0,33 Variations,Eugene O'Neill Theatre,280760.0,855684.0,66.25,350.0,4238,1063,0.4984,8,0
2009-05-10,50,18534867.0,33 Variations,Eugene O'Neill Theatre,287867.0,855684.0,66.09,350.0,4356,1063,0.5122,8,0
2009-05-17,51,19514195.0,33 Variations,Eugene O'Neill Theatre,333656.0,855684.0,65.53,350.0,5092,1063,0.5988,8,0
2009-05-24,52,20413145.0,33 Variations,Eugene O'Neill Theatre,236250.0,534803.0,69.2,350.0,3414,1063,0.6423,5,0
1985-06-09,1,3915937.0,42nd Street,St. James Theatre,282368.0,,30.42,,9281,1655,0.701,8,0
1985-06-16,2,3685742.0,42nd Street,St. James Theatre,301417.0,,29.46,,10231,1655,0.7727,8,0
1985-06-23,3,3690242.0,42nd Street,St. James Theatre,296438.0,,30.26,,9797,1655,0.74,8,0
1985-06-30,4,3986642.0,42nd Street,St. James Theatre,292841.0,,29.41,,9957,1655,0.752,8,0
1985-07-07,5,2929052.0,42nd Street,St. James Theatre,235685.0,,28.44,,8288,1655,0.626,8,0
1985-07-14,6,3072770.0,42nd Street,St. James Theatre,252046.0,,29.29,,8606,1655,0.65,8,0
1985-07-21,7,3260312.0,42nd Street,St. James Theatre,292708.0,,29.75,,9838,1655,0.7431,8,0
1985-07-28,8,2989271.0,42nd Street,St. James Theatre,298993.0,,29.14,,10260,1655,0.7749,8,0
1985-08-04,9,2999130.0,42nd Street,St. James Theatre,273645.0,,29.38,,9314,1655,0.7035,8,0
1985-08-11,10,3161255.0,42nd Street,St. James Theatre,295896.0,,29.45,,10048,1655,0.7589,8,0
1985-08-18,11,3200365.0,42nd Street,St. James Theatre,347623.0,,33.37,,10416,1655,0.7867,8,0
1985-08-25,12,3099133.0,42nd Street,St. James Theatre,341894.0,,29.09,,11754,1655,0.8878,8,0
1985-09-01,13,3117089.0,42nd Street,St. James Theatre,343578.0,,29.94,,11475,1655,0.8667,8,0
1985-09-08,14,2474396.0,42nd Street,St. James Theatre,219745.0,,30.31,,7251,1655,0.5477,8,0
1985-09-15,15,2844860.0,42nd Street,St. James Theatre,240626.0,,30.5,,7890,1655,0.5959,8,0
1985-09-22,16,2958210.0,42nd Street,St. James Theatre,249334.0,,31.37,,7949,1655,0.6004,8,0
1985-09-29,17,3049484.0,42nd Street,St. James Theatre,233486.0,,30.97,,7540,1655,0.5695,8,0
1985-10-06,18,3365082.0,42nd Street,St. James Theatre,262310.0,,31.63,,8294,1655,0.6264,8,0
1985-10-13,19,4054665.0,42nd Street,St. James Theatre,321796.0,,31.91,,10084,1655,0.7616,8,0
1985-10-20,20,3951350.0,42nd Street,St. James Theatre,319742.0,,31.02,,10307,1655,0.7785,8,0
1985-10-27,21,3870274.0,42nd Street,St. James Theatre,302477.0,,31.04,,9746,1655,0.7361,8,0
1985-11-03,22,3665109.0,42nd Street,St. James Theatre,260710.0,,32.19,,8100,1655,0.6118,8,0
1985-11-10,23,3934418.0,42nd Street,St. James Theatre,325960.0,,30.51,,10684,1655,0.8069,8,0
1985-11-17,24,3852479.0,42nd Street,St. James Theatre,289927.0,,32.0,,9059,1655,0.6842,8,0
1985-11-24,25,3769079.0,42nd Street,St. James Theatre,253825.0,,32.02,,7928,1655,0.5988,8,0
1985-12-01,26,4822918.0,42nd Street,St. James Theatre,366677.0,,33.14,,11063,1655,0.8356,8,0
1985-12-08,27,4280354.0,42nd Street,St. James Theatre,314035.0,,33.55,,9359,1655,0.7069,8,0
1985-12-15,28,4169643.0,42nd Street,St. James Theatre,280345.0,,32.7,,8573,1655,0.6475,8,0
1985-12-22,29,3483038.0,42nd Street,St. James Theatre,193717.0,,32.77,,5912,1655,0.4465,8,0
1985-12-29,30,5287547.0,42nd Street,St. James Theatre,391800.0,,34.4,,11388,1655,0.8601,8,0
1986-01-05,31,4720108.0,42nd Street,St. James Theatre,321410.0,,31.68,,10145,1655,0.7662,8,0
1986-01-12,32,3809728.0,42nd Street,St. James Theatre,211864.0,,32.87,,6445,1655,0.4868,8,0
1986-01-19,33,4111558.0,42nd Street,St. James Theatre,216503.0,,32.85,,6591,1655,0.4978,8,0
1986-01-26,34,3555363.0,42nd Street,St. James Theatre,168256.0,,32.36,,5200,1655,0.3927,8,0
1986-02-02,35,3306361.0,42nd Street,St. James Theatre,160221.0,,31.87,,5027,1655,0.3797,8,0
1986-02-09,36,3054492.0,42nd Street,St. James Theatre,145554.0,,32.49,,4480,1655,0.3384,8,0
1986-02-16,37,3882120.0,42nd Street,St. James Theatre,241161.0,,33.37,,7226,1655,0.5458,8,0
1986-02-23,38,3483191.0,42nd Street,St. James Theatre,204408.0,,31.02,,6589,1655,0.4977,8,0
1986-03-02,39,3156411.0,42nd Street,St. James Theatre,179346.0,,30.63,,5855,1655,0.4422,8,0
1986-03-09,40,3017183.0,42nd Street,St. James Theatre,187598.0,,28.53,,6576,1655,0.4967,8,0
1986-03-16,41,3442545.0,42nd Street,St. James Theatre,223095.0,,28.66,,7783,1655,0.5878,8,0
1986-03-23,42,3533147.0,42nd Street,St. James Theatre,234218.0,,30.79,,7608,1655,0.5746,8,0
1986-03-30,43,3991705.0,42nd Street,St. James Theatre,285103.0,,29.67,,9608,1655,0.7257,8,0
1986-04-06,44,3632735.0,42nd Street,St. James Theatre,262723.0,,29.81,,8814,1655,0.6657,8,0
1986-04-13,45,3409648.0,42nd Street,St. James Theatre,220125.0,,31.03,,7094,1655,0.5358,8,0
1986-04-20,46,3727500.0,42nd Street,St. James Theatre,246346.0,,31.43,,7837,1655,0.5919,8,0
1986-04-27,47,3822705.0,42nd Street,St. James Theatre,264987.0,,30.92,,8569,1655,0.6472,8,0
1986-05-04,48,3964216.0,42nd Street,St. James Theatre,260372.0,,30.93,,8419,1655,0.6359,8,0
1986-05-11,49,4084435.0,42nd Street,St. James Theatre,240189.0,,30.33,,7920,1655,0.5982,8,0
1986-05-18,50,4304818.0,42nd Street,St. James Theatre,248552.0,,30.66,,8107,1655,0.6123,8,0
1986-05-25,51,4094262.0,42nd Street,St. James Theatre,277929.0,,29.76,,9338,1655,0.7053,8,0
1986-06-01,52,3310430.0,42nd Street,St. James Theatre,214028.0,,28.97,,7389,1655,0.5581,8,0
1986-06-08,1,3846160.0,42nd Street,St. James Theatre,251574.0,,29.23,,8608,1655,0.6502,8,0
1986-06-15,2,3679698.0,42nd Street,St. James Theatre,250203.0,,29.16,,8580,1655,0.648,8,0
1986-06-22,3,3767289.0,42nd Street,St. James Theatre,254708.0,,29.74,,8565,1655,0.6469,8,0
1986-06-29,4,3900725.0,42nd Street,St. James Theatre,244213.0,,29.5,,8278,1655,0.6252,8,0
1986-07-06,5,3160669.0,42nd Street,St. James Theatre,290297.0,,38.1,,7619,1655,0.5755,8,0
1986-07-13,6,3486170.0,42nd Street,St. James Theatre,282828.0,,30.74,,9200,1655,0.6949,8,0
1986-07-20,7,3716807.0,42nd Street,St. James Theatre,313780.0,,29.76,,10542,1655,0.7962,8,0
1986-07-27,8,3726074.0,42nd Street,St. James Theatre,293863.0,,28.95,,10150,1655,0.7666,8,0
1986-08-03,9,3677956.0,42nd Street,St. James Theatre,289927.0,,30.73,,9436,1655,0.7127,8,0
1986-08-10,10,4266704.0,42nd Street,St. James Theatre,306226.0,,30.64,,9995,1655,0.7549,8,0
1986-08-17,11,4352702.0,42nd Street,St. James Theatre,326009.0,,30.6,,10654,1655,0.8047,8,0
1986-08-24,12,4587206.0,42nd Street,St. James Theatre,323112.0,,30.16,,10712,1655,0.8091,8,0
1986-08-31,13,4294657.0,42nd Street,St. James Theatre,318560.0,,30.03,,10608,1655,0.8012,8,0
1986-09-07,14,3213529.0,42nd Street,St. James Theatre,187219.0,,30.13,,6214,1655,0.4693,8,0
1986-09-14,15,3762479.0,42nd Street,St. James Theatre,253834.0,,31.69,,8010,1655,0.605,8,0
1986-09-21,16,4044952.0,42nd Street,St. James Theatre,265523.0,,31.26,,8495,1655,0.6416,8,0
1986-09-28,17,3971521.0,42nd Street,St. James Theatre,262232.0,,31.86,,8230,1655,0.6216,8,0
1986-10-05,18,3571536.0,42nd Street,St. James Theatre,240747.0,,33.17,,7259,1655,0.5483,8,0
1986-10-12,19,3967843.0,42nd Street,St. James Theatre,305526.0,,31.71,,9634,1655,0.7276,8,0
1986-10-19,20,3909550.0,42nd Street,St. James Theatre,286581.0,,32.36,,8855,1655,0.6688,8,0
1986-10-26,21,3848405.0,42nd Street,St. James Theatre,281040.0,,32.14,,8745,1655,0.6605,8,0
1986-11-02,22,3379049.0,42nd Street,St. James Theatre,217993.0,,31.75,,6866,1655,0.5186,8,0
1986-11-09,23,3979725.0,42nd Street,St. James Theatre,277875.0,,32.94,,8435,1655,0.6371,8,0
1986-11-16,24,3808702.0,42nd Street,St. James Theatre,250838.0,,32.42,,7737,1655,0.5844,8,0
1986-11-23,25,3738186.0,42nd Street,St. James Theatre,234357.0,,32.64,,7181,1655,0.5424,8,0
1986-11-30,26,4493604.0,42nd Street,St. James Theatre,310292.0,,33.43,,9282,1655,0.7011,8,0
1986-12-07,27,3914019.0,42nd Street,St. James Theatre,278191.0,,33.2,,8380,1655,0.6329,8,0
1986-12-14,28,3812903.0,42nd Street,St. James Theatre,253095.0,,32.69,,7742,1655,0.5847,8,0
1986-12-21,29,3218987.0,42nd Street,St. James Theatre,174810.0,,32.52,,5375,1655,0.406,8,0
1986-12-28,30,4405477.0,42nd Street,St. James Theatre,318061.0,,32.83,,9689,1655,0.7318,8,0
1987-01-04,31,4843514.0,42nd Street,St. James Theatre,338327.0,,32.39,,10444,1655,0.7888,8,0
1987-01-11,32,3372851.0,42nd Street,St. James Theatre,202323.0,,31.36,,6452,1655,0.4873,8,0
1987-01-18,33,3361611.0,42nd Street,St. James Theatre,214875.0,,32.03,,6708,1655,0.5066,8,0
1987-01-25,34,2858371.0,42nd Street,St. James Theatre,153004.0,,32.27,,4741,1655,0.3581,8,0
1987-02-01,35,2641531.0,42nd Street,St. James Theatre,132499.0,,30.95,,4281,1655,0.3233,8,0
1987-02-08,36,2706115.0,42nd Street,St. James Theatre,150033.0,,31.5,,4763,1655,0.3597,8,0
1987-02-15,37,3370871.0,42nd Street,St. James Theatre,234225.0,,32.16,,7284,1655,0.5502,8,0
1987-02-22,38,3412369.0,42nd Street,St. James Theatre,199071.0,,29.37,,6777,1655,0.5119,8,0
