video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes,source_shard,match_status,correction_note,video_format
M79sjP0we-8,개판 4분전 - 사노라면,"보컬: 이관휘 교수 (finance 전공; 1970년생 개띠)
기타, 건반: 김우진 교수 (finance 전공; 1970년생 개띠)
기타: 박경서 교수 (finance 전공; 1952년생 개띠)
베이스: 이동욱 교수 (finance 전공; 1970년생 개띠)

곡명: 사노라면

16th 고려대학교 경영대학원 와인의 향기 콘서트
일시: 2010. 6. 3. 
장소: 고려대학교 LG-Posco 경영관 Supex 홀",UCUFbnW1dO5mFV3Q1rVJfAQw,이과뉘 (iguapapa),2014-02-26T08:45:49Z,285,4.75,False,829.0,4.0,0.0,https://www.youtube.com/watch?v=M79sjP0we-8,13,5,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,general
ur2QMpfkpdA,"이미나  ""🎷  ""토요상설공연"" 🎤 mc""해피싸운드 색소폰 동호회""메들리 ""찔레꽃""","#가수 이미나
#찔레꽃(메들리)
#해피사운드 색소폰동호회",UCHSP4_tIMpzEimeDWYzDdQQ,이미나가수TV,2023-06-11T02:39:29Z,219,3.65,False,935.0,66.0,5.0,https://www.youtube.com/watch?v=ur2QMpfkpdA,2320,733,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,general
SI6R353GXc0,드디어 안틀렸다! 호남가 초입,,UCat34nWGtJZAs6I5Tk6owdA,하랑국악,2023-03-23T06:56:23Z,57,0.95,True,843.0,15.0,,https://www.youtube.com/watch?v=SI6R353GXc0,284,45,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,shorts
Wyp_uiRoAtw,김정림 봄날 홍정의 작곡,"해금.박보아 ㆍ원혜연
가야금: 민혜인
타악: 양재춘
징:윤서경",UCB5kSW9E7m7hDN0h9LM_DvA,해금 김정림,2022-09-10T04:47:51Z,441,7.35,False,88.0,6.0,0.0,https://www.youtube.com/watch?v=Wyp_uiRoAtw,292,48,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,general
z19_h5Wqe5g,"가야금병창 사계 봄-봄노래, 꽃타령, 복숭아꽃","공연 : 제 16회 가야금병창 줄소리 노래소리 정기연주회
제목 : 봄-봄노래, 꽃타령, 복숭아꽃
연주 : 이은희, 차보영,권귀진,지유정,민아영 
일시 :  2013년 4월 14일
장소 : 전수회관
제작 : 스튜디오진",UCSYwBkJNav2hDkzhnX-1z9Q,김진형 (ZINstory),2013-05-14T11:32:05Z,570,9.5,False,4697.0,18.0,1.0,https://www.youtube.com/watch?v=z19_h5Wqe5g,955,325,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,general
gehqdbRjxp0,국립합창단 칸타타 달의 춤  사랑가  (탁계석 대본 우효원 작곡),3.1절 기념 국립합창단  칸타타 달의 춤 중 사랑가,UCI3dhIzy0p62jOV0CCOwx2w,Gye Seok Tak,2018-07-27T09:47:59Z,274,4.57,False,338.0,5.0,1.0,https://www.youtube.com/watch?v=gehqdbRjxp0,82,37,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,general
yfRfv-6DLwc,[KBS전주] 국악한마당 // 박구윤 - 뿐이고,"""#KBS #전주 #국악한마당 #박구윤 #뿐이고

■ KBS 전주 국악 유튜브 채널【국악한마당】
■ '구독' 버튼을 누르고  다양한 국악의【HD】영상을 공유 해 보세요!

[영상 정보]
남상일과 놀아보쇼-우'를 주제로, 소리꾼 남상일의 유쾌한 입담과 어우러진 민요, 판소리와 풍물, 무용, 그리고 트로트와 국악의 만남이 어우러진 다채로운 무대를 선보인다. 박구윤의 대표곡 '뿐이고'와 국악의 만남.
 
[Information]
■클립명: 20190831-7
)""
KBS전주총국 유튜브 구독→ https://www.youtube.com/c/KBSJJ
KBS전주총국 페이스북 팔로우→ https://www.facebook.com/kbsjeonju",UCpzc0K6Y6AxQq9m3dPtQWXw,KBS전주,2019-09-12T11:00:17Z,120,2.0,False,706.0,,2.0,https://www.youtube.com/watch?v=yfRfv-6DLwc,563000,11261,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,general
99S1k3BehhU,"#박서진,김해 열린음악회#",,UCNlDTdrLgV-peezwou-0kGA,트롯 마니아,2024-09-24T09:43:32Z,9,0.15,True,3141.0,366.0,8.0,https://www.youtube.com/watch?v=99S1k3BehhU,51000,3202,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,shorts
iA7fBfjHYF0,전남도립국악단 그린국악 856회,,UCqlwYrZ7wpPBqO3YjnB2vkg,소연로그🍀,2023-06-24T07:01:11Z,19,0.32,True,565.0,,0.0,https://www.youtube.com/watch?v=iA7fBfjHYF0,625,2560,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,shorts
FSlSc5nOqKE,🎞 세상이 너를 알지 못해도 I Even if the world doesn't know you I ကမ္ဘာကြီးက မင်းကို မသိနိုင်တော့ဘူးဆိုရင်တောင်,"전남도립국악단 온라인 공연 감성처방전 vol.3

🎞 M/V 세상이 너를 알지 못해도

1980년 5월 27일
전남도청을 지키기 위해 목숨을 걸어야 했던 시민군,
그들이 거기 남아야 했던 절박한 이유는 무엇이었을까?

그 날, 시민군들의 생의 마지막 시간을 보듬어 뮤직비디오 ‘세상이 너를 알지 못해도’에 담았다. 이 영상은 40여 년 전 광주의 아픔을 향한 위로이자, 민주화를 향한 미얀마 시민들의 항쟁 한복판에 띄우는 전남도립국악단의 두 번째 음악편지이다.

M/V Even if the world doesn't know you

May 27th, 1980
The citizen army who had to risk their lives to protect the old Jeollanamdo provincial hall, What was the desperate reason for them to keep the building?

The last moments of the civilian soldiers' lives that day were reflected in the music video “Even if the world doesn't know you”
This video is a consolation to Gwangju's pain some 40 years ago and the second music letter from the Jeonnam Provincial Gugak Orchestra in the midst of Myanmar citizens' struggle for democracy.

M/V ကမ္ဘာကြီးက မင်းကို မသိနိုင်တော့ဘူးဆိုရင်တောင်

၁၉၈၀ခုနှစ် မေလ ၂၇ရက်
ဂျော်နမ်းဒိုမြို့တော်ခန်းမကို ကာကွယ်ဖို့အတွက် အသက်တွေ စတေးခဲ့ရတဲ့ ပြည်သူတွေ
သူတို့တွေ အဲနေရာမှာ ကျန်ခဲ့ရတဲ့ အရေးပေါ် အကြောင်းပြချက်က ဘာတွေဖြစ်မလဲ။

အဲဒီနေ့ ပြည်သူတချို့ရဲ့ ဘဝနောက်ဆုံးလက်ကျန်အချိန်ကို ထွေးပိုက်ကာ 
သီချင်းဗီဒီယို ဖြစ်တဲ့‘ကမ္ဘာကြီးက မင်းကို မသိနိုင်တော့ဘူးဆိုရင်တောင်’ကို ဖန်တီးခဲ့ပါတယ်။
ဒီ ဗီဒီယိုကတော့ နှစ်ပေါင်း ၄၀ကျော်က ဂွမ်းဂျူရဲ့ ဝမ်းနည်းပူဆွေးမှုတွေကို နှစ်သိမ့်ပေးရင်း
ဒီမိုကရေစီကို အရောက်လှမ်းနေတဲ့ မြန်မာပြည်သူတွေရဲ့ အဆုံးသတ်တိုက်ပွဲအတွက် ဖန်တီးထားသော
Jeonnam Provincial Gugak ရဲ့ ဒုတိယမြောက် ဂီတလက်ရာလေးဖြစ်ပါတယ်။

-
CREDIT
원곡 오라토리오 집체극 ‘봄날’ Finale – 세상이 너를 알지 못해도
연출·작편곡 류형선 I 작사 김수형 류형선 I 조연출 김동근 윤세린 I 출연 윤세린(장원) 최윤석(경철) 전진강(병수) 한규복(현구) 김향순(병수 모) 유민희(정미) 김근희 김희영 표윤미(시민) I 연주 이상동 조자영 윤정아(피리) 김대성 윤암현 강원집(대금) 정선옥 정윤해 성주혜(가야금) 문미라(거문고) 김혜숙 강아라 김지향(해금) 한명화 신정민 유서정(아쟁) 유시명 창동준 강민수 박준서(사물) I 독창 김원중(객원) I 코러스 강석준 김원중 김준범 방기순 송순규 조수진 I 기타 신정민(CG) 조성우(EG) I 피아노・신디 정은주 송진영 이지연 I 베이스 전신일 I 녹음 김정수(전남음악창작소) 이해균(광주음악창작소) I 믹싱・마스터링 임재만(베이엔터테인먼트) I 기획 박상연 I 홍보마케팅 이지은 I 영상제작 연리지미디어 외


Copyrights 2021 ⓒ Jeollanamdo Provincial Institute for Korea Traditional Performing Arts. All Rights Reserved.

본 영상물의 무단 전재, 복제, 배포를 금합니다.",UCwZHHFSbD15bnhBDBV01oBQ,전남도립국악단,2021-05-18T06:00:01Z,357,5.95,False,5570.0,219.0,61.0,https://www.youtube.com/watch?v=FSlSc5nOqKE,4460,172,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,general
HwS1q5KTk4o,남원시립김병종미술관에서 펼쳐지는 KBS 국악한마당 예고 | 재미 PLAY,"KBS 국악한마당 2021년 9월 11일 예고

#국악한마당 #남원시립김병종미술관 #정은승 #조상훈 #거꾸로프로젝트 #전남도립국악단 #김유나 #서동율 #조동언 #조애란 #달음 #동남풍
　
🔗공식 링크 https://linktr.ee/KBSJJ",UCpzc0K6Y6AxQq9m3dPtQWXw,KBS전주,2021-09-09T08:00:09Z,42,0.7,True,296.0,,0.0,https://www.youtube.com/watch?v=HwS1q5KTk4o,563000,11261,PF260651,"토요기획공연, 판: 꽃의 노래 [남원]",한국음악(국악),국립민속국악원 예원당,2025-03-08,2025-11-22,,,,shard_28,delete,no matching performance found in list,shorts
