video_id,video_title,description,channel_id,channel_name,channel_subscriber_count,channel_video_count,published_at,duration_sec,video_format,view_count,like_count,comment_count,video_url,matched_perf_id,matched_title,matched_genre,season_match,substring_hit,quote_hit,venue_match,date_match
7Sx8HflFriY,#12인의 성난사람들 /연극/ 혜화동,,UC9HyDQGPBVFL7OFQrHaHJFw,moonshot365,732,1779,2023-05-20T10:01:14Z,16,shorts,1050,9,1,https://www.youtube.com/watch?v=7Sx8HflFriY,PF216756,12인의 성난 사람들 [밀양],연극,other_season,True,False,False,True
LDWGMt_zp-s,[길병민] 홀로아리랑 (편곡 배주희) - 260212 2026 KBS국악관현악단 시청자 감사음악회 : 신년음악회,,UCWJ9LpuLtOTkdt9LTnw0ujQ,레떼효과 Lette Effect,4290,847,2026-03-18T15:57:19Z,450,general,1289,77,3,https://www.youtube.com/watch?v=LDWGMt_zp-s,PF279302,"국립국악관현악단, 신년 음악회",한국음악(국악),other_season,True,False,False,True
ByTNlU9rz3I,2026 국립국악관현악단 신년음악회 커튼콜+앵콜(뱃노래),"2026 국립국악관현악단 신년음악회 지휘 : 박천지 협연 : 김준수, 추다혜, 김영랑, 전민경 국립극장 해오름 26.01.09.",UCNUU8Ehfbpzbo2JqGo94pdQ,FanYoutube K,4250,319,2026-01-09T14:49:15Z,457,general,4330,158,16,https://www.youtube.com/watch?v=ByTNlU9rz3I,PF279302,"국립국악관현악단, 신년 음악회",한국음악(국악),other_season,True,False,True,True
1A29Or9-x5U,[길병민] Il Mondo (편곡 계성원) - 260212 2026 KBS국악관현악단 시청자 감사음악회 : 신년음악회,,UCWJ9LpuLtOTkdt9LTnw0ujQ,레떼효과 Lette Effect,4290,847,2026-03-18T15:57:24Z,346,general,1582,72,2,https://www.youtube.com/watch?v=1A29Or9-x5U,PF279302,"국립국악관현악단, 신년 음악회",한국음악(국악),other_season,True,False,False,True
5NLRiB1Y5vI,병오년 문 여는 힘찬 울림 | 국립국악관현악단 ‘2026 신년 음악회’,희망 가득한 새해의 문을 우리 음악으로 여는 '신년 음악회'. 2020년 첫선을 보인 이래 매해 매진을 이어가며 새해를 여는 대표 공연 ...,UCJ55axexMkXqp1Fgwvmdsgg,국립극장 National Theater of Korea,37800,1221,2025-12-23T02:11:01Z,25,shorts,1534,51,2,https://www.youtube.com/watch?v=5NLRiB1Y5vI,PF279302,"국립국악관현악단, 신년 음악회",한국음악(국악),other_season,True,True,False,True
Zr2jEMABteo,2025년 1월 9일 #국립국악관현악단 #2025신년음악회 전협연자 앵콜등장,,UCxanIX3psX1tDT6ny96yLsw,크림맘,9730,405,2025-01-12T23:06:00Z,25,shorts,1508,8,0,https://www.youtube.com/watch?v=Zr2jEMABteo,PF253868,"국립국악관현악단, 신년 음악회",한국음악(국악),other_season,True,False,False,True
tVNmyga6B5Q,2025년 1월 9일 #국립국악관현악단 #2025신년음악회 #국가대표 #아름다운나라,,UCxanIX3psX1tDT6ny96yLsw,크림맘,9730,405,2025-01-14T15:37:08Z,83,general,494,12,0,https://www.youtube.com/watch?v=tVNmyga6B5Q,PF253868,"국립국악관현악단, 신년 음악회",한국음악(국악),other_season,True,False,False,True
y7t4w9PnQ-Q,국립국악관현악단 &#39;2022 신년 음악회&#39;,국립국악관현악단 '2022 신년 음악회' 2022.1.14.(금) 19:30 국립극장 해오름 국립극장 예매 바로 가기 ...,UC-Yd4HrryydbIx0ctY4gt-g,국립국악관현악단,4470,229,2021-12-22T11:01:15Z,23,shorts,934,,2,https://www.youtube.com/watch?v=y7t4w9PnQ-Q,PF253868,"국립국악관현악단, 신년 음악회",한국음악(국악),unknown,True,False,True,False
7QQMtd9IyqE,20250103 국립국악관현악단 2025 신년음악회 앵콜 아름다운 나라(김수인 F.),,UCzvG9FHmjU4AJgUmKMHJg_g,Jay,509,469,2025-01-03T14:55:16Z,269,general,237,14,2,https://www.youtube.com/watch?v=7QQMtd9IyqE,PF253868,"국립국악관현악단, 신년 음악회",한국음악(국악),other_season,True,False,False,True
PcR0pQ36snI,국립국악관현악단 &#39;2023 신년 음악회&#39;,국립국악관현악단 '2023 신년 음악회' 2023.1.14.(토) 15:00 국립극장 해오름 국립극장 예매 바로 가기 ...,UC-Yd4HrryydbIx0ctY4gt-g,국립국악관현악단,4470,229,2022-12-23T11:39:57Z,31,shorts,1108,,2,https://www.youtube.com/watch?v=PcR0pQ36snI,PF253868,"국립국악관현악단, 신년 음악회",한국음악(국악),unknown,True,False,True,False
