video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes,date_signal,venue_signal,hashtag_categories,is_condensed_official,explicit_title_quote_match,signal_score,suggested_status,flag_reason
AWDkDH9U2SQ,260304 뮤지컬 홍련 커튼콜 데이 - 김이후,"260304 뮤지컬 #홍련 커튼콜 데이

홍련ㅣ#김이후
바리ㅣ#이아름솔 
강림ㅣ이정수
월직ㅣ김대현
일직ㅣ정백선",UCWYQWW0WxLeNDxJfFZhGY6g,NINA,2026-03-04T14:23:05Z,82,1.37,False,662,20,0,https://www.youtube.com/watch?v=AWDkDH9U2SQ,1340,1080,PF270834,"ASAC 우리 뮤지컬의 힘 11, 홍련 [안산]",뮤지컬,안산문화예술의전당 달맞이극장,2025-11-21,2025-11-22,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
7ThfjFmAbI4,"260308 낮 홍련 커튼콜 (강혜인, 이지연 focus)","강혜인, 이지연, 이정수, 백종민, 신윤철",UCHGBiX2sVoz3seq3VZZdxUg,보리 차,2026-03-08T10:30:53Z,135,2.25,False,91,1,0,https://www.youtube.com/watch?v=7ThfjFmAbI4,5,56,PF270834,"ASAC 우리 뮤지컬의 힘 11, 홍련 [안산]",뮤지컬,안산문화예술의전당 달맞이극장,2025-11-21,2025-11-22,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
ZM62dHXENgU,240808 뮤지컬 홍련 커튼콜 데이 - 김이후,"240808 뮤지컬 #홍련 커튼콜 데이

홍련ㅣ#김이후
바리ㅣ#이아름솔",UCWYQWW0WxLeNDxJfFZhGY6g,NINA,2024-08-08T09:07:36Z,80,1.33,False,1082,16,0,https://www.youtube.com/watch?v=ZM62dHXENgU,1340,1080,PF270834,"ASAC 우리 뮤지컬의 힘 11, 홍련 [안산]",뮤지컬,안산문화예술의전당 달맞이극장,2025-11-21,2025-11-22,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
6sIvJa4A0YQ,"260307 뮤지컬 홍련 커튼콜(이지혜, 이아름솔) 중블 B구역 5열","이지혜, 이아름솔, 신창주, 김대현, 정백선 배우",UCvqNNBTBxPg2wFxrQqfP7Jw,너의세상으로,2026-03-07T12:17:28Z,132,2.2,False,174,4,0,https://www.youtube.com/watch?v=6sIvJa4A0YQ,77,307,PF270834,"ASAC 우리 뮤지컬의 힘 11, 홍련 [안산]",뮤지컬,안산문화예술의전당 달맞이극장,2025-11-21,2025-11-22,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
LzeM6hgFGCI,260308 뮤지컬 홍련 커튼콜,#뮤지컬홍련 #홍련 #김이후 #김경민 #이정수 #백종민 #신윤철,UCJnKvvDg07mIgKUMHcuZ8oQ,Salbyeol,2026-03-08T11:01:40Z,151,2.52,False,32,1,0,https://www.youtube.com/watch?v=LzeM6hgFGCI,122,372,PF270834,"ASAC 우리 뮤지컬의 힘 11, 홍련 [안산]",뮤지컬,안산문화예술의전당 달맞이극장,2025-11-21,2025-11-22,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
MlrQUzhmlTs,260510(일) 14시 뮤지컬 홍련 커튼콜 - 홍나현 이아름솔 신창주 김대현 신윤철,"뮤지컬 홍련 
2026. 05. 10. (일) 14시 @충무아트센터 중극장 블랙 

홍련: 홍나현 
바리: 이아름솔 
강림: 신창주 
월직: 김대현 
일직: 신윤철",UC9pB4Lq3wmEcDb88x6PwjDQ,DIMPLE,2026-05-10T12:02:53Z,149,2.48,False,100,2,0,https://www.youtube.com/watch?v=MlrQUzhmlTs,856,2033,PF270834,"ASAC 우리 뮤지컬의 힘 11, 홍련 [안산]",뮤지컬,안산문화예술의전당 달맞이극장,2025-11-21,2025-11-22,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
-E56U6lRbWQ,260305 뮤지컬 홍련 커튼콜 데이 - 강혜인 이지연,"260305 뮤지컬 #홍련 커튼콜 데이

홍련ㅣ#강혜인 
바리ㅣ#이지연 
강림ㅣ신창주
월직ㅣ김대현
일직ㅣ신윤철",UCWYQWW0WxLeNDxJfFZhGY6g,NINA,2026-03-05T14:12:04Z,93,1.55,False,620,15,0,https://www.youtube.com/watch?v=-E56U6lRbWQ,1340,1080,PF270834,"ASAC 우리 뮤지컬의 힘 11, 홍련 [안산]",뮤지컬,안산문화예술의전당 달맞이극장,2025-11-21,2025-11-22,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
eQETxiibXtU,제주 삼화초등학교 윈드오케스트라 등굣길 콘서트 공연!  #제주 #제주일상 #윈드오케스트라 #오케스트라 #제주공연 #제주초등학교 #제주도민 #제주도민브이로그,,UCVmPu9vOxUqKqaP-lpoAVqA,TV삼남매,2025-06-26T12:06:48Z,32,0.53,True,1750,12,3,https://www.youtube.com/watch?v=eQETxiibXtU,171,264,PF259103,"예술의전당 교향악축제, 제주특별자치도립제주교향악단 (04.15)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2025-04-15,2025-04-15,,,,none,none,1,False,False,1,no_strong_signal,신호 없음
8vlr8JcjJZg,[리허설 실황] 야행성인 내가 아침에 고음이 나는 이유.. | In braccio alle dovizie - I Vespri Siciliani | 몽포르테 아리아 고음 하이라이트,"#국립오페라단 #오페라 #시칠리아섬의저녁기도
#IVespriSiciliani #하이라이트 #Inbraccioalledovizie #koreanationalopera
#바리톤김은곤 #오페라
#feat #고음",UCLT1_8hj7bFg3nU23o-U8ag,Cantando Ugo 노래하는 우고,2023-08-07T08:20:23Z,61,1.02,False,377,7,0,https://www.youtube.com/watch?v=8vlr8JcjJZg,860,162,PF250886,"국립오페라단, 시칠리아 섬의 저녁기도 [당진]",서양음악(클래식),당진문예의전당 대공연장,2024-11-01,2024-11-02,,,,none,none,2,False,False,2,no_strong_signal,해시태그 2개 카테고리 일치
BkLSstmuKq0,"11. 제2부 In Taberna 선술집에서 - 제11곡 Estuans interius  불타는 속내로 / 바리톤 양준모 / 카르미나부라나 (Latin, 한글자막)","Carmina Burana 카르미나 부라나

제2부 In Taberna 선술집에서
제11곡 Estuans interius  불타는 속내로 baritone 양준모

지휘 #임한귀_예술감독
#천안시립합창단 #당진시립합창단 
#천안시소년소녀합창단 #공주시충남교향악단
#Carmina_Burana #카르미나부라나",UCUsTYtcPdVqntkl0URASv9w,CMTV 합창음악채널,2023-07-23T10:24:17Z,155,2.58,False,429,8,1,https://www.youtube.com/watch?v=BkLSstmuKq0,2850,631,PF250886,"국립오페라단, 시칠리아 섬의 저녁기도 [당진]",서양음악(클래식),당진문예의전당 대공연장,2024-11-01,2024-11-02,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
lva6oqUOrk4,[KNB] Timeless Stage 공연 풀영상 2탄,"[Timeless Stage] 공연 FULL 영상 2탄을 공개합니다~! 

이번 영상에서는 클래식발레의 대표작 [백조의 호수], [돈키호테], [해적]과 
국립발레단 이영철 단원 및 신무섭 부예술감독의 안무작 [The Piano], [Tango]까지 
다채로운 공연들이 준비돼 있습니다 :) 
국립발레단과 함께 풍성하고 행복한 저녁 보내시길 바랍니다! 

[Timeless Stage] 공연 풀영상은 마지막 3편에서 계속됩니다~! 
재밌게 보셨다면 '좋아요'와 국립발레단 유튜브 채널 '구독'도 잊지 말아주세요 (찡긋) ♡ 

#국립발레단 #KNB #TimelessStage #우리의무대는계속됩니다

----
*작품 상세정보*

[The Piano]
출연: 김경림, 이영철
음악: 클로드 드뷔시
안무: 이영철 

[백조의 호수] 1막 2장 중 '아다지오'
출연: 조연재, 박종석
음악: 표트르 일리치 차이콥스키
안무: 유리 그리고로비치

[백조의 호수] 2막 1장 중 '흑조' 솔로
출연: 정은영
음악: 표트르 일리치 차이콥스키
안무: 유리 그리고로비치

[해적] '메도라 친구' 솔로 바리에이션
출연: 곽화경
음악: 아돌프 아당
안무: 원작 - 마리우스 프티파
       재안무 - 송정빈

[해적] '귈나라' 바리에이션
출연: 조연재 
음악: 아돌프 아당
안무: 원작 - 마리우스 프티파
       재안무 - 송정빈

[해적] '메도라 친구' 솔로 바리에이션 
출연: 심현희 
음악: 아돌프 아당
안무: 원작 - 마리우스 프티파
       재안무 - 송정빈

[Tango]
출연: 신승원, 김태석
음악: 아스토르 피아졸라
안무: 신무섭 

[돈키호테] 
출연: 박예은, 김기완, 서현이, 민소정
음악: 루드비히 밍쿠스
안무: 마리우스 프티파, 알렉산드르 고르스키
----

*Description*

[The Piano]
Cast: Kim Kyoungrim, Lee Youngcheol
Music: Claude Debussy
Choreography: Lee Youngcheol

[Swan Lake] 'Adagio' in Act Ⅰ, SceneⅡ
Cast: Cho Yeonjae, Park Jongseok
Music: Pyotr I. Tchaikovsky
Choreography: Yuri Grigorovich

[Swan Lake] 'Black swan' Solo Variation in Act 2, Scene 1
Cast: Joung Eunyoung
Music: Pyotr I. Tchaikovsky
Choreography: Yuri Grigorovich

[Le Corsaire] 'Medora's friend' Solo Variation
Cast: Kwak Hwakyung
Music: Adolphe Adam
Original Choreography: Marius Petipa
Choreography: Song Jungbin

[Le Corsaire] 'Gulnare' Solo Variation
Cast: Cho Yeonjae
Music: Adolphe Adam
Original Choreography: Marius Petipa
Choreography: Song Jungbin

[Le Corsaire] 'Medora's friend' Solo Variation
Cast: Sim Hyunhee
Music: Adolphe Adam
Original Choreography: Marius Petipa
Choreography: Song Jungbin

[Tango]
Cast: Shin Seungwon, Kim Taeseok
Music:  Astor Piazzolla
Choreography: Sin Museop

[Don Quixote]
Cast: Park Yeeun, Kim Kiwan,  Seo Hyuni, Min Sojung
Music: Ludwig Minkus
Choreography: Marius Petipa, Alexandre Gorsky",UCqXxaAUCdtML1POvdp3Zm1w,Korean National Ballet,2020-07-15T09:08:02Z,2326,38.77,False,100955,1146,61,https://www.youtube.com/watch?v=lva6oqUOrk4,24200,228,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
mZshEqoeYBo,국립발레단 제7대 강수진 예술감독 퇴임,"오늘, 제7대 강수진 예술감독님의 퇴임식이 진행되었습니다. 

지난 12년, 오직 발레단을 향한 헌신으로 밤낮없이 달려오신 감독님.
때로는 흔들림 없는 굳건한 리더로, 
때로는 단원들의 마음을 헤아리는 따뜻한 버팀목으로
우리의 모든 무대를 뒤에서 묵묵히 완성해 주셨습니다.

감독님께서 이끌어주신 12년의 여정은 우리 모두에게
잊을 수 없는 벅찬 감동이었습니다. 
깊은 애정에 진심으로 감사드립니다.

이제 무거운 짐은 내려놓으시고, 
앞으로 새롭게 펼쳐질 감독님의 또 다른 아름다운 앞날을
온 마음을 다해 응원하겠습니다.

12년 동안 정말 고생 많으셨습니다. 
깊이 감사합니다.",UCqXxaAUCdtML1POvdp3Zm1w,Korean National Ballet,2026-04-02T05:02:15Z,233,3.88,False,4758,172,20,https://www.youtube.com/watch?v=mZshEqoeYBo,24200,228,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
mydt4i0lAJU,2007 김기민 Kimin Kim 돈키호테 Don Quixote,"키민킴의 예원학교 3학년
이미 스타다.. 환호성이 워후🙈",UCF3GxDl5LApJD-2Wx4t2a2g,발레랑 클래식,2025-05-22T12:25:57Z,78,1.3,False,24370,967,33,https://www.youtube.com/watch?v=mydt4i0lAJU,16900,258,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
3qz5Q3l4Hmk,의상도 안무도 다른 키트리 바리에이션! 내 취향은?! #ballet #dance,,UCNIV-0JtQLcxQN-KpPoQCng,발레식탁,2025-05-27T06:30:04Z,49,0.82,True,203179,2021,99,https://www.youtube.com/watch?v=3qz5Q3l4Hmk,25300,220,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
wMcuGjVp4iw,키트리친구들/Don Quixote/쁘띠예종/취미발레/성인발레/콩클수상/최고상,,UCVkogBxQwuuGrh1unVUmSUw,발레에미치다 쁘띠예종,2023-05-03T07:09:44Z,222,3.7,False,10742,123,,https://www.youtube.com/watch?v=wMcuGjVp4iw,131,54,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
MisqVqvDFRg,2018 S00Ballet company 돈키호테,ARTMP(아트엠피),UCgVeFiWWwurF05LXppIlZYg,ARTMP CREATIVE,2018-03-20T17:35:37Z,630,10.5,False,8324,59,,https://www.youtube.com/watch?v=MisqVqvDFRg,14600,2261,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
QmbTEwRL7sk,"[국립발레단 8월 호 뉴스레터] KNB Talkshow ""양준영""","국립발레단 코르드발레 양준영!

[지젤] '패전트 파드되'와
[해설이 있는 전막발레 해적]에서
'알리' 역 등을 맡으며
탄탄한 기본기와 안정된 포지션으로
배역들을 완벽하게 소화해내고있는 
양준영 발레리노의 인터뷰!

지금 바로 만나보세요~",UCqXxaAUCdtML1POvdp3Zm1w,Korean National Ballet,2023-08-31T10:49:53Z,583,9.72,False,2867,84,14,https://www.youtube.com/watch?v=QmbTEwRL7sk,24200,228,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
n2_Qt2JtTGM,돈키호테 부채군무#ballet #발레리나 #발레리노 #발레클래스 #전공발레 #중등발레 #10월7일 #소중해 #초등발레,진스발레 정기공연 중 돈키호테 부채군무,UCBNkPXIVMSTGZv7uORUygYA,김진이원장,2023-10-12T13:56:55Z,246,4.1,False,2360,22,0,https://www.youtube.com/watch?v=n2_Qt2JtTGM,1260,473,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
Lvx1UGjP5Mg,[2022 예술영재 졸업 발표회] 발레 - 돈키호테,"2022년 11월 26일 충남교육청학생교육문화원 대공연장에서 펼쳐진 예술영재교육원 졸업 발표회 발레 공연 영상입니다.

[무용영재]
강아라(탕정미래초5), 권낭옥(천안초5), 김가영(아산복수초6), 김규민(서산예천초5), 김지유(유구초4), 남가은(환서초6), 박주은(천안불당초4), 봉민경(환서초6), 신지윤(월랑초4), 윤은지(논산내동초4), 이하연(궁남초5), 임다인(아산공수초6), 조시은(서산서남초6), 진유주(천안불당초4)",UC-IuLxrdxBwmxT5LsqtswmA,충남교육청학생교육문화원,2023-01-12T04:24:41Z,148,2.47,False,2108,15,0,https://www.youtube.com/watch?v=Lvx1UGjP5Mg,3040,662,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
CZSeip86B6M,진스발레💫성인취미발레/발레리나/돈키호테/발레군무/연습중/클래식발레/ballet/classic ballet/ballet class/adult ballet,20대.30대.40대.50대.60대가 함께 춤추는 돈키호테 군무 입니다^^,UCBNkPXIVMSTGZv7uORUygYA,김진이원장,2021-07-23T05:40:21Z,83,1.38,False,2232,14,0,https://www.youtube.com/watch?v=CZSeip86B6M,1260,473,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
cylJD10QW2U,수원시티발레단 '할리퀴네이드',"#발레 #성인발레 #취미발레 #공연
#할리퀴네이드 #Harlequinade
#수원시티발레단 #영통이화발레 #영통이화무용
 
할리퀴네이드
부잣집에 시집보내려는 부모의 뜻에 저항하는 딸 콜롬바인과 사랑에 빠진 할리퀸, 결국 해피엔딩으로 끝나는 두 남녀의 사랑 이야기로 기존에 있던 작품을 1965년 재안무한 작품으로 연극적 마임 동작이 두드러져 보는 재미를 더하는 작품이다.

출연: 지운호
단장/예술감독: 김문신

매주 업데이트 됩니다~~^^
구독과 좋아요 부탁드려요 ♥",UC1nlswAr8bwJCZHIlGFI9Ww,수원시티발레단,2021-09-25T04:53:04Z,102,1.7,False,474,7,0,https://www.youtube.com/watch?v=cylJD10QW2U,361,48,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,2,False,False,2,no_strong_signal,해시태그 2개 카테고리 일치
vcqhNus3GqM,새로운 모습으로 돌아온 국립발레단 '돈키호테' / SBS / 문화현장,"[FunFun 문화현장]

〈앵커〉

문화현장, 매주 수요일은 공연 소식을 전해드립니다. 역동적이고 화려한 춤으로 사랑받는 고전 발레 '돈키호테'가 새로운 모습으로 무대에 오릅니다.

김수현 문화예술 전문기자입니다.

〈기자〉

[발레 '돈키호테' / 오늘~16일까지 / 예술의전당 오페라극장]

스페인의 정열을 담은 발레 '돈키호테', 고전 발레의 대표작 중 하나로, 고난도의 화려한 춤이 끊임없이 펼쳐지는 유쾌한 발레입니다.

국립발레단의 이번 공연은 여인숙 주인의 딸 키트리와 이발사 바질의 사랑 이야기가 중심이었던 기존 안무에 변화를 시도했습니다.

돈키호테의 명장면으로 손꼽히는 키트리와 바질의 결혼식 2인무 등 원작의 주요 장면들은 그대로 살리되, 3막을 2막으로 줄여 박진감 넘치고 빠른 전개를 선보입니다.

특히 세르반테스의 소설을 원작으로 한 제목과는 달리 존재감이 적었던 돈키호테 역할의 비중을 크게 늘렸습니다.

기존 안무에서는 주로 마임만 했던 늙은 기사 돈키호테가 이번에는 꿈속에서 젊음을 되찾고 자신이 사모하던 둘시네아와 함께 춤춥니다.

[송정빈/안무가·국립발레단원 : 왜 발레의 돈키호테는 키트리, 바질이 주인공일까. 그래서 시점을 약간 돈키호테로 가져오면 어떨까, 그리고 돈키호테가 약간 더 춤을 많이 추면 어떨까, 라는 생각에 (재안무 했습니다.)]

---

[연극 '추남, 미녀' / 오늘~5월 21일까지 / 예술의전당 자유소극장]

못생긴 외모로 태어났지만 뛰어난 조류학자로 성장하는 데오다.

아름답지만 어딘가 부족할 거라는 남들의 시선을 감내해야 했던 트레미에르.

연극 '추남 미녀'는 두 사람이 편견과 선입견을 넘어 진짜 자신의 모습과 자신을 있는 그대로 받아들여줄 사랑을 찾아가는 이야기입니다.

아멜리 노통브의 소설을 원작으로 2019년 초연된 데 이어, 4년 만에 다시 무대에 올랐습니다.

배우 2명이 100분 동안 20여 명의 캐릭터를 연기하는 2인극으로 백석광, 김상보, 김소이, 이지혜가 각각 개성 있는 연기를 보여줍니다.

(영상취재: 유동혁·박진호, 영상편집 : 정용화)


☞더 자세한 정보
https://news.sbs.co.kr/y/?id=N1007151118
 

#SBS뉴스 #실시간 #돈키호테 #추남미녀

▶SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube 
▶SBS 뉴스 라이브 : https://n.sbs.co.kr/youtubeLive , https://n.sbs.co.kr/live 

▶SBS 뉴스 제보하기
홈페이지: https://n.sbs.co.kr/inform 
애플리케이션: 'SBS뉴스' 앱 설치하고 제보 - https://n.sbs.co.kr/App 
카카오톡: 'SBS뉴스'와 친구 맺고 채팅 - https://pf.kakao.com/_ewsdq/chat 
페이스북: 'SBS뉴스' 메시지 전송 - https://www.facebook.com/sbs8news 
이메일: sbs8news@sbs.co.kr 
문자: #6000 
전화: 02-2113-6000 

홈페이지: https://news.sbs.co.kr/ 
페이스북: https://www.facebook.com/sbs8news 
트위터: https://www.twitter.com/sbs8news
카카오톡: https://pf.kakao.com/_ewsdq
인스타그램: https://www.instagram.com/sbsnews",UCkinYTS9IHqOEwR1Sze2JTw,SBS 뉴스,2023-04-12T03:50:47Z,131,2.18,False,4443,40,1,https://www.youtube.com/watch?v=vcqhNus3GqM,5250000,346902,PF248137,"대한민국은 공연중, 국립발레단: 해설이 있는 전막발레 돈키호테",무용(서양/한국무용),국립극장 해오름극장,2024-10-23,2024-10-23,,,,none,none,0,False,False,0,no_strong_signal,신호 없음
